Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0016262092832331966+0j),[-7.63961551e-16],[1.],[0.08058623],[1.],"(array([0.00909064]), array([-1.58396596e-16]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00454532]), array([-0.00787273]))"
(0.007137019411398744+0j),[-3.12290652e-15],[1.],[0.1683381],[1.],"(array([0.02808374]), array([-7.47553335e-16]))","(array([6.85596597e-29]), array([2.31805012e-29]))","(array([5.0713809e-47]), array([-1.74360926e-36]))","(array([8.2325591e-48]), array([6.38074133e-49]))","(array([-1.72694834e-77]), array([1.86603553e-78]))","(array([-5.5623192e-30]), array([-3.60850293e-30]))","(array([-1.87157645e-30]), array([-1.90455938e-30]))","(array([8.56494851e-39]), array([1.18437179e-37]))","(array([-6.27601385e-31]), array([8.0765408e-31]))","(array([0.00454532]), array([-0.00787273]))","(array([0.01404187]), array([-0.02432123]))"
(0.0174713245912278+0j),[-7.60568933e-15],[1.],[0.2619208],[1.],"(array([0.04854841]), array([-1.67100958e-15]))","(array([7.53854708e-23]), array([9.13042971e-23]))","(array([1.30020505e-23]), array([9.53637905e-23]))","(array([-4.46234451e-24]), array([-3.79249008e-22]))","(array([-4.9452835e-24]), array([2.36833608e-22]))","(array([2.80773481e-24]), array([2.84146178e-22]))","(array([-1.42315838e-22]), array([-2.84022997e-22]))","(array([1.60999993e-24]), array([-4.91458464e-24]))","(array([0.00454532]), array([-0.00787273]))","(array([0.01404187]), array([-0.02432123]))","(array([0.0242742]), array([-0.04204415]))"
(0.03329875522995647+0j),[-6.83268438e-15],[1.],[0.35841336],[1.],"(array([0.07000381]), array([-1.45328408e-15]))","(array([-4.37500616e-23]), array([-9.22549052e-24]))","(array([5.76983376e-22]), array([-9.70951287e-22]))","(array([-1.70052967e-22]), array([3.26052289e-22]))","(array([-9.72587203e-24]), array([6.75763745e-22]))","(array([-1.37357433e-22]), array([-3.41012453e-22]))","(array([3.40241439e-24]), array([-4.33783855e-23]))","(array([0.00454532]), array([-0.00787273]))","(array([0.01404187]), array([-0.02432123]))","(array([0.0242742]), array([-0.04204415]))","(array([0.03500191]), array([-0.06062508]))"
(0.05481452894572851+0j),[-1.45125245e-14],[1.],[0.45412139],[1.],"(array([0.09170117]), array([-3.0520249e-15]))","(array([3.8126325e-21]), array([-3.38200299e-21]))","(array([-2.31108348e-21]), array([2.30628839e-21]))","(array([2.72015323e-22]), array([4.63251125e-22]))","(array([-1.94696306e-21]), array([4.82666332e-22]))","(array([2.175465e-21]), array([-2.07435085e-22]))","(array([0.00454532]), array([-0.00787273]))","(array([0.01404187]), array([-0.02432123]))","(array([0.0242742]), array([-0.04204415]))","(array([0.03500191]), array([-0.06062508]))","(array([0.04585058]), array([-0.07941554]))"
(0.08168457736307605+0j),[-1.44665911e-14],[1.],[0.54528975],[1.],"(array([0.11279674]), array([-2.67437995e-15]))","(array([-4.61383265e-20]), array([1.3258105e-20]))","(array([4.52963389e-20]), array([-2.7299719e-21]))","(array([-6.10881377e-21]), array([1.39124843e-20]))","(array([6.07003427e-21]), array([-6.10034765e-21]))","(array([0.00454532]), array([-0.00787273]))","(array([0.01404187]), array([-0.02432123]))","(array([0.0242742]), array([-0.04204415]))","(array([0.03500191]), array([-0.06062508]))","(array([0.04585058]), array([-0.07941554]))","(array([0.05639837]), array([-0.09768484]))"
(0.11310105297814496+0j),[-1.30291148e-14],[1.],[0.62859252],[1.],"(array([0.13248848]), array([-2.46058775e-15]))","(array([4.51087683e-20]), array([3.61422719e-23]))","(array([-1.58249903e-20]), array([2.84227757e-20]))","(array([1.387674e-20]), array([-3.39103721e-20]))","(array([0.00454532]), array([-0.00787273]))","(array([0.01404187]), array([-0.02432123]))","(array([0.0242742]), array([-0.04204415]))","(array([0.03500191]), array([-0.06062508]))","(array([0.04585058]), array([-0.07941554]))","(array([0.05639837]), array([-0.09768484]))","(array([0.06624424]), array([-0.11473839]))"
(0.1478988463423639+0j),[-1.23576174e-14],[1.],[0.70142264],[1.],"(array([0.15010471]), array([-1.92809443e-15]))","(array([-9.0925212e-20]), array([-1.96929368e-20]))","(array([-4.60396157e-19]), array([-8.93875993e-20]))","(array([0.00454532]), array([-0.00787273]))","(array([0.01404187]), array([-0.02432123]))","(array([0.0242742]), array([-0.04204415]))","(array([0.03500191]), array([-0.06062508]))","(array([0.04585058]), array([-0.07941554]))","(array([0.05639837]), array([-0.09768484]))","(array([0.06624424]), array([-0.11473839]))","(array([0.07505235]), array([-0.12999449]))"
(0.18469724248805372+0j),[-1.1608591e-14],[1.],[0.76203154],[1.],"(array([0.16515278]), array([-2.51888326e-15]))","(array([-7.77173899e-19]), array([-1.97875337e-19]))","(array([0.00454532]), array([-0.00787273]))","(array([0.01404187]), array([-0.02432123]))","(array([0.0242742]), array([-0.04204416]))","(array([0.03500191]), array([-0.06062508]))","(array([0.04585059]), array([-0.07941555]))","(array([0.05639837]), array([-0.09768484]))","(array([0.06624424]), array([-0.1147384]))","(array([0.07505236]), array([-0.12999449]))","(array([0.08257639]), array([-0.14302651]))"
(0.22204608921840735+0j),[-1.80470116e-14],[1.],[0.80956003],[1.],"(array([0.17733848]), array([-4.68266395e-15]))","(array([0.00454532]), array([-0.00787273]))","(array([0.01404187]), array([-0.02432123]))","(array([0.02427421]), array([-0.04204416]))","(array([0.03500191]), array([-0.06062509]))","(array([0.04585059]), array([-0.07941556]))","(array([0.05639838]), array([-0.09768485]))","(array([0.06624425]), array([-0.11473841]))","(array([0.07505236]), array([-0.1299945]))","(array([0.0825764]), array([-0.14302652]))","(array([0.08866924]), array([-0.15357963]))"
