Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.001620271045197548+0j),[1.4814162e-16],[1.],[0.0804392],[1.],"(array([0.00907404]), array([9.56688874e-17]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00453702]), array([-0.00785835]))"
(0.007112827004213131+0j),[2.63704522e-18],[1.],[0.16805467],[1.],"(array([0.02803511]), array([2.38939469e-17]))","(array([1.23881736e-29]), array([7.08406237e-30]))","(array([-5.86453581e-34]), array([5.06796021e-34]))","(array([2.4070029e-45]), array([1.42637209e-45]))","(array([7.18795277e-68]), array([-2.1266004e-68]))","(array([-3.49500292e-96]), array([-3.33926167e-112]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00453702]), array([-0.00785835]))","(array([0.01401756]), array([-0.02427912]))"
(0.01741626939066302+0j),[7.72411847e-15],[1.],[0.26151552],[1.],"(array([0.04847059]), array([1.8844392e-15]))","(array([3.13236263e-23]), array([-1.40686079e-22]))","(array([4.78446158e-23]), array([9.36478066e-23]))","(array([3.74301124e-24]), array([-2.82170878e-22]))","(array([-7.47397214e-24]), array([-1.88002384e-22]))","(array([-2.87959605e-25]), array([7.70688844e-26]))","(array([-2.98502729e-24]), array([5.72271071e-26]))","(array([-3.53162517e-26]), array([1.37454706e-24]))","(array([0.00453702]), array([-0.00785835]))","(array([0.01401756]), array([-0.02427912]))","(array([0.02423529]), array([-0.04197676]))"
(0.03320083620961565+0j),[1.99483469e-14],[1.],[0.35790549],[1.],"(array([0.0699006]), array([5.18303239e-15]))","(array([2.21805597e-23]), array([-1.21847441e-22]))","(array([1.79478557e-24]), array([-2.69430536e-22]))","(array([-1.20666364e-23]), array([-1.40912822e-22]))","(array([9.50943046e-24]), array([6.59015927e-23]))","(array([-2.56776767e-23]), array([-1.46400378e-22]))","(array([-6.2844631e-25]), array([-1.06697116e-22]))","(array([0.00453702]), array([-0.00785835]))","(array([0.01401756]), array([-0.02427912]))","(array([0.02423529]), array([-0.04197676]))","(array([0.0349503]), array([-0.0605357]))"
(0.054663436047989164+0j),[1.79170701e-14],[1.],[0.45353489],[1.],"(array([0.09157745]), array([3.27248028e-15]))","(array([-7.20075187e-23]), array([-1.45124597e-21]))","(array([-1.1814601e-23]), array([6.45379244e-23]))","(array([-1.70771649e-22]), array([-1.45324911e-22]))","(array([-8.52786965e-22]), array([-2.44819328e-21]))","(array([-2.87850079e-22]), array([-1.59389255e-21]))","(array([0.00453702]), array([-0.00785835]))","(array([0.01401756]), array([-0.02427912]))","(array([0.02423529]), array([-0.04197676]))","(array([0.0349503]), array([-0.0605357]))","(array([0.04578872]), array([-0.0793084]))"
(0.08147264469072861+0j),[1.40261446e-14],[1.],[0.54465248],[1.],"(array([0.11265837]), array([2.65951659e-15]))","(array([6.78214015e-21]), array([2.2706088e-20]))","(array([-6.44726245e-22]), array([-1.64782002e-21]))","(array([-2.09054705e-21]), array([-3.47725976e-21]))","(array([-1.02389825e-21]), array([2.39962501e-21]))","(array([0.00453702]), array([-0.00785835]))","(array([0.01401756]), array([-0.02427912]))","(array([0.02423529]), array([-0.04197676]))","(array([0.0349503]), array([-0.0605357]))","(array([0.04578872]), array([-0.0793084]))","(array([0.05632918]), array([-0.09756501]))"
(0.11282390870151135+0j),[1.65088743e-14],[1.],[0.62793489],[1.],"(array([0.13234206]), array([3.40789615e-15]))","(array([-6.67020207e-21]), array([6.02732995e-21]))","(array([-1.13230633e-20]), array([1.16151118e-20]))","(array([-2.9606351e-20]), array([2.16295881e-20]))","(array([0.00453702]), array([-0.00785835]))","(array([0.01401756]), array([-0.02427912]))","(array([0.02423529]), array([-0.04197676]))","(array([0.0349503]), array([-0.0605357]))","(array([0.04578872]), array([-0.0793084]))","(array([0.05632918]), array([-0.09756501]))","(array([0.06617103]), array([-0.11461159]))"
(0.14755569492057358+0j),[1.68626277e-14],[1.],[0.70077579],[1.],"(array([0.1499572]), array([4.78134835e-15]))","(array([-3.81344124e-19]), array([5.96817431e-20]))","(array([1.77797552e-20]), array([1.6796593e-19]))","(array([0.00453702]), array([-0.00785835]))","(array([0.01401756]), array([-0.02427912]))","(array([0.02423529]), array([-0.04197676]))","(array([0.0349503]), array([-0.0605357]))","(array([0.04578873]), array([-0.0793084]))","(array([0.05632918]), array([-0.09756501]))","(array([0.06617103]), array([-0.11461159]))","(array([0.0749786]), array([-0.12986675]))"
(0.18429078324519882+0j),[1.81591632e-14],[1.],[0.76142541],[1.],"(array([0.16501111]), array([3.61546441e-15]))","(array([5.97677679e-20]), array([5.5169891e-19]))","(array([0.00453702]), array([-0.00785835]))","(array([0.01401756]), array([-0.02427912]))","(array([0.0242353]), array([-0.04197676]))","(array([0.0349503]), array([-0.0605357]))","(array([0.04578873]), array([-0.0793084]))","(array([0.05632919]), array([-0.09756501]))","(array([0.06617103]), array([-0.11461159]))","(array([0.0749786]), array([-0.12986675]))","(array([0.08250556]), array([-0.14290381]))"
(0.22158211823191795+0j),[1.89875006e-14],[1.],[0.80902168],[1.],"(array([0.1772091]), array([4.09272795e-15]))","(array([0.00453702]), array([-0.00785835]))","(array([0.01401756]), array([-0.02427912]))","(array([0.0242353]), array([-0.04197677]))","(array([0.03495031]), array([-0.06053571]))","(array([0.04578873]), array([-0.07930841]))","(array([0.05632919]), array([-0.09756502]))","(array([0.06617104]), array([-0.1146116]))","(array([0.07497861]), array([-0.12986676]))","(array([0.08250556]), array([-0.14290382]))","(array([0.08860455]), array([-0.15346758]))"
