Es,Sx,Sxx,Sy,Syy,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.008196350755617572+0j),[0.06149942],[1.],[0.16867986],[1.],"(array([0.03885562]), array([0.05196685]))","(array([0.03263207]), array([0.01214505]))","(array([0.03342575]), array([0.01192359]))","(array([0.03417227]), array([0.0117309]))","(array([0.03476499]), array([0.01157091]))","(array([0.03530758]), array([0.01144849]))","(array([0.03592]), array([0.01136295]))","(array([0.03651656]), array([0.01131165]))","(array([0.03707432]), array([0.01129505]))","(array([0.03752693]), array([0.01131397]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797867]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737528]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.0136821]))"
(0.00842209014523122+0j),[0.06324188],[1.],[0.17062885],[1.],"(array([0.03957987]), array([0.0523069]))","(array([0.03342575]), array([0.01192359]))","(array([0.03417227]), array([0.0117309]))","(array([0.03476499]), array([0.01157091]))","(array([0.03530758]), array([0.0114485]))","(array([0.03592]), array([0.01136295]))","(array([0.03651656]), array([0.01131165]))","(array([0.03707432]), array([0.01129506]))","(array([0.03752693]), array([0.01131397]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797867]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737528]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.0136821]))","(array([0.03825508]), array([0.01406395]))"
(0.008670300340285384+0j),[0.06506841],[1.],[0.17275674],[1.],"(array([0.0402549]), array([0.0526847]))","(array([0.03417227]), array([0.0117309]))","(array([0.03476499]), array([0.01157091]))","(array([0.03530758]), array([0.0114485]))","(array([0.03592]), array([0.01136295]))","(array([0.03651656]), array([0.01131165]))","(array([0.03707432]), array([0.01129506]))","(array([0.03752693]), array([0.01131397]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797868]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737528]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.0136821]))","(array([0.03825508]), array([0.01406395]))","(array([0.03871473]), array([0.01446634]))"
(0.008918908057261463+0j),[0.06696253],[1.],[0.17481228],[1.],"(array([0.04087395]), array([0.05311022]))","(array([0.03476499]), array([0.01157091]))","(array([0.03530758]), array([0.0114485]))","(array([0.03592]), array([0.01136295]))","(array([0.03651656]), array([0.01131165]))","(array([0.03707432]), array([0.01129506]))","(array([0.03752693]), array([0.01131397]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797868]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737528]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.0136821]))","(array([0.03825508]), array([0.01406395]))","(array([0.03871473]), array([0.01446634]))","(array([0.03918639]), array([0.01488583]))"
(0.00911664161349139+0j),[0.06888842],[1.],[0.17624029],[1.],"(array([0.04129007]), array([0.05350568]))","(array([0.03530758]), array([0.0114485]))","(array([0.03592]), array([0.01136295]))","(array([0.03651656]), array([0.01131165]))","(array([0.03707432]), array([0.01129506]))","(array([0.03752693]), array([0.01131397]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797868]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737528]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.0136821]))","(array([0.03825508]), array([0.01406395]))","(array([0.03871473]), array([0.01446634]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))"
(0.009216381804984908+0j),[0.07083178],[1.],[0.17654001],[1.],"(array([0.04155227]), array([0.05377004]))","(array([0.03592]), array([0.01136295]))","(array([0.03651656]), array([0.01131165]))","(array([0.03707432]), array([0.01129506]))","(array([0.03752693]), array([0.01131397]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797868]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737528]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406395]))","(array([0.03871473]), array([0.01446634]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575271]))"
(0.009309982533286059+0j),[0.07280162],[1.],[0.17673781],[1.],"(array([0.04181065]), array([0.05395367]))","(array([0.03651656]), array([0.01131165]))","(array([0.03707432]), array([0.01129506]))","(array([0.03752693]), array([0.01131397]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797868]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737528]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406395]))","(array([0.03871473]), array([0.01446634]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575271]))","(array([0.03982997]), array([0.01619391]))"
(0.009240369906799998+0j),[0.07479106],[1.],[0.17508599],[1.],"(array([0.04193868]), array([0.05398355]))","(array([0.03707432]), array([0.01129506]))","(array([0.03752693]), array([0.01131397]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797868]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737528]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406396]))","(array([0.03871473]), array([0.01446634]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575271]))","(array([0.03982997]), array([0.01619391]))","(array([0.03966601]), array([0.01664025]))"
(0.009101321306019152+0j),[0.07678965],[1.],[0.17260708],[1.],"(array([0.04187421]), array([0.05378844]))","(array([0.03752693]), array([0.01131397]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797868]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737529]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406396]))","(array([0.03871473]), array([0.01446635]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575272]))","(array([0.03982997]), array([0.01619391]))","(array([0.03966601]), array([0.01664026]))","(array([0.03920029]), array([0.01708987]))"
(0.009068701890133991+0j),[0.07877309],[1.],[0.17130256],[1.],"(array([0.04172471]), array([0.05366244]))","(array([0.03785927]), array([0.01136815]))","(array([0.03797868]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737529]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406396]))","(array([0.03871473]), array([0.01446635]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575272]))","(array([0.03982997]), array([0.01619391]))","(array([0.03966601]), array([0.01664026]))","(array([0.03920029]), array([0.01708987]))","(array([0.03877374]), array([0.01753885]))"
(0.009188170594094816+0j),[0.08071391],[1.],[0.17173252],[1.],"(array([0.04162457]), array([0.05385249]))","(array([0.03797868]), array([0.01145769]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737529]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406396]))","(array([0.03871473]), array([0.01446635]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575272]))","(array([0.03982997]), array([0.01619391]))","(array([0.03966601]), array([0.01664026]))","(array([0.03920029]), array([0.01708987]))","(array([0.03877374]), array([0.01753885]))","(array([0.03867517]), array([0.01798132]))"
(0.009229609959891196+0j),[0.08256964],[1.],[0.17128714],[1.],"(array([0.04137242]), array([0.05415452]))","(array([0.03794936]), array([0.01158211]))","(array([0.03778443]), array([0.01173994]))","(array([0.03737529]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.012991]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406396]))","(array([0.03871473]), array([0.01446635]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575272]))","(array([0.03982997]), array([0.01619391]))","(array([0.03966601]), array([0.01664026]))","(array([0.03920029]), array([0.01708987]))","(array([0.03877374]), array([0.01753885]))","(array([0.03867517]), array([0.01798132]))","(array([0.03867341]), array([0.01840934]))"
(0.009199960090380717+0j),[0.08431361],[1.],[0.17005808],[1.],"(array([0.04089725]), array([0.05431835]))","(array([0.03778444]), array([0.01173994]))","(array([0.03737529]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.01299101]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406396]))","(array([0.03871473]), array([0.01446635]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575272]))","(array([0.03982997]), array([0.01619391]))","(array([0.03966601]), array([0.01664026]))","(array([0.03920029]), array([0.01708987]))","(array([0.03877374]), array([0.01753885]))","(array([0.03867517]), array([0.01798132]))","(array([0.03867341]), array([0.01840934]))","(array([0.03848462]), array([0.01881517]))"
(0.009149420237960986+0j),[0.0859227],[1.],[0.16863014],[1.],"(array([0.04025516]), array([0.05440576]))","(array([0.03737529]), array([0.01192998]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.01299101]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406396]))","(array([0.03871473]), array([0.01446635]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575272]))","(array([0.03982997]), array([0.01619391]))","(array([0.03966601]), array([0.01664026]))","(array([0.03920029]), array([0.01708987]))","(array([0.03877374]), array([0.01753885]))","(array([0.03867517]), array([0.01798133]))","(array([0.03867341]), array([0.01840934]))","(array([0.03848462]), array([0.01881517]))","(array([0.03818505]), array([0.0191932]))"
(0.009052444167099978+0j),[0.08735434],[1.],[0.16672492],[1.],"(array([0.03936123]), array([0.05444176]))","(array([0.03682179]), array([0.01215102]))","(array([0.03641474]), array([0.01240241]))","(array([0.0364959]), array([0.01268328]))","(array([0.03687566]), array([0.01299101]))","(array([0.03732131]), array([0.01332394]))","(array([0.0377966]), array([0.01368211]))","(array([0.03825508]), array([0.01406396]))","(array([0.03871473]), array([0.01446635]))","(array([0.03918639]), array([0.01488583]))","(array([0.03957912]), array([0.0153165]))","(array([0.03977388]), array([0.01575272]))","(array([0.03982997]), array([0.01619391]))","(array([0.03966601]), array([0.01664026]))","(array([0.03920029]), array([0.01708987]))","(array([0.03877374]), array([0.01753885]))","(array([0.03867517]), array([0.01798133]))","(array([0.03867341]), array([0.01840934]))","(array([0.03848462]), array([0.01881517]))","(array([0.03818505]), array([0.0191932]))","(array([0.03780925]), array([0.01953602]))"
