Es,Sx,Sxx,Sy,Syy,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0030389872734055555+0j),[0.10294185],[1.],[0.03026431],[1.],"(array([0.01146129]), array([0.04254878]))","(array([0.02679411]), array([0.02526791]))","(array([0.02546185]), array([0.02553485]))","(array([0.02421526]), array([0.02577021]))","(array([0.0229853]), array([0.02598101]))","(array([0.02182458]), array([0.02616004]))","(array([0.02064864]), array([0.02629919]))","(array([0.01982102]), array([0.02640303]))","(array([0.01925903]), array([0.02648286]))","(array([0.01849753]), array([0.02654767]))","(array([0.0176018]), array([0.02659962]))","(array([0.01678992]), array([0.02663964]))","(array([0.01581473]), array([0.0266702]))","(array([0.01452756]), array([0.02668777]))","(array([0.01313425]), array([0.02668259]))","(array([0.01178722]), array([0.02664654]))","(array([0.01037141]), array([0.02657566]))","(array([0.00909139]), array([0.02646117]))","(array([0.00823917]), array([0.02628977]))","(array([0.00777514]), array([0.02605591]))","(array([0.00746517]), array([0.0257648]))","(array([0.00713363]), array([0.02541983]))","(array([0.00698328]), array([0.02502021]))","(array([0.00687619]), array([0.02456814]))","(array([0.00670998]), array([0.02406341]))","(array([0.00674138]), array([0.02350482]))"
(0.002903043406563883+0j),[0.10012727],[1.],[0.03091264],[1.],"(array([0.01041519]), array([0.04268856]))","(array([0.02546185]), array([0.02553485]))","(array([0.02421526]), array([0.02577021]))","(array([0.0229853]), array([0.02598101]))","(array([0.02182458]), array([0.02616003]))","(array([0.02064864]), array([0.02629919]))","(array([0.01982102]), array([0.02640302]))","(array([0.01925903]), array([0.02648286]))","(array([0.01849753]), array([0.02654767]))","(array([0.0176018]), array([0.02659962]))","(array([0.01678992]), array([0.02663964]))","(array([0.01581473]), array([0.02667019]))","(array([0.01452756]), array([0.02668777]))","(array([0.01313425]), array([0.02668259]))","(array([0.01178722]), array([0.02664654]))","(array([0.01037142]), array([0.02657565]))","(array([0.00909139]), array([0.02646117]))","(array([0.00823917]), array([0.02628977]))","(array([0.00777514]), array([0.02605591]))","(array([0.00746517]), array([0.0257648]))","(array([0.00713364]), array([0.02541983]))","(array([0.00698328]), array([0.02502021]))","(array([0.0068762]), array([0.02456814]))","(array([0.00670998]), array([0.02406341]))","(array([0.00674138]), array([0.02350482]))","(array([0.00689727]), array([0.02289489]))"
(0.0027533495440303615+0j),[0.09717027],[1.],[0.03086808],[1.],"(array([0.00968051]), array([0.04268909]))","(array([0.02421526]), array([0.02577021]))","(array([0.0229853]), array([0.02598101]))","(array([0.02182459]), array([0.02616003]))","(array([0.02064864]), array([0.02629919]))","(array([0.01982102]), array([0.02640302]))","(array([0.01925903]), array([0.02648286]))","(array([0.01849753]), array([0.02654767]))","(array([0.01760181]), array([0.02659961]))","(array([0.01678992]), array([0.02663964]))","(array([0.01581473]), array([0.02667019]))","(array([0.01452756]), array([0.02668777]))","(array([0.01313425]), array([0.02668259]))","(array([0.01178722]), array([0.02664654]))","(array([0.01037142]), array([0.02657565]))","(array([0.00909139]), array([0.02646117]))","(array([0.00823917]), array([0.02628977]))","(array([0.00777514]), array([0.02605591]))","(array([0.00746518]), array([0.02576479]))","(array([0.00713364]), array([0.02541983]))","(array([0.00698328]), array([0.0250202]))","(array([0.0068762]), array([0.02456814]))","(array([0.00670998]), array([0.02406341]))","(array([0.00674138]), array([0.02350482]))","(array([0.00689727]), array([0.02289489]))","(array([0.00696535]), array([0.02224417]))"
(0.002639684216218837+0j),[0.09409747],[1.],[0.03313635],[1.],"(array([0.009148]), array([0.04280165]))","(array([0.0229853]), array([0.02598101]))","(array([0.02182459]), array([0.02616003]))","(array([0.02064865]), array([0.02629918]))","(array([0.01982103]), array([0.02640302]))","(array([0.01925903]), array([0.02648285]))","(array([0.01849753]), array([0.02654767]))","(array([0.01760181]), array([0.02659961]))","(array([0.01678992]), array([0.02663963]))","(array([0.01581473]), array([0.02667019]))","(array([0.01452757]), array([0.02668777]))","(array([0.01313425]), array([0.02668258]))","(array([0.01178722]), array([0.02664654]))","(array([0.01037142]), array([0.02657565]))","(array([0.0090914]), array([0.02646117]))","(array([0.00823917]), array([0.02628977]))","(array([0.00777514]), array([0.02605591]))","(array([0.00746518]), array([0.02576479]))","(array([0.00713364]), array([0.02541982]))","(array([0.00698329]), array([0.0250202]))","(array([0.0068762]), array([0.02456814]))","(array([0.00670999]), array([0.02406341]))","(array([0.00674139]), array([0.02350482]))","(array([0.00689727]), array([0.02289489]))","(array([0.00696535]), array([0.02224417]))","(array([0.00721603]), array([0.02156435]))"
(0.00253523076839299+0j),[0.09092013],[1.],[0.03578024],[1.],"(array([0.00880521]), array([0.04313973]))","(array([0.02182459]), array([0.02616003]))","(array([0.02064865]), array([0.02629918]))","(array([0.01982103]), array([0.02640302]))","(array([0.01925904]), array([0.02648285]))","(array([0.01849753]), array([0.02654766]))","(array([0.01760181]), array([0.02659961]))","(array([0.01678993]), array([0.02663963]))","(array([0.01581473]), array([0.02667019]))","(array([0.01452757]), array([0.02668777]))","(array([0.01313426]), array([0.02668258]))","(array([0.01178723]), array([0.02664653]))","(array([0.01037142]), array([0.02657565]))","(array([0.0090914]), array([0.02646117]))","(array([0.00823918]), array([0.02628977]))","(array([0.00777515]), array([0.02605591]))","(array([0.00746518]), array([0.02576479]))","(array([0.00713364]), array([0.02541982]))","(array([0.00698329]), array([0.0250202]))","(array([0.00687621]), array([0.02456813]))","(array([0.00670999]), array([0.02406341]))","(array([0.00674139]), array([0.02350482]))","(array([0.00689727]), array([0.02289489]))","(array([0.00696535]), array([0.02224417]))","(array([0.00721604]), array([0.02156435]))","(array([0.00776985]), array([0.02085968]))"
(0.002441492766115132+0j),[0.08766019],[1.],[0.03872447],[1.],"(array([0.00858805]), array([0.04350149]))","(array([0.02064865]), array([0.02629918]))","(array([0.01982103]), array([0.02640301]))","(array([0.01925904]), array([0.02648285]))","(array([0.01849754]), array([0.02654766]))","(array([0.01760181]), array([0.02659961]))","(array([0.01678993]), array([0.02663963]))","(array([0.01581474]), array([0.02667019]))","(array([0.01452757]), array([0.02668776]))","(array([0.01313426]), array([0.02668258]))","(array([0.01178723]), array([0.02664653]))","(array([0.01037143]), array([0.02657565]))","(array([0.0090914]), array([0.02646117]))","(array([0.00823918]), array([0.02628977]))","(array([0.00777515]), array([0.0260559]))","(array([0.00746518]), array([0.02576479]))","(array([0.00713365]), array([0.02541982]))","(array([0.00698329]), array([0.0250202]))","(array([0.00687621]), array([0.02456813]))","(array([0.00670999]), array([0.02406341]))","(array([0.00674139]), array([0.02350482]))","(array([0.00689728]), array([0.02289489]))","(array([0.00696535]), array([0.02224417]))","(array([0.00721604]), array([0.02156435]))","(array([0.00776985]), array([0.02085968]))","(array([0.00839988]), array([0.02013391]))"
(0.002359960488473948+0j),[0.08432335],[1.],[0.04194611],[1.],"(array([0.0084038]), array([0.04387079]))","(array([0.01982103]), array([0.02640301]))","(array([0.01925904]), array([0.02648285]))","(array([0.01849754]), array([0.02654766]))","(array([0.01760181]), array([0.0265996]))","(array([0.01678993]), array([0.02663963]))","(array([0.01581474]), array([0.02667018]))","(array([0.01452757]), array([0.02668776]))","(array([0.01313426]), array([0.02668258]))","(array([0.01178723]), array([0.02664653]))","(array([0.01037143]), array([0.02657565]))","(array([0.0090914]), array([0.02646116]))","(array([0.00823918]), array([0.02628977]))","(array([0.00777515]), array([0.0260559]))","(array([0.00746519]), array([0.02576479]))","(array([0.00713365]), array([0.02541982]))","(array([0.00698329]), array([0.0250202]))","(array([0.00687621]), array([0.02456813]))","(array([0.00670999]), array([0.02406341]))","(array([0.00674139]), array([0.02350482]))","(array([0.00689728]), array([0.02289489]))","(array([0.00696536]), array([0.02224417]))","(array([0.00721604]), array([0.02156435]))","(array([0.00776985]), array([0.02085968]))","(array([0.00839988]), array([0.02013391]))","(array([0.00909504]), array([0.01939016]))"
(0.0022891235541230865+0j),[0.08098388],[1.],[0.04516813],[1.],"(array([0.0085913]), array([0.04422743]))","(array([0.01925904]), array([0.02648284]))","(array([0.01849754]), array([0.02654765]))","(array([0.01760181]), array([0.0265996]))","(array([0.01678993]), array([0.02663962]))","(array([0.01581474]), array([0.02667018]))","(array([0.01452757]), array([0.02668776]))","(array([0.01313426]), array([0.02668258]))","(array([0.01178723]), array([0.02664653]))","(array([0.01037143]), array([0.02657564]))","(array([0.00909141]), array([0.02646116]))","(array([0.00823918]), array([0.02628976]))","(array([0.00777515]), array([0.0260559]))","(array([0.00746519]), array([0.02576479]))","(array([0.00713365]), array([0.02541982]))","(array([0.0069833]), array([0.0250202]))","(array([0.00687621]), array([0.02456813]))","(array([0.00671]), array([0.0240634]))","(array([0.0067414]), array([0.02350482]))","(array([0.00689728]), array([0.02289489]))","(array([0.00696536]), array([0.02224417]))","(array([0.00721604]), array([0.02156435]))","(array([0.00776986]), array([0.02085968]))","(array([0.00839988]), array([0.02013391]))","(array([0.00909505]), array([0.01939016]))","(array([0.00982153]), array([0.01863744]))"
(0.002202513738163238+0j),[0.07769549],[1.],[0.04719892],[1.],"(array([0.00897257]), array([0.04444652]))","(array([0.01849754]), array([0.02654765]))","(array([0.01760182]), array([0.0265996]))","(array([0.01678993]), array([0.02663962]))","(array([0.01581474]), array([0.02667018]))","(array([0.01452758]), array([0.02668776]))","(array([0.01313426]), array([0.02668257]))","(array([0.01178723]), array([0.02664653]))","(array([0.01037143]), array([0.02657564]))","(array([0.00909141]), array([0.02646116]))","(array([0.00823919]), array([0.02628976]))","(array([0.00777516]), array([0.0260559]))","(array([0.00746519]), array([0.02576479]))","(array([0.00713365]), array([0.02541982]))","(array([0.0069833]), array([0.0250202]))","(array([0.00687621]), array([0.02456813]))","(array([0.00671]), array([0.0240634]))","(array([0.0067414]), array([0.02350481]))","(array([0.00689728]), array([0.02289489]))","(array([0.00696536]), array([0.02224416]))","(array([0.00721605]), array([0.02156435]))","(array([0.00776986]), array([0.02085968]))","(array([0.00839989]), array([0.02013391]))","(array([0.00909505]), array([0.01939016]))","(array([0.00982154]), array([0.01863744]))","(array([0.01041377]), array([0.01789018]))"
(0.0021351560372858914+0j),[0.0744194],[1.],[0.04968442],[1.],"(array([0.00910662]), array([0.04458225]))","(array([0.01760182]), array([0.0265996]))","(array([0.01678993]), array([0.02663962]))","(array([0.01581474]), array([0.02667018]))","(array([0.01452758]), array([0.02668775]))","(array([0.01313426]), array([0.02668257]))","(array([0.01178724]), array([0.02664652]))","(array([0.01037143]), array([0.02657564]))","(array([0.00909141]), array([0.02646116]))","(array([0.00823919]), array([0.02628976]))","(array([0.00777516]), array([0.0260559]))","(array([0.00746519]), array([0.02576478]))","(array([0.00713366]), array([0.02541982]))","(array([0.0069833]), array([0.0250202]))","(array([0.00687622]), array([0.02456813]))","(array([0.00671]), array([0.0240634]))","(array([0.0067414]), array([0.02350481]))","(array([0.00689729]), array([0.02289489]))","(array([0.00696536]), array([0.02224416]))","(array([0.00721605]), array([0.02156435]))","(array([0.00776986]), array([0.02085968]))","(array([0.00839989]), array([0.02013391]))","(array([0.00909505]), array([0.01939016]))","(array([0.00982154]), array([0.01863744]))","(array([0.01041377]), array([0.01789018]))","(array([0.01092296]), array([0.01715007]))"
(0.0020753960871551756+0j),[0.07113084],[1.],[0.0521532],[1.],"(array([0.00913115]), array([0.04474786]))","(array([0.01678993]), array([0.02663961]))","(array([0.01581474]), array([0.02667017]))","(array([0.01452758]), array([0.02668775]))","(array([0.01313427]), array([0.02668257]))","(array([0.01178724]), array([0.02664652]))","(array([0.01037143]), array([0.02657564]))","(array([0.00909141]), array([0.02646115]))","(array([0.00823919]), array([0.02628976]))","(array([0.00777516]), array([0.02605589]))","(array([0.0074652]), array([0.02576478]))","(array([0.00713366]), array([0.02541981]))","(array([0.0069833]), array([0.02502019]))","(array([0.00687622]), array([0.02456813]))","(array([0.00671]), array([0.0240634]))","(array([0.0067414]), array([0.02350481]))","(array([0.00689729]), array([0.02289488]))","(array([0.00696537]), array([0.02224416]))","(array([0.00721605]), array([0.02156435]))","(array([0.00776986]), array([0.02085968]))","(array([0.00839989]), array([0.02013391]))","(array([0.00909506]), array([0.01939016]))","(array([0.00982154]), array([0.01863744]))","(array([0.01041378]), array([0.01789018]))","(array([0.01092296]), array([0.01715007]))","(array([0.01148153]), array([0.01640994]))"
(0.0020668878540666246+0j),[0.06784767],[1.],[0.05615266],[1.],"(array([0.00932556]), array([0.04504898]))","(array([0.01581474]), array([0.02667017]))","(array([0.01452758]), array([0.02668775]))","(array([0.01313427]), array([0.02668257]))","(array([0.01178724]), array([0.02664652]))","(array([0.01037144]), array([0.02657563]))","(array([0.00909141]), array([0.02646115]))","(array([0.00823919]), array([0.02628976]))","(array([0.00777516]), array([0.02605589]))","(array([0.0074652]), array([0.02576478]))","(array([0.00713366]), array([0.02541981]))","(array([0.0069833]), array([0.02502019]))","(array([0.00687622]), array([0.02456812]))","(array([0.00671001]), array([0.0240634]))","(array([0.00674141]), array([0.02350481]))","(array([0.00689729]), array([0.02289488]))","(array([0.00696537]), array([0.02224416]))","(array([0.00721605]), array([0.02156435]))","(array([0.00776987]), array([0.02085968]))","(array([0.00839989]), array([0.02013391]))","(array([0.00909506]), array([0.01939016]))","(array([0.00982155]), array([0.01863744]))","(array([0.01041378]), array([0.01789018]))","(array([0.01092297]), array([0.01715007]))","(array([0.01148153]), array([0.01640994]))","(array([0.01221079]), array([0.01566902]))"
(0.002064473786063505+0j),[0.06453954],[1.],[0.059935],[1.],"(array([0.00943262]), array([0.04546778]))","(array([0.01452758]), array([0.02668775]))","(array([0.01313427]), array([0.02668256]))","(array([0.01178724]), array([0.02664652]))","(array([0.01037144]), array([0.02657563]))","(array([0.00909141]), array([0.02646115]))","(array([0.00823919]), array([0.02628975]))","(array([0.00777516]), array([0.02605589]))","(array([0.0074652]), array([0.02576478]))","(array([0.00713366]), array([0.02541981]))","(array([0.00698331]), array([0.02502019]))","(array([0.00687622]), array([0.02456812]))","(array([0.00671001]), array([0.0240634]))","(array([0.00674141]), array([0.02350481]))","(array([0.00689729]), array([0.02289488]))","(array([0.00696537]), array([0.02224416]))","(array([0.00721606]), array([0.02156435]))","(array([0.00776987]), array([0.02085968]))","(array([0.0083999]), array([0.02013391]))","(array([0.00909506]), array([0.01939016]))","(array([0.00982155]), array([0.01863744]))","(array([0.01041378]), array([0.01789018]))","(array([0.01092297]), array([0.01715007]))","(array([0.01148154]), array([0.01640994]))","(array([0.01221079]), array([0.01566902]))","(array([0.01308815]), array([0.01492589]))"
