Es,Sx,Sxx,Sy,Syy,PQ-50,PQ-49,PQ-48,PQ-47,PQ-46,PQ-45,PQ-44,PQ-43,PQ-42,PQ-41,PQ-40,PQ-39,PQ-38,PQ-37,PQ-36,PQ-35,PQ-34,PQ-33,PQ-32,PQ-31,PQ-30,PQ-29,PQ-28,PQ-27,PQ-26,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.3549344099845291+0j),[1.93734916e-08],[1.],[0.64041975],[1.],"(array([0.1240651]), array([0.21488706]))","(array([0.0494611]), array([0.08566915]))","(array([0.04706575]), array([0.08152028]))","(array([0.04531906]), array([0.07849492]))","(array([0.04418271]), array([0.0765267]))","(array([0.04358267]), array([0.0754874]))","(array([0.04346411]), array([0.07528205]))","(array([0.04375054]), array([0.07577815]))","(array([0.0443825]), array([0.07687274]))","(array([0.04531655]), array([0.07849057]))","(array([0.04652315]), array([0.08058045]))","(array([0.04795785]), array([0.08306543]))","(array([0.04955559]), array([0.0858328]))","(array([0.05125561]), array([0.08877732]))","(array([0.0530219]), array([0.09183661]))","(array([0.05483009]), array([0.09496849]))","(array([0.05659073]), array([0.09801801]))","(array([0.05816757]), array([0.10074919]))","(array([0.05954738]), array([0.10313909]))","(array([0.06079574]), array([0.10530131]))","(array([0.06195598]), array([0.10731089]))","(array([0.06302694]), array([0.10916586]))","(array([0.0639909]), array([0.11083548]))","(array([0.06486626]), array([0.11235165]))","(array([0.06568211]), array([0.11376474]))","(array([0.06646771]), array([0.11512545]))","(array([0.06724903]), array([0.11647873]))","(array([0.06804336]), array([0.11785454]))","(array([0.06884576]), array([0.11924434]))","(array([0.06963338]), array([0.12060854]))","(array([0.07039786]), array([0.12193268]))","(array([0.07113588]), array([0.12321096]))","(array([0.07183217]), array([0.12441696]))","(array([0.07246713]), array([0.12551676]))","(array([0.07302129]), array([0.12647658]))","(array([0.07348487]), array([0.12727953]))","(array([0.07386111]), array([0.12793119]))","(array([0.07415569]), array([0.12844141]))","(array([0.07436933]), array([0.12881145]))","(array([0.07450104]), array([0.12903958]))","(array([0.07455065]), array([0.1291255]))","(array([0.07451981]), array([0.1290721]))","(array([0.07441541]), array([0.12889127]))","(array([0.07425294]), array([0.12860986]))","(array([0.07403036]), array([0.12822436]))","(array([0.07373987]), array([0.12772121]))","(array([0.07339172]), array([0.12711819]))","(array([0.07301752]), array([0.12647007]))","(array([0.07257164]), array([0.12569778]))","(array([0.07207829]), array([0.12484326]))","(array([0.07154123]), array([0.12391305]))"
(0.35822857346059594+0j),[2.05756478e-08],[1.],[0.63559506],[1.],"(array([0.12172257]), array([0.21082969]))","(array([0.04818218]), array([0.08345399]))","(array([0.04624072]), array([0.08009129]))","(array([0.04487786]), array([0.07773074]))","(array([0.04402578]), array([0.07625489]))","(array([0.04363979]), array([0.07558633]))","(array([0.04365505]), array([0.07561276]))","(array([0.04402391]), array([0.07625165]))","(array([0.04471387]), array([0.07744669]))","(array([0.04570585]), array([0.07916485]))","(array([0.04696499]), array([0.08134575]))","(array([0.04843312]), array([0.08388863]))","(array([0.05005184]), array([0.08669234]))","(array([0.05178291]), array([0.08969063]))","(array([0.05359676]), array([0.09283232]))","(array([0.05539833]), array([0.09595272]))","(array([0.05704514]), array([0.09880508]))","(array([0.05851521]), array([0.10135132]))","(array([0.0598632]), array([0.1036861]))","(array([0.0611251]), array([0.10587178]))","(array([0.06229515]), array([0.10789836]))","(array([0.06335267]), array([0.10973004]))","(array([0.06431623]), array([0.11139897]))","(array([0.06521619]), array([0.11295775]))","(array([0.06608286]), array([0.11445887]))","(array([0.06694125]), array([0.11594564]))","(array([0.06780738]), array([0.11744582]))","(array([0.06867776]), array([0.11895337]))","(array([0.06952865]), array([0.12042715]))","(array([0.07035093]), array([0.12185138]))","(array([0.07114132]), array([0.12322037]))","(array([0.07188298]), array([0.12450497]))","(array([0.07255406]), array([0.12566731]))","(array([0.07313546]), array([0.12667434]))","(array([0.07361927]), array([0.12751232]))","(array([0.07401018]), array([0.12818939]))","(array([0.07431426]), array([0.12871606]))","(array([0.07453152]), array([0.12909236]))","(array([0.07465984]), array([0.12931463]))","(array([0.07469831]), array([0.12938125]))","(array([0.07464901]), array([0.12929588]))","(array([0.07452136]), array([0.12907477]))","(array([0.0743354]), array([0.12875269]))","(array([0.07409262]), array([0.12833219]))","(array([0.07378553]), array([0.1278003]))","(array([0.07342419]), array([0.12717444]))","(array([0.07305618]), array([0.12653702]))","(array([0.07261757]), array([0.12577732]))","(array([0.07213034]), array([0.12493343]))","(array([0.07159857]), array([0.12401237]))","(array([0.07100386]), array([0.1229823]))"
(0.3612794240136182+0j),[2.12344555e-08],[1.],[0.62975436],[1.],"(array([0.11975105]), array([0.20741492]))","(array([0.04726574]), array([0.08186666]))","(array([0.0456993]), array([0.07915351]))","(array([0.04461303]), array([0.07727203]))","(array([0.04397122]), array([0.0761604]))","(array([0.04371986]), array([0.07572501]))","(array([0.04382283]), array([0.07590337]))","(array([0.04425903]), array([0.07665889]))","(array([0.04502114]), array([0.07797889]))","(array([0.04608566]), array([0.0798227]))","(array([0.04740296]), array([0.08210433]))","(array([0.04891798]), array([0.08472843]))","(array([0.05059082]), array([0.08762587]))","(array([0.05238714]), array([0.09073719]))","(array([0.05420715]), array([0.09388954]))","(array([0.05590347]), array([0.09682764]))","(array([0.05744568]), array([0.09949883]))","(array([0.05887729]), array([0.10197846]))","(array([0.06022686]), array([0.10431598]))","(array([0.06148426]), array([0.10649386]))","(array([0.06262618]), array([0.10847171]))","(array([0.06367131]), array([0.11028193]))","(array([0.06465112]), array([0.11197902]))","(array([0.0655965]), array([0.11361646]))","(array([0.06653097]), array([0.11523501]))","(array([0.06746903]), array([0.11685978]))","(array([0.06840877]), array([0.11848746]))","(array([0.06932636]), array([0.12007678]))","(array([0.07021237]), array([0.12161139]))","(array([0.07105953]), array([0.12307872]))","(array([0.07184633]), array([0.1244415]))","(array([0.07255254]), array([0.12566468]))","(array([0.07316259]), array([0.12672132]))","(array([0.0736708]), array([0.12760156]))","(array([0.07408276]), array([0.1283151]))","(array([0.07440446]), array([0.1288723]))","(array([0.07463477]), array([0.1292712]))","(array([0.07476957]), array([0.12950468]))","(array([0.07480542]), array([0.12956678]))","(array([0.07474271]), array([0.12945817]))","(array([0.07459224]), array([0.12919754]))","(array([0.07437907]), array([0.12882833]))","(array([0.07410982]), array([0.12836198]))","(array([0.07377947]), array([0.1277898]))","(array([0.07340004]), array([0.1271326]))","(array([0.07303196]), array([0.12649507]))","(array([0.07259706]), array([0.1257418]))","(array([0.07211906]), array([0.12491388]))","(array([0.07159458]), array([0.12400545]))","(array([0.07099871]), array([0.12297338]))","(array([0.07036025]), array([0.12186753]))"
(0.3638652830919689+0j),[2.36969409e-08],[1.],[0.62303668],[1.],"(array([0.11800263]), array([0.20438656]))","(array([0.04660506]), array([0.08072233]))","(array([0.04531443]), array([0.07848691]))","(array([0.04444059]), array([0.07697335]))","(array([0.04393964]), array([0.07610568]))","(array([0.04378672]), array([0.07584083]))","(array([0.04397195]), array([0.07616165]))","(array([0.04450001]), array([0.07707627]))","(array([0.04535939]), array([0.07856477]))","(array([0.04650993]), array([0.08055756]))","(array([0.0479009]), array([0.08296679]))","(array([0.04949182]), array([0.08572234]))","(array([0.05124471]), array([0.08875843]))","(array([0.0530567]), array([0.09189689]))","(array([0.05477736]), array([0.09487717]))","(array([0.05636886]), array([0.09763372]))","(array([0.05786375]), array([0.10022295]))","(array([0.05928328]), array([0.10268164]))","(array([0.06061312]), array([0.10498499]))","(array([0.06182737]), array([0.10708814]))","(array([0.06294473]), array([0.10902345]))","(array([0.06399739]), array([0.11084673]))","(array([0.06501639]), array([0.11261169]))","(array([0.06602338]), array([0.11435585]))","(array([0.06703136]), array([0.11610171]))","(array([0.06804024]), array([0.11784914]))","(array([0.06902686]), array([0.11955803]))","(array([0.0699792]), array([0.12120754]))","(array([0.07088183]), array([0.12277093]))","(array([0.07171215]), array([0.12420909]))","(array([0.07245471]), array([0.12549525]))","(array([0.07309752]), array([0.12660861]))","(array([0.07363634]), array([0.12754187]))","(array([0.07407712]), array([0.12830532]))","(array([0.07442547]), array([0.12890869]))","(array([0.07467886]), array([0.12934756]))","(array([0.07483007]), array([0.12960946]))","(array([0.07487049]), array([0.12967948]))","(array([0.07479635]), array([0.12955107]))","(array([0.07462102]), array([0.1292474]))","(array([0.07437731]), array([0.12882528]))","(array([0.07407845]), array([0.12830764]))","(array([0.0737224]), array([0.12769094]))","(array([0.07332303]), array([0.12699921]))","(array([0.07295039]), array([0.12635378]))","(array([0.0725157]), array([0.12560087]))","(array([0.07204552]), array([0.1247865]))","(array([0.07153078]), array([0.12389495]))","(array([0.07093561]), array([0.12286408]))","(array([0.07030356]), array([0.12176934]))","(array([0.06962134]), array([0.1205877]))"
(0.36582216947973384+0j),[2.81966082e-08],[1.],[0.61569858],[1.],"(array([0.1164074]), array([0.20162354]))","(array([0.04609189]), array([0.0798335]))","(array([0.04502049]), array([0.07797778]))","(array([0.04429793]), array([0.07672626]))","(array([0.04391048]), array([0.07605518]))","(array([0.04385907]), array([0.07596614]))","(array([0.04415983]), array([0.07648707]))","(array([0.04481285]), array([0.07761814]))","(array([0.04578761]), array([0.07930647]))","(array([0.04703849]), array([0.08147305]))","(array([0.04852572]), array([0.08404901]))","(array([0.05020932]), array([0.08696509]))","(array([0.05198542]), array([0.09004139]))","(array([0.05370294]), array([0.09301622]))","(array([0.05531804]), array([0.09581364]))","(array([0.05685301]), array([0.09847229]))","(array([0.05832202]), array([0.1010167]))","(array([0.05970673]), array([0.10341508]))","(array([0.06097867]), array([0.10561815]))","(array([0.06215621]), array([0.10765771]))","(array([0.06327197]), array([0.10959026]))","(array([0.06435666]), array([0.11146899]))","(array([0.06542989]), array([0.11332788]))","(array([0.06650333]), array([0.11518713]))","(array([0.06757867]), array([0.11704969]))","(array([0.06863261]), array([0.11887518]))","(array([0.06964792]), array([0.12063373]))","(array([0.07060285]), array([0.12228772]))","(array([0.07147718]), array([0.12380211]))","(array([0.0722601]), array([0.12515817]))","(array([0.07294204]), array([0.12633932]))","(array([0.07351941]), array([0.12733934]))","(array([0.07399795]), array([0.1281682]))","(array([0.07438236]), array([0.128834]))","(array([0.07466744]), array([0.12932777]))","(array([0.07484082]), array([0.12962808]))","(array([0.07488771]), array([0.1297093]))","(array([0.07480229]), array([0.12956136]))","(array([0.07460294]), array([0.12921608]))","(array([0.07433046]), array([0.12874414]))","(array([0.07400393]), array([0.12817858]))","(array([0.07362358]), array([0.12751979]))","(array([0.07320444]), array([0.12679381]))","(array([0.07282298]), array([0.1261331]))","(array([0.07238335]), array([0.12537164]))","(array([0.07191585]), array([0.1245619]))","(array([0.07140872]), array([0.12368352]))","(array([0.07081697]), array([0.12265859]))","(array([0.07019291]), array([0.12157769]))","(array([0.06952436]), array([0.12041972]))","(array([0.06881041]), array([0.11918313]))"
(0.36709739986909684+0j),[2.94326694e-08],[1.],[0.60805422],[1.],"(array([0.1149125]), array([0.1990343]))","(array([0.04567655]), array([0.07911411]))","(array([0.04477]), array([0.07754392]))","(array([0.04417931]), array([0.07652081]))","(array([0.04391585]), array([0.07606448]))","(array([0.04400622]), array([0.076221]))","(array([0.044461]), array([0.0770087]))","(array([0.04525877]), array([0.07839049]))","(array([0.04635938]), array([0.08029681]))","(array([0.04772508]), array([0.08266226]))","(array([0.0493157]), array([0.08541731]))","(array([0.05102881]), array([0.08838449]))","(array([0.05271529]), array([0.09130555]))","(array([0.05432709]), array([0.09409728]))","(array([0.05587727]), array([0.09678226]))","(array([0.05737341]), array([0.09937366]))","(array([0.05879336]), array([0.10183307]))","(array([0.06010611]), array([0.10410683]))","(array([0.06132947]), array([0.10622575]))","(array([0.06249608]), array([0.10824637]))","(array([0.06363602]), array([0.11022081]))","(array([0.06476681]), array([0.1121794]))","(array([0.0658991]), array([0.11414058]))","(array([0.06703571]), array([0.11610926]))","(array([0.06815161]), array([0.11804206]))","(array([0.06922379]), array([0.11989914]))","(array([0.07022762]), array([0.12163782]))","(array([0.07114664]), array([0.12322961]))","(array([0.07197354]), array([0.12466183]))","(array([0.07269994]), array([0.12591999]))","(array([0.07332207]), array([0.12699753]))","(array([0.0738447]), array([0.12790275]))","(array([0.0742707]), array([0.12864059]))","(array([0.07459151]), array([0.12919626]))","(array([0.07479003]), array([0.12954011]))","(array([0.07484708]), array([0.12963892]))","(array([0.0747558]), array([0.12948083]))","(array([0.07453878]), array([0.12910496]))","(array([0.07424407]), array([0.12859451]))","(array([0.07389553]), array([0.12799083]))","(array([0.07349447]), array([0.12729617]))","(array([0.07305611]), array([0.12653689]))","(array([0.07266063]), array([0.1258519]))","(array([0.07220913]), array([0.12506985]))","(array([0.07173741]), array([0.12425281]))","(array([0.07123373]), array([0.12338042]))","(array([0.07064611]), array([0.12236265]))","(array([0.07003239]), array([0.12129965]))","(array([0.06937959]), array([0.12016898]))","(array([0.06868001]), array([0.11895728]))","(array([0.06795835]), array([0.11770732]))"
(0.36769594470389744+0j),[2.49038257e-08],[1.],[0.60045324],[1.],"(array([0.11352441]), array([0.19663006]))","(array([0.04532489]), array([0.07850501]))","(array([0.04457066]), array([0.07719864]))","(array([0.04412818]), array([0.07643225]))","(array([0.04403358]), array([0.07626839]))","(array([0.0443065]), array([0.07674111]))","(array([0.04493367]), array([0.07782741]))","(array([0.04588039]), array([0.07946718]))","(array([0.04711197]), array([0.08160032]))","(array([0.04858992]), array([0.0841602]))","(array([0.05021562]), array([0.086976]))","(array([0.05184465]), array([0.08979757]))","(array([0.05342679]), array([0.09253791]))","(array([0.05496711]), array([0.09520583]))","(array([0.05646737]), array([0.09780435]))","(array([0.05790187]), array([0.10028898]))","(array([0.05923727]), array([0.10260195]))","(array([0.06049053]), array([0.10477266]))","(array([0.06169407]), array([0.10685726]))","(array([0.06287708]), array([0.1089063]))","(array([0.06405502]), array([0.11094656]))","(array([0.06523765]), array([0.11299492]))","(array([0.06642778]), array([0.1150563]))","(array([0.06759754]), array([0.11708238]))","(array([0.06871916]), array([0.1190251]))","(array([0.06976778]), array([0.12084135]))","(array([0.07073066]), array([0.1225091]))","(array([0.07160258]), array([0.12401931]))","(array([0.0723754]), array([0.12535787]))","(array([0.07304445]), array([0.12651669]))","(array([0.07361307]), array([0.12750156]))","(array([0.07408213]), array([0.12831399]))","(array([0.0744402]), array([0.12893419]))","(array([0.07466667]), array([0.12932644]))","(array([0.07473902]), array([0.12945177]))","(array([0.07464926]), array([0.1292963]))","(array([0.07442374]), array([0.12890571]))","(array([0.07411652]), array([0.12837359]))","(array([0.07375396]), array([0.12774561]))","(array([0.07333712]), array([0.12702362]))","(array([0.07288066]), array([0.126233]))","(array([0.07246645]), array([0.12551555]))","(array([0.07199725]), array([0.12470287]))","(array([0.0715168]), array([0.1238707]))","(array([0.07101486]), array([0.12300132]))","(array([0.0704334]), array([0.1219942]))","(array([0.06983334]), array([0.12095488]))","(array([0.06919941]), array([0.11985688]))","(array([0.06851713]), array([0.11867515]))","(array([0.06780398]), array([0.11743995]))","(array([0.06710047]), array([0.11622143]))"
(0.36766778718622095+0j),[1.84191576e-08],[1.],[0.59319821],[1.],"(array([0.1122535]), array([0.19442877]))","(array([0.04505306]), array([0.07803418]))","(array([0.04447122]), array([0.07702641]))","(array([0.04422387]), array([0.07659798]))","(array([0.04433848]), array([0.07679651]))","(array([0.04480882]), array([0.07761116]))","(array([0.04560526]), array([0.07899063]))","(array([0.04669683]), array([0.08088128]))","(array([0.04804823]), array([0.08322198]))","(array([0.04956684]), array([0.08585228]))","(array([0.05111552]), array([0.08853467]))","(array([0.05264395]), array([0.091182]))","(array([0.05415078]), array([0.0937919]))","(array([0.05563282]), array([0.09635888]))","(array([0.05706143]), array([0.09883329]))","(array([0.05840115]), array([0.10115375]))","(array([0.05966804]), array([0.10334808]))","(array([0.06089408]), array([0.10547165]))","(array([0.06210732]), array([0.10757304]))","(array([0.06332115]), array([0.10967547]))","(array([0.06454424]), array([0.11179392]))","(array([0.06577812]), array([0.11393106]))","(array([0.06699169]), array([0.11603304]))","(array([0.06815403]), array([0.11804626]))","(array([0.06924177]), array([0.11993027]))","(array([0.0702452]), array([0.12166825]))","(array([0.07115999]), array([0.12325272]))","(array([0.07197762]), array([0.12466888]))","(array([0.07269237]), array([0.12590686]))","(array([0.07330614]), array([0.12696994]))","(array([0.07381803]), array([0.12785655]))","(array([0.07421426]), array([0.12854285]))","(array([0.07447113]), array([0.12898776]))","(array([0.07456255]), array([0.12914611]))","(array([0.07447988]), array([0.12900294]))","(array([0.07425381]), array([0.12861138]))","(array([0.07394293]), array([0.12807292]))","(array([0.07357476]), array([0.12743523]))","(array([0.07314946]), array([0.12669858]))","(array([0.07267931]), array([0.12588425]))","(array([0.0722427]), array([0.12512801]))","(array([0.07175065]), array([0.12427573]))","(array([0.07125871]), array([0.12342367]))","(array([0.07075904]), array([0.12255821]))","(array([0.07018709]), array([0.12156758]))","(array([0.06960504]), array([0.12055945]))","(array([0.06899415]), array([0.11950136]))","(array([0.06833151]), array([0.11835365]))","(array([0.06763037]), array([0.11713925]))","(array([0.0669256]), array([0.11591855]))","(array([0.06627065]), array([0.11478415]))"
(0.3670593679522405+0j),[1.8240653e-08],[1.],[0.58651207],[1.],"(array([0.11113914]), array([0.19249864]))","(array([0.04491674]), array([0.07779808]))","(array([0.04455358]), array([0.07716907]))","(array([0.04453904]), array([0.07714387]))","(array([0.04487299]), array([0.07772231]))","(array([0.0455303]), array([0.0788608]))","(array([0.04648373]), array([0.0805122]))","(array([0.04770198]), array([0.08262227]))","(array([0.04909995]), array([0.08504362]))","(array([0.05054994]), array([0.08755508]))","(array([0.05200367]), array([0.09007301]))","(array([0.05345508]), array([0.09258692]))","(array([0.05489734]), array([0.09508498]))","(array([0.05629959]), array([0.09751376]))","(array([0.05762489]), array([0.09980924]))","(array([0.05888839]), array([0.1019977]))","(array([0.06012149]), array([0.10413348]))","(array([0.06135088]), array([0.10626285]))","(array([0.0625879]), array([0.10840543]))","(array([0.06383988]), array([0.11057393]))","(array([0.06510619]), array([0.11276726]))","(array([0.06635292]), array([0.11492665]))","(array([0.06754759]), array([0.11699587]))","(array([0.06866923]), array([0.11893861]))","(array([0.06971002]), array([0.12074131]))","(array([0.0706655]), array([0.12239624]))","(array([0.0715264]), array([0.12388736]))","(array([0.07228609]), array([0.12520317]))","(array([0.07294524]), array([0.12634485]))","(array([0.07350122]), array([0.12730783]))","(array([0.07393704]), array([0.12806268]))","(array([0.07422411]), array([0.12855991]))","(array([0.07433383]), array([0.12874997]))","(array([0.07426035]), array([0.12862271]))","(array([0.07403886]), array([0.1282391]))","(array([0.07373129]), array([0.12770636]))","(array([0.07336555]), array([0.12707288]))","(array([0.07294184]), array([0.12633899]))","(array([0.07246974]), array([0.12552128]))","(array([0.07200678]), array([0.12471937]))","(array([0.07148535]), array([0.12381622]))","(array([0.07097808]), array([0.1229376]))","(array([0.0704795]), array([0.12207404]))","(array([0.06991752]), array([0.12110067]))","(array([0.06935442]), array([0.12012536]))","(array([0.06876726]), array([0.11910838]))","(array([0.06812592]), array([0.11799757]))","(array([0.0674371]), array([0.11680451]))","(array([0.06673645]), array([0.11559095]))","(array([0.06607646]), array([0.1144478]))","(array([0.06549797]), array([0.11344583]))"
(0.3659617237147923+0j),[2.35031892e-08],[1.],[0.58061485],[1.],"(array([0.11026789]), array([0.19098959]))","(array([0.04499115]), array([0.07792696]))","(array([0.04488117]), array([0.07773648]))","(array([0.04510544]), array([0.07812492]))","(array([0.04564261]), array([0.07905533]))","(array([0.04646864]), array([0.08048607]))","(array([0.0475561]), array([0.0823696]))","(array([0.04882794]), array([0.08457249]))","(array([0.05016725]), array([0.08689224]))","(array([0.05152967]), array([0.08925203]))","(array([0.05290644]), array([0.09163665]))","(array([0.05428862]), array([0.09403065]))","(array([0.05564426]), array([0.0963787]))","(array([0.05693573]), array([0.09861559]))","(array([0.05817751]), array([0.10076642]))","(array([0.05940042]), array([0.10288455]))","(array([0.06062978]), array([0.10501388]))","(array([0.06187514]), array([0.10717091]))","(array([0.06314256]), array([0.10936615]))","(array([0.06442883]), array([0.11159403]))","(array([0.06569787]), array([0.11379208]))","(array([0.06691713]), array([0.11590388]))","(array([0.06806816]), array([0.11789753]))","(array([0.06914372]), array([0.11976046]))","(array([0.07013838]), array([0.12148325]))","(array([0.07104206]), array([0.12304846]))","(array([0.07184747]), array([0.12444347]))","(array([0.07255414]), array([0.12566745]))","(array([0.07315603]), array([0.12670996]))","(array([0.0736295]), array([0.12753004]))","(array([0.07394149]), array([0.12807042]))","(array([0.07406598]), array([0.12828606]))","(array([0.07400237]), array([0.12817591]))","(array([0.07378958]), array([0.12780734]))","(array([0.07349125]), array([0.12729062]))","(array([0.07313448]), array([0.12667268]))","(array([0.07271861]), array([0.12595235]))","(array([0.07225338]), array([0.12514654]))","(array([0.07177658]), array([0.12432067]))","(array([0.07122708]), array([0.12336888]))","(array([0.07070099]), array([0.12245766]))","(array([0.07019871]), array([0.12158769]))","(array([0.06964171]), array([0.12062296]))","(array([0.0690931]), array([0.11967277]))","(array([0.06852613]), array([0.11869075]))","(array([0.06790509]), array([0.11761511]))","(array([0.06723119]), array([0.11644789]))","(array([0.0665366]), array([0.11524483]))","(array([0.06587935]), array([0.11410642]))","(array([0.06529449]), array([0.11309339]))","(array([0.06480371]), array([0.11224334]))"
(0.36451259524438884+0j),[3.82223707e-08],[1.],[0.57566117],[1.],"(array([0.10973251]), array([0.19006231]))","(array([0.04532649]), array([0.07850779]))","(array([0.0454738]), array([0.07876294]))","(array([0.04591765]), array([0.07953173]))","(array([0.04663631]), array([0.08077648]))","(array([0.04760537]), array([0.08245495]))","(array([0.04875529]), array([0.08444666]))","(array([0.04998024]), array([0.08656833]))","(array([0.05124118]), array([0.08875234]))","(array([0.05252855]), array([0.09098213]))","(array([0.05383307]), array([0.09324163]))","(array([0.05512301]), array([0.09547587]))","(array([0.05636109]), array([0.09762028]))","(array([0.05756158]), array([0.0996996]))","(array([0.05875504]), array([0.10176672]))","(array([0.05996582]), array([0.10386386]))","(array([0.06120233]), array([0.10600557]))","(array([0.06246973]), array([0.10820077]))","(array([0.06376209]), array([0.11043921]))","(array([0.06504204]), array([0.11265615]))","(array([0.0662781]), array([0.11479707]))","(array([0.06745406]), array([0.11683389]))","(array([0.06856191]), array([0.11875274]))","(array([0.06959471]), array([0.1205416]))","(array([0.07054195]), array([0.12218226]))","(array([0.07139629]), array([0.12366202]))","(array([0.07215433]), array([0.12497499]))","(array([0.07280016]), array([0.1260936]))","(array([0.07330188]), array([0.12696261]))","(array([0.07362952]), array([0.12753012]))","(array([0.07376431]), array([0.12776358]))","(array([0.07371088]), array([0.12767107]))","(array([0.07351022]), array([0.12732353]))","(array([0.07322611]), array([0.12683142]))","(array([0.07288377]), array([0.12623846]))","(array([0.07248042]), array([0.12553982]))","(array([0.07202308]), array([0.12474768]))","(array([0.07153803]), array([0.12390751]))","(array([0.07097239]), array([0.12292776]))","(array([0.0704349]), array([0.12199677]))","(array([0.06993034]), array([0.12112286]))","(array([0.06937431]), array([0.12015982]))","(array([0.06883266]), array([0.11922169]))","(array([0.06827825]), array([0.11826146]))","(array([0.06767293]), array([0.11721307]))","(array([0.06701439]), array([0.11607245]))","(array([0.06633098]), array([0.11488876]))","(array([0.06568008]), array([0.11376135]))","(array([0.06510029]), array([0.11275707]))","(array([0.0645971]), array([0.11188549]))","(array([0.06420515]), array([0.11120659]))"
(0.3628553655717021+0j),[6.61130522e-08],[1.],[0.57171307],[1.],"(array([0.10958229]), array([0.18980216]))","(array([0.04593247]), array([0.07955738]))","(array([0.04631681]), array([0.08022308]))","(array([0.04695642]), array([0.08133093]))","(array([0.04782892]), array([0.08284214]))","(array([0.04887105]), array([0.08464717]))","(array([0.04998743]), array([0.08658079]))","(array([0.05114503]), array([0.08858582]))","(array([0.05233511]), array([0.09064709]))","(array([0.0535496]), array([0.09275064]))","(array([0.05475821]), array([0.09484402]))","(array([0.05592516]), array([0.09686524]))","(array([0.05706517]), array([0.09883979]))","(array([0.05820916]), array([0.10082125]))","(array([0.05938138]), array([0.10285159]))","(array([0.06059017]), array([0.10494528]))","(array([0.06184043]), array([0.10711079]))","(array([0.06312378]), array([0.10933361]))","(array([0.06440251]), array([0.11154845]))","(array([0.06564719]), array([0.11370429]))","(array([0.0668432]), array([0.11577585]))","(array([0.06798068]), array([0.11774603]))","(array([0.06905131]), array([0.11960043]))","(array([0.07004552]), array([0.12132246]))","(array([0.07095557]), array([0.12289872]))","(array([0.07176462]), array([0.12430005]))","(array([0.07244092]), array([0.12547145]))","(array([0.07295719]), array([0.12636566]))","(array([0.07329295]), array([0.12694722]))","(array([0.07343587]), array([0.12719477]))","(array([0.07339399]), array([0.12712225]))","(array([0.0732087]), array([0.12680133]))","(array([0.07294267]), array([0.12634055]))","(array([0.07261853]), array([0.12577911]))","(array([0.07223061]), array([0.12510718]))","(array([0.071783]), array([0.12433188]))","(array([0.07129415]), array([0.12348512]))","(array([0.07071631]), array([0.12248422]))","(array([0.07016907]), array([0.12153636]))","(array([0.06966199]), array([0.12065809]))","(array([0.06910537]), array([0.11969403]))","(array([0.06856695]), array([0.1187615]))","(array([0.06802026]), array([0.11781467]))","(array([0.06742772]), array([0.11678844]))","(array([0.06678488]), array([0.11567506]))","(array([0.06611646]), array([0.11451733]))","(array([0.0654769]), array([0.11340955]))","(array([0.06490578]), array([0.11242028]))","(array([0.06440948]), array([0.1115606]))","(array([0.06400336]), array([0.11085708]))","(array([0.06372837]), array([0.11038079]))"
