Es,Sx,Sxx,Sy,Syy,PQ-50,PQ-49,PQ-48,PQ-47,PQ-46,PQ-45,PQ-44,PQ-43,PQ-42,PQ-41,PQ-40,PQ-39,PQ-38,PQ-37,PQ-36,PQ-35,PQ-34,PQ-33,PQ-32,PQ-31,PQ-30,PQ-29,PQ-28,PQ-27,PQ-26,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.3816542344933164+0j),[-0.00187341],[1.],[0.65228845],[1.],"(array([0.11056615]), array([0.18915731]))","(array([0.03193172]), array([0.05374734]))","(array([0.02694622]), array([0.04514985]))","(array([0.02246111]), array([0.03755122]))","(array([0.01850427]), array([0.03099764]))","(array([0.01508454]), array([0.02547279]))","(array([0.01227447]), array([0.02102677]))","(array([0.01010379]), array([0.0177575]))","(array([0.00856456]), array([0.01567988]))","(array([0.00776249]), array([0.01472598]))","(array([0.00771208]), array([0.01487577]))","(array([0.00836461]), array([0.01611061]))","(array([0.00964133]), array([0.01830741]))","(array([0.01151747]), array([0.02133963]))","(array([0.01395375]), array([0.02519571]))","(array([0.01686271]), array([0.02971445]))","(array([0.02012556]), array([0.03480164]))","(array([0.02360691]), array([0.04038359]))","(array([0.02718396]), array([0.04633216]))","(array([0.03077552]), array([0.05250881]))","(array([0.0343018]), array([0.05871705]))","(array([0.03771249]), array([0.0648135]))","(array([0.04104839]), array([0.07070905]))","(array([0.04433871]), array([0.07633386]))","(array([0.0475603]), array([0.0816887]))","(array([0.05069274]), array([0.0868205]))","(array([0.05372097]), array([0.09174004]))","(array([0.05660391]), array([0.09644157]))","(array([0.05927886]), array([0.10093832]))","(array([0.06169952]), array([0.10528351]))","(array([0.06381945]), array([0.10945554]))","(array([0.06558328]), array([0.11337334]))","(array([0.06696826]), array([0.11701007]))","(array([0.06807115]), array([0.12021858]))","(array([0.06889199]), array([0.12302719]))","(array([0.06965014]), array([0.12521929]))","(array([0.07031427]), array([0.12700088]))","(array([0.07099665]), array([0.12829814]))","(array([0.07168914]), array([0.12919135]))","(array([0.07244804]), array([0.12974845]))","(array([0.07332332]), array([0.13007712]))","(array([0.07434423]), array([0.13031315]))","(array([0.07538292]), array([0.13060705]))","(array([0.07616839]), array([0.13096848]))","(array([0.07660274]), array([0.13120167]))","(array([0.07655735]), array([0.1311565]))","(array([0.07627442]), array([0.130859]))","(array([0.07573769]), array([0.13009461]))","(array([0.07502898]), array([0.12901871]))","(array([0.07420373]), array([0.12768667]))","(array([0.07327695]), array([0.12612403]))"
(0.3863704364144116+0j),[-0.00178448],[1.],[0.64428445],[1.],"(array([0.10429367]), array([0.17810791]))","(array([0.02660211]), array([0.04435739]))","(array([0.02190841]), array([0.03638717]))","(array([0.01774367]), array([0.02947307]))","(array([0.01411753]), array([0.02360243]))","(array([0.01110517]), array([0.01882963]))","(array([0.00874054]), array([0.0152582]))","(array([0.00702159]), array([0.01290849]))","(array([0.00606039]), array([0.01171559]))","(array([0.0058768]), array([0.01166366]))","(array([0.00642471]), array([0.01273689]))","(array([0.00762663]), array([0.01481574]))","(array([0.00945904]), array([0.01777465]))","(array([0.01188374]), array([0.02160556]))","(array([0.01481254]), array([0.02614765]))","(array([0.01812423]), array([0.03130499]))","(array([0.02167979]), array([0.03700195]))","(array([0.02535221]), array([0.0431054]))","(array([0.02905601]), array([0.04947001]))","(array([0.03270655]), array([0.05588999]))","(array([0.03624942]), array([0.06221236]))","(array([0.039723]), array([0.06833922]))","(array([0.04315389]), array([0.07419526]))","(array([0.04651557]), array([0.07978021]))","(array([0.04978492]), array([0.08514176]))","(array([0.05294504]), array([0.0902902]))","(array([0.05595352]), array([0.09521819]))","(array([0.05874621]), array([0.09993607]))","(array([0.06127501]), array([0.10449464]))","(array([0.06349176]), array([0.10886919]))","(array([0.06533693]), array([0.11297355]))","(array([0.06678633]), array([0.11677835]))","(array([0.06793743]), array([0.12013182]))","(array([0.06879446]), array([0.12306483]))","(array([0.0695841]), array([0.12535837]))","(array([0.07027557]), array([0.12722525]))","(array([0.07098398]), array([0.12858829]))","(array([0.07170143]), array([0.12952823]))","(array([0.07248685]), array([0.13011179]))","(array([0.07339365]), array([0.13045128]))","(array([0.07445471]), array([0.13068947]))","(array([0.07554576]), array([0.13098609]))","(array([0.07639142]), array([0.13136541]))","(array([0.07688608]), array([0.13163302]))","(array([0.07687939]), array([0.1316349]))","(array([0.07662781]), array([0.13139275]))","(array([0.07610113]), array([0.13066571]))","(array([0.07538596]), array([0.12961158]))","(array([0.07454255]), array([0.12828308]))","(array([0.07359372]), array([0.12670914]))","(array([0.07254993]), array([0.12491368]))"
(0.3908345795380103+0j),[-0.00175774],[1.],[0.63510132],[1.],"(array([0.09798671]), array([0.16707267]))","(array([0.02147409]), array([0.03546079]))","(array([0.01711917]), array([0.028221]))","(array([0.0133052]), array([0.02203739]))","(array([0.01010952]), array([0.01696748]))","(array([0.00756943]), array([0.01311932]))","(array([0.00568751]), array([0.01051788]))","(array([0.00458104]), array([0.00910092]))","(array([0.00427443]), array([0.00885662]))","(array([0.00472393]), array([0.00977218]))","(array([0.00585331]), array([0.01173181]))","(array([0.00764035]), array([0.01461137]))","(array([0.01004813]), array([0.01840654]))","(array([0.01298813]), array([0.02295729]))","(array([0.01633724]), array([0.02816665]))","(array([0.01995335]), array([0.03395759]))","(array([0.0237059]), array([0.04019273]))","(array([0.02750565]), array([0.04672082]))","(array([0.0312637]), array([0.05332785]))","(array([0.03492179]), array([0.05985216]))","(array([0.03851605]), array([0.0661877]))","(array([0.04207068]), array([0.07225378]))","(array([0.0455563]), array([0.07804873]))","(array([0.04894754]), array([0.0836206]))","(array([0.05222598]), array([0.08897912]))","(array([0.05534808]), array([0.09411551]))","(array([0.05824844]), array([0.0990374]))","(array([0.06087732]), array([0.10379331]))","(array([0.06318501]), array([0.10835557]))","(array([0.0651085]), array([0.11263338]))","(array([0.06662237]), array([0.11659521]))","(array([0.06782482]), array([0.12008551]))","(array([0.0687233]), array([0.1231374]))","(array([0.06955053]), array([0.12552994]))","(array([0.07027579]), array([0.12748129]))","(array([0.07101655]), array([0.12891076]))","(array([0.07176528]), array([0.12989808]))","(array([0.07258274]), array([0.13050806]))","(array([0.07352321]), array([0.13085901]))","(array([0.0746211]), array([0.13110169]))","(array([0.07575462]), array([0.13140285]))","(array([0.0766463]), array([0.13179599]))","(array([0.07718629]), array([0.13208703]))","(array([0.07720889]), array([0.13211955]))","(array([0.07698153]), array([0.13191243]))","(array([0.07646274]), array([0.13120682]))","(array([0.07574275]), array([0.13016323]))","(array([0.07488437]), array([0.12883257]))","(array([0.07391165]), array([0.12724549]))","(array([0.07283883]), array([0.12543383]))","(array([0.07168274]), array([0.12342346]))"
(0.39499562130145516+0j),[-0.00179298],[1.],[0.62502671],[1.],"(array([0.09178281]), array([0.15636514]))","(array([0.01661176]), array([0.02721535]))","(array([0.01262707]), array([0.02074833]))","(array([0.00926584]), array([0.01540818]))","(array([0.00656828]), array([0.01130685]))","(array([0.00454043]), array([0.00847349]))","(array([0.00330337]), array([0.00684813]))","(array([0.00288504]), array([0.00642248]))","(array([0.00324348]), array([0.00718653]))","(array([0.00430362]), array([0.00902804]))","(array([0.00604458]), array([0.01182447]))","(array([0.00843085]), array([0.0155753]))","(array([0.011374]), array([0.02012162]))","(array([0.01474951]), array([0.02536603]))","(array([0.01841287]), array([0.03123064]))","(array([0.02223063]), array([0.03757463]))","(array([0.02611043]), array([0.0442417]))","(array([0.0299597]), array([0.05101074]))","(array([0.03371674]), array([0.05771236]))","(array([0.03741555]), array([0.06423312]))","(array([0.04107824]), array([0.07048719]))","(array([0.04467294]), array([0.07647127]))","(array([0.04817235]), array([0.08223353]))","(array([0.05155677]), array([0.08778315]))","(array([0.05478174]), array([0.09310997]))","(array([0.05778072]), array([0.09821912]))","(array([0.06050245]), array([0.10315692]))","(array([0.06289575]), array([0.10789292]))","(array([0.0648947]), array([0.11233224]))","(array([0.06647287]), array([0.11644143]))","(array([0.06772919]), array([0.12006193]))","(array([0.06867351]), array([0.12322861]))","(array([0.06954353]), array([0.12571894]))","(array([0.07030823]), array([0.12775486]))","(array([0.07108709]), array([0.1292519]))","(array([0.07187229]), array([0.13028785]))","(array([0.0727248]), array([0.13092678]))","(array([0.07369906]), array([0.13129379]))","(array([0.07483142]), array([0.13154701]))","(array([0.07600196]), array([0.13185877]))","(array([0.07693102]), array([0.13226803]))","(array([0.07750608]), array([0.1325794]))","(array([0.07755102]), array([0.13263353]))","(array([0.07734137]), array([0.13244693]))","(array([0.07682774]), array([0.13174838]))","(array([0.07610328]), array([0.13070041]))","(array([0.075233]), array([0.12935426]))","(array([0.0742407]), array([0.12774391]))","(array([0.07313931]), array([0.1259094]))","(array([0.07194735]), array([0.1238851]))","(array([0.07069683]), array([0.1217018]))"
(0.39881987162913046+0j),[-0.00187173],[1.],[0.61431299],[1.],"(array([0.08577162]), array([0.14616246]))","(array([0.01205801]), array([0.01969524]))","(array([0.00855146]), array([0.01411546]))","(array([0.00571624]), array([0.00978807]))","(array([0.00356102]), array([0.00674611]))","(array([0.00220945]), array([0.0049318]))","(array([0.00169198]), array([0.00433986]))","(array([0.00196805]), array([0.00496265]))","(array([0.00296356]), array([0.00669105]))","(array([0.00465893]), array([0.00940405]))","(array([0.00702015]), array([0.01310477]))","(array([0.00995926]), array([0.01763566]))","(array([0.01335086]), array([0.02289939]))","(array([0.01704871]), array([0.02881778]))","(array([0.02091712]), array([0.03524739]))","(array([0.02486133]), array([0.04202785]))","(array([0.02878566]), array([0.04893212]))","(array([0.03262548]), array([0.05578414]))","(array([0.03641292]), array([0.06246398]))","(array([0.04016821]), array([0.06888112]))","(array([0.04385738]), array([0.07503065]))","(array([0.04745149]), array([0.08096066]))","(array([0.05092974]), array([0.08667978]))","(array([0.05424685]), array([0.09217662]))","(array([0.05733528]), array([0.09745399]))","(array([0.06014226]), array([0.10255614]))","(array([0.06261531]), array([0.10745007]))","(array([0.06468611]), array([0.11203739]))","(array([0.06632737]), array([0.11628304]))","(array([0.06763881]), array([0.12002591]))","(array([0.06863187]), array([0.1233021]))","(array([0.06954839]), array([0.12588773]))","(array([0.07035675]), array([0.12800717]))","(array([0.07117785]), array([0.12957253]))","(array([0.07200293]), array([0.13066021]))","(array([0.07289242]), array([0.13133447]))","(array([0.07390093]), array([0.1317261]))","(array([0.07506685]), array([0.13199864]))","(array([0.07627199]), array([0.13232856]))","(array([0.07723439]), array([0.1327587]))","(array([0.07783945]), array([0.13309209]))","(array([0.07790319]), array([0.13316581]))","(array([0.07770704]), array([0.13299476]))","(array([0.07719632]), array([0.13229761]))","(array([0.0764661]), array([0.13123782]))","(array([0.07558401]), array([0.1298669]))","(array([0.07457423]), array([0.1282227]))","(array([0.07344879]), array([0.12635399]))","(array([0.07222403]), array([0.12430567]))","(array([0.07093489]), array([0.12211286]))","(array([0.06962175]), array([0.11980671]))"
(0.4022987134561477+0j),[-0.00197514],[1.],[0.60318878],[1.],"(array([0.08001323]), array([0.1365629]))","(array([0.0079319]), array([0.01303322]))","(array([0.00498016]), array([0.00850973]))","(array([0.00271692]), array([0.0052851]))","(array([0.00126752]), array([0.00330374]))","(array([0.00066413]), array([0.00256297]))","(array([0.00086731]), array([0.00305724]))","(array([0.00180382]), array([0.0046801]))","(array([0.00345531]), array([0.00731192]))","(array([0.00578934]), array([0.0109592]))","(array([0.00871874]), array([0.01546591]))","(array([0.01211769]), array([0.02073518]))","(array([0.01583887]), array([0.02668911]))","(array([0.01974503]), array([0.03318239]))","(array([0.02373953]), array([0.04005157]))","(array([0.02772424]), array([0.04706478]))","(array([0.03163206]), array([0.05404045]))","(array([0.03549353]), array([0.06085311]))","(array([0.03932734]), array([0.06740812]))","(array([0.04309771]), array([0.07369906]))","(array([0.04677426]), array([0.07977386]))","(array([0.05033525]), array([0.08564064]))","(array([0.05373464]), array([0.09128691]))","(array([0.05690393]), array([0.09671337]))","(array([0.05978898]), array([0.10196239]))","(array([0.06233606]), array([0.10699874]))","(array([0.06447503]), array([0.11172103]))","(array([0.06617786]), array([0.11609284]))","(array([0.06754499]), array([0.11995082]))","(array([0.0685888]), array([0.12333173]))","(array([0.06955458]), array([0.12601055]))","(array([0.07040978]), array([0.12821309]))","(array([0.0712763]), array([0.12984873]))","(array([0.0721441]), array([0.13099302]))","(array([0.07307297]), array([0.13171067]))","(array([0.07411771]), array([0.13213671]))","(array([0.07531837]), array([0.13243865]))","(array([0.07655788]), array([0.13279593]))","(array([0.07755205]), array([0.13325401]))","(array([0.0781849]), array([0.13361418]))","(array([0.07826625]), array([0.13370972]))","(array([0.07808246]), array([0.13355497]))","(array([0.07757477]), array([0.13285977]))","(array([0.07683891]), array([0.13178795]))","(array([0.07594468]), array([0.13039015]))","(array([0.07491716]), array([0.12870715]))","(array([0.07376831]), array([0.12679482]))","(array([0.07251452]), array([0.12470913]))","(array([0.07118983]), array([0.12249469]))","(array([0.06983896]), array([0.12017742]))","(array([0.06848365]), array([0.11778075]))"
(0.4054273028605349+0j),[-0.00207078],[1.],[0.59183771],[1.],"(array([0.07463552]), array([0.12771822]))","(array([0.00431943]), array([0.00740255]))","(array([0.00196646]), array([0.00402173]))","(array([0.00043482]), array([0.00189582]))","(array([-0.00024203]), array([0.00102446]))","(array([-0.00010261]), array([0.00140391]))","(array([0.00078063]), array([0.00293016]))","(array([0.0023905]), array([0.00548476]))","(array([0.00469616]), array([0.00907734]))","(array([0.00761149]), array([0.01355346]))","(array([0.01101072]), array([0.0188171]))","(array([0.01474599]), array([0.02479108]))","(array([0.01867906]), array([0.031329]))","(array([0.02271195]), array([0.03826515]))","(array([0.02674461]), array([0.0453639]))","(array([0.03070794]), array([0.05243919]))","(array([0.03463123]), array([0.0593609]))","(array([0.03853186]), array([0.06603094]))","(array([0.04237253]), array([0.07244155]))","(array([0.04612157]), array([0.07864049]))","(array([0.04975632]), array([0.08463547]))","(array([0.05323]), array([0.09041299]))","(array([0.05647324]), array([0.09597193]))","(array([0.05943058]), array([0.10135296]))","(array([0.06204721]), array([0.10651892]))","(array([0.06425155]), array([0.11136588]))","(array([0.06601491]), array([0.11585616]))","(array([0.06743842]), array([0.1198243]))","(array([0.06853483]), array([0.12330723]))","(array([0.06955239]), array([0.1260788]))","(array([0.07045739]), array([0.12836569]))","(array([0.07137243]), array([0.13007515]))","(array([0.07228616]), array([0.13128227]))","(array([0.07325771]), array([0.13205204]))","(array([0.07434192]), array([0.13252264]))","(array([0.07558006]), array([0.13286459]))","(array([0.07685564]), array([0.13325939]))","(array([0.07788232]), array([0.13375398]))","(array([0.0785433]), array([0.13414758]))","(array([0.07864313]), array([0.13426959]))","(array([0.07847293]), array([0.13413416]))","(array([0.07797033]), array([0.13344339]))","(array([0.07723098]), array([0.13236232]))","(array([0.07632586]), array([0.13094024]))","(array([0.07528035]), array([0.12921867]))","(array([0.0741064]), array([0.12725895]))","(array([0.07282142]), array([0.12512561]))","(array([0.07146259]), array([0.12287483]))","(array([0.07007519]), array([0.12053586]))","(array([0.06868515]), array([0.11812015]))","(array([0.06729071]), array([0.11565275]))"
(0.40816753559904057+0j),[-0.00211398],[1.],[0.58034518],[1.],"(array([0.06973326]), array([0.11983569]))","(array([0.00127758]), array([0.00289028]))","(array([-0.0003196]), array([0.00064443]))","(array([-0.00105606]), array([-0.0003368]))","(array([-0.00096938]), array([-5.54559165e-05]))","(array([-0.00013134]), array([0.00138657]))","(array([0.00144186]), array([0.00387181]))","(array([0.00372092]), array([0.0074127]))","(array([0.00662092]), array([0.01185636]))","(array([0.01001644]), array([0.01710778]))","(array([0.01375955]), array([0.02309092]))","(array([0.01771152]), array([0.02965887]))","(array([0.02177346]), array([0.03664438]))","(array([0.02584386]), array([0.04380896]))","(array([0.02985212]), array([0.050963]))","(array([0.0338266]), array([0.0579726]))","(array([0.03778374]), array([0.06473684]))","(array([0.04168494]), array([0.07124697]))","(array([0.04549734]), array([0.07755074]))","(array([0.04919739]), array([0.08365551]))","(array([0.05273752]), array([0.08954701]))","(array([0.05604755]), array([0.09522252]))","(array([0.05907082]), array([0.10072131]))","(array([0.06175164]), array([0.10600456]))","(array([0.06401728]), array([0.11096614]))","(array([0.0658385]), array([0.11556715]))","(array([0.06731705]), array([0.11964009]))","(array([0.06846579]), array([0.12322167]))","(array([0.06953557]), array([0.12608471]))","(array([0.07049151]), array([0.12845647]))","(array([0.07145674]), array([0.13024261]))","(array([0.07241856]), array([0.13151796]))","(array([0.0734354]), array([0.13234744]))","(array([0.07456196]), array([0.13287151]))","(array([0.07584045]), array([0.13326293]))","(array([0.07715465]), array([0.13370449]))","(array([0.0782162]), array([0.13424384]))","(array([0.07890776]), array([0.1346779]))","(array([0.07902898]), array([0.13483239]))","(array([0.07887537]), array([0.13472096]))","(array([0.07838087]), array([0.13403853]))","(array([0.07764075]), array([0.13295154]))","(array([0.07672643]), array([0.13150914]))","(array([0.0756632]), array([0.12975344]))","(array([0.07446277]), array([0.12774829]))","(array([0.07314378]), array([0.12556456]))","(array([0.07174709]), array([0.12326759]))","(array([0.07032262]), array([0.12089414]))","(array([0.06889763]), array([0.11845237]))","(array([0.06747021]), array([0.11595356]))","(array([0.06604875]), array([0.11345766]))"
(0.41048246276895695+0j),[-0.00205976],[1.],[0.56881049],[1.],"(array([0.06535697]), array([0.11302464]))","(array([-0.00103286]), array([-0.00051805]))","(array([-0.00181513]), array([-0.00158606]))","(array([-0.00176982]), array([-0.00138323]))","(array([-0.000968]), array([-9.46613488e-06]))","(array([0.00057497]), array([0.00241846]))","(array([0.00283119]), array([0.0059154]))","(array([0.00571695]), array([0.0103298]))","(array([0.00910739]), array([0.01556769]))","(array([0.01285485]), array([0.02155443]))","(array([0.01682044]), array([0.02814304]))","(array([0.02090471]), array([0.0351653]))","(array([0.02500512]), array([0.04238057]))","(array([0.02905]), array([0.04959648]))","(array([0.03306717]), array([0.05667612]))","(array([0.03707241]), array([0.06351643]))","(array([0.04102606]), array([0.07010812]))","(array([0.04489411]), array([0.07649918]))","(array([0.04865203]), array([0.08269686]))","(array([0.05225147]), array([0.08868635]))","(array([0.05562145]), array([0.09446367]))","(array([0.05870433]), array([0.10006694]))","(array([0.06144365]), array([0.10545598]))","(array([0.06376586]), array([0.11052272]))","(array([0.06564126]), array([0.11522706]))","(array([0.0671723]), array([0.11939955]))","(array([0.06837187]), array([0.12307639]))","(array([0.06949322]), array([0.12602953]))","(array([0.07050047]), array([0.12848671]))","(array([0.07151711]), array([0.13035233]))","(array([0.07252901]), array([0.13170086]))","(array([0.07359378]), array([0.13259669]))","(array([0.07476591]), array([0.13318186]))","(array([0.07608842]), array([0.13363083]))","(array([0.07744513]), array([0.13412726]))","(array([0.07854563]), array([0.13471904]))","(array([0.07927196]), array([0.13520078]))","(array([0.07941897]), array([0.13539467]))","(array([0.07928621]), array([0.13531362]))","(array([0.07880366]), array([0.13464551]))","(array([0.07806591]), array([0.13355781]))","(array([0.07714429]), array([0.13209937]))","(array([0.07606378]), array([0.13031358]))","(array([0.07483639]), array([0.128267]))","(array([0.07348191]), array([0.1260342]))","(array([0.07204479]), array([0.12368693]))","(array([0.07058003]), array([0.12126873]))","(array([0.06911892]), array([0.11878983]))","(array([0.06765764]), array([0.11625566]))","(array([0.06620034]), array([0.11371562]))","(array([0.06475923]), array([0.11122326]))"
(0.4123304305482318+0j),[-0.00186358],[1.],[0.55733328],[1.],"(array([0.06166976]), array([0.10730088]))","(array([-0.00254978]), array([-0.00278607]))","(array([-0.00253415]), array([-0.00264006]))","(array([-0.0017589]), array([-0.00131587]))","(array([-0.00023851]), array([0.00107034]))","(array([0.00200038]), array([0.00453546]))","(array([0.00487521]), array([0.00892889]))","(array([0.00826176]), array([0.01415751]))","(array([0.01201279]), array([0.02014815]))","(array([0.01598948]), array([0.02675395]))","(array([0.02009206]), array([0.03380606]))","(array([0.02421726]), array([0.0410622]))","(array([0.02829276]), array([0.04832783]))","(array([0.03234618]), array([0.05546367]))","(array([0.03639294]), array([0.06236512]))","(array([0.04039242]), array([0.06902295]))","(array([0.04430945]), array([0.07548579]))","(array([0.04811843]), array([0.08176112]))","(array([0.0517702]), array([0.08783392]))","(array([0.05519314]), array([0.09369935]))","(array([0.05832876]), array([0.09939473]))","(array([0.0611201]), array([0.10487876]))","(array([0.06349304]), array([0.11004166]))","(array([0.06541761]), array([0.11484214]))","(array([0.06699712]), array([0.11910885]))","(array([0.06824464]), array([0.12287737]))","(array([0.06941578]), array([0.1259189]))","(array([0.07047377]), array([0.12846157]))","(array([0.07154229]), array([0.13040856]))","(array([0.07260567]), array([0.13183366]))","(array([0.07372062]), array([0.13280041]))","(array([0.07494132]), array([0.13345197]))","(array([0.0763115]), array([0.13396432]))","(array([0.0777148]), array([0.1345219]))","(array([0.07885847]), array([0.13517271]))","(array([0.07962392]), array([0.13570899]))","(array([0.07980119]), array([0.13594954]))","(array([0.0796937]), array([0.13590626]))","(array([0.07922729]), array([0.13526]))","(array([0.07849563]), array([0.13417881]))","(array([0.07756958]), array([0.13271065]))","(array([0.0764735]), array([0.13089973]))","(array([0.0752199]), array([0.12881558]))","(array([0.07382998]), array([0.12653682]))","(array([0.07235106]), array([0.12413858]))","(array([0.07084409]), array([0.12166934]))","(array([0.06934481]), array([0.11914305]))","(array([0.06784975]), array([0.11656501]))","(array([0.06635626]), array([0.11397979]))","(array([0.06487346]), array([0.11143535]))","(array([0.06342659]), array([0.10898079]))"
(0.4136676232407263+0j),[-0.00149324],[1.],[0.54603342],[1.],"(array([0.05874656]), array([0.10274016]))","(array([-0.00328411]), array([-0.00387762]))","(array([-0.00252538]), array([-0.00258215]))","(array([-0.00101913]), array([-0.00021923]))","(array([0.00120931]), array([0.00323001]))","(array([0.00407837]), array([0.00761554]))","(array([0.00746443]), array([0.01284469]))","(array([0.01122067]), array([0.01884548]))","(array([0.01520839]), array([0.02547107]))","(array([0.01932763]), array([0.03255201]))","(array([0.02347461]), array([0.03984465]))","(array([0.02757664]), array([0.04715258]))","(array([0.03166149]), array([0.05433464]))","(array([0.03574441]), array([0.06128528]))","(array([0.03978392]), array([0.06799602]))","(array([0.0437436]), array([0.07451676]))","(array([0.04759678]), array([0.08085577]))","(array([0.05129352]), array([0.08699827]))","(array([0.05476174]), array([0.09293905]))","(array([0.0579424]), array([0.09871492]))","(array([0.06077822]), array([0.10428369]))","(array([0.06319481]), array([0.10953405]))","(array([0.06516222]), array([0.11442347]))","(array([0.06678488]), array([0.11877879]))","(array([0.06807628]), array([0.12263486]))","(array([0.06929435]), array([0.12576212]))","(array([0.0704016]), array([0.12838896]))","(array([0.07152164]), array([0.13041712]))","(array([0.07263711]), array([0.13191952]))","(array([0.07380372]), array([0.13295867]))","(array([0.07507527]), array([0.13367885]))","(array([0.07649605]), array([0.13425774]))","(array([0.07794928]), array([0.13488071]))","(array([0.07913975]), array([0.13559582]))","(array([0.07994818]), array([0.13619286]))","(array([0.08015988]), array([0.13648724]))","(array([0.08008211]), array([0.13648971]))","(array([0.07963633]), array([0.13587392]))","(array([0.07891519]), array([0.13480804]))","(array([0.07798893]), array([0.13333849]))","(array([0.07688105]), array([0.13150956]))","(array([0.07560441]), array([0.12939311]))","(array([0.07418087]), array([0.12707242]))","(array([0.07265921]), array([0.12462456]))","(array([0.07110869]), array([0.12210123]))","(array([0.06957015]), array([0.11952019]))","(array([0.06804115]), array([0.116889]))","(array([0.06651424]), array([0.11425299]))","(array([0.06499079]), array([0.11165771]))","(array([0.06349696]), array([0.10914844]))","(array([0.0620623]), array([0.10676559]))"
(0.4144525822141312+0j),[-0.00097083],[1.],[0.53502327],[1.],"(array([0.05660794]), array([0.09941529]))","(array([-0.00327899]), array([-0.00384953]))","(array([-0.00177816]), array([-0.00148993]))","(array([0.00044763]), array([0.00196183]))","(array([0.00331755]), array([0.00635621]))","(array([0.0067083]), array([0.01160046]))","(array([0.01047325]), array([0.01762307]))","(array([0.01447373]), array([0.02427662]))","(array([0.01860958]), array([0.03139077]))","(array([0.02277661]), array([0.03872035]))","(array([0.02690202]), array([0.0460673]))","(array([0.03101399]), array([0.0532888]))","(array([0.03512781]), array([0.06027908]))","(array([0.03920129]), array([0.06703132]))","(array([0.04319681]), array([0.07359765]))","(array([0.04708666]), array([0.07998783]))","(array([0.05082025]), array([0.08618785]))","(array([0.05432525]), array([0.09219255]))","(array([0.0575423]), array([0.09803852]))","(array([0.06041411]), array([0.10368278]))","(array([0.06286627]), array([0.10901252]))","(array([0.06486924]), array([0.11398393]))","(array([0.06652879]), array([0.11842201]))","(array([0.06785923]), array([0.12236068]))","(array([0.06912068]), array([0.12556958]))","(array([0.07027495]), array([0.1282771]))","(array([0.07144531]), array([0.13038341]))","(array([0.0726126]), array([0.13196053]))","(array([0.07383136]), array([0.13307015]))","(array([0.07515505]), array([0.13385809]))","(array([0.07662843]), array([0.13450401]))","(array([0.07813417]), array([0.13519448]))","(array([0.07937443]), array([0.13597763]))","(array([0.08022934]), array([0.13664055]))","(array([0.08047949]), array([0.13699532]))","(array([0.08043609]), array([0.13705147]))","(array([0.080016]), array([0.13647528]))","(array([0.07931078]), array([0.13543477]))","(array([0.07838984]), array([0.13397432]))","(array([0.07727583]), array([0.13213784]))","(array([0.07598191]), array([0.12999812]))","(array([0.07452831]), array([0.12763634]))","(array([0.07296867]), array([0.12513764]))","(array([0.07137681]), array([0.12255981]))","(array([0.06979791]), array([0.1199218]))","(array([0.06823344]), array([0.11723118]))","(array([0.06667424]), array([0.1145361]))","(array([0.06511503]), array([0.1118856]))","(array([0.06357606]), array([0.10932458]))","(array([0.06209171]), array([0.10688793]))","(array([0.06068555]), array([0.1046052]))"
