Es,Sx,Sxx,Sy,Syy,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.000392795482840522+0j),[-2.48254109e-16],[1.],[0.03963026],[1.],"(array([0.00223434]), array([0.00387]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00223434]), array([0.00387]))"
(0.0014936410198116024+0j),[6.88973758e-16],[1.],[0.07723552],[1.],"(array([0.00658879]), array([0.01141212]))","(array([1.23070831e-30]), array([-1.95566148e-30]))","(array([-6.56074923e-33]), array([4.5024973e-33]))","(array([-2.66945203e-39]), array([-4.82764935e-39]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([-5.64992428e-33]), array([4.75086324e-33]))","(array([-2.69590883e-33]), array([2.99982271e-33]))","(array([-1.32461178e-23]), array([-1.3026635e-23]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00223434]), array([0.00387]))","(array([0.00658879]), array([0.01141212]))"
(0.0031953867769365283+0j),[2.03739228e-14],[1.],[0.11286437],[1.],"(array([0.01071757]), array([0.01856337]))","(array([1.37428413e-24]), array([6.86647102e-24]))","(array([-3.9020732e-24]), array([2.26890015e-24]))","(array([-3.9246343e-24]), array([2.22966555e-24]))","(array([3.80383891e-24]), array([-2.44532118e-24]))","(array([-7.72602354e-24]), array([4.66983743e-24]))","(array([2.78171071e-24]), array([1.40000987e-23]))","(array([-8.3043561e-25]), array([-1.93043744e-23]))","(array([-1.10527303e-24]), array([-1.96838572e-24]))","(array([-7.85272219e-24]), array([4.45326271e-24]))","(array([-5.03415971e-24]), array([3.53624375e-25]))","(array([3.93975513e-23]), array([-2.20337287e-23]))","(array([2.12305795e-25]), array([-1.10319534e-25]))","(array([0.00223434]), array([0.00387]))","(array([0.00658879]), array([0.01141212]))","(array([0.01071757]), array([0.01856337]))"
(0.005402242110493057+0j),[9.98201726e-15],[1.],[0.14657103],[1.],"(array([0.01462648]), array([0.0253338]))","(array([-5.54053647e-24]), array([1.87424403e-24]))","(array([9.37846198e-23]), array([2.27187402e-23]))","(array([-3.0321248e-23]), array([-6.114873e-23]))","(array([-9.2628285e-24]), array([5.38776617e-24]))","(array([5.99116885e-24]), array([9.82873604e-24]))","(array([-9.69342435e-24]), array([-1.8948188e-23]))","(array([-9.9045128e-23]), array([9.39074394e-23]))","(array([-5.31469091e-23]), array([-6.6746379e-23]))","(array([-6.27507155e-23]), array([-1.3912914e-22]))","(array([6.46442991e-23]), array([-2.44328902e-23]))","(array([-2.25957264e-25]), array([-8.12226676e-26]))","(array([0.00223434]), array([0.00387]))","(array([0.00658879]), array([0.01141212]))","(array([0.01071757]), array([0.01856337]))","(array([0.01462648]), array([0.0253338]))"
(0.03748634491556763+0j),[-1.47795413e-15],[1.],[0.37969935],[1.],"(array([0.029817]), array([0.05164457]))","(array([1.1094003e-22]), array([-3.02283716e-24]))","(array([6.36484913e-22]), array([-5.09588354e-22]))","(array([1.96799856e-22]), array([-2.31271998e-22]))","(array([6.27304018e-22]), array([-5.21571416e-22]))","(array([-5.45147259e-22]), array([-2.6863254e-22]))","(array([-6.87925102e-22]), array([-1.20299022e-21]))","(array([1.79030969e-22]), array([-7.47685999e-22]))","(array([4.16703496e-23]), array([-2.94641534e-23]))","(array([5.97368067e-24]), array([6.87563467e-24]))","(array([2.29710777e-24]), array([4.56028428e-24]))","(array([0.00223434]), array([0.00387]))","(array([0.00658879]), array([0.01141212]))","(array([0.01071757]), array([0.01856337]))","(array([0.01462648]), array([0.0253338]))","(array([0.029817]), array([0.05164457]))"
(0.09290140805671529+0j),[-1.21454275e-14],[1.],[0.57911403],[1.],"(array([0.05430172]), array([0.09405333]))","(array([8.54716539e-22]), array([-6.25696641e-22]))","(array([-1.27156017e-20]), array([-8.35243567e-21]))","(array([5.47132232e-22]), array([-3.68825114e-22]))","(array([-5.40813552e-22]), array([-2.60345221e-22]))","(array([-1.80578697e-22]), array([-1.42601422e-21]))","(array([1.75370881e-22]), array([-7.09898839e-22]))","(array([3.02700678e-22]), array([-1.80853502e-22]))","(array([1.46278865e-22]), array([-8.37516238e-23]))","(array([8.30974034e-23]), array([3.546953e-22]))","(array([0.00223434]), array([0.00387]))","(array([0.00658879]), array([0.01141212]))","(array([0.01071757]), array([0.01856337]))","(array([0.01462648]), array([0.0253338]))","(array([0.029817]), array([0.05164457]))","(array([0.05430172]), array([0.09405333]))"
(0.16472770415807672+0j),[-2.67235849e-14],[1.],[0.73653587],[1.],"(array([0.0744807]), array([0.12900436]))","(array([-2.47723663e-20]), array([4.43624896e-23]))","(array([2.22238152e-20]), array([1.97678422e-19]))","(array([6.50563423e-20]), array([8.25797928e-20]))","(array([8.95328937e-22]), array([-2.07443412e-21]))","(array([1.15019138e-20]), array([2.46670387e-20]))","(array([6.42890549e-20]), array([7.45246566e-20]))","(array([-8.07358333e-21]), array([-3.97812639e-20]))","(array([1.45616192e-20]), array([-7.59207408e-21]))","(array([0.00223434]), array([0.00387]))","(array([0.00658879]), array([0.01141212]))","(array([0.01071757]), array([0.01856337]))","(array([0.01462648]), array([0.0253338]))","(array([0.029817]), array([0.05164457]))","(array([0.05430172]), array([0.09405333]))","(array([0.0744807]), array([0.12900436]))"
(0.24594968760373778+0j),[-5.42187506e-14],[1.],[0.84760142],[1.],"(array([0.0896425]), array([0.15526537]))","(array([-4.65023756e-21]), array([2.01107898e-19]))","(array([1.69621768e-19]), array([-9.23941588e-20]))","(array([-1.03293857e-19]), array([4.97006786e-20]))","(array([8.41841321e-20]), array([-1.08075632e-20]))","(array([1.62340478e-19]), array([2.82570173e-20]))","(array([1.22233862e-21]), array([-4.42433092e-20]))","(array([3.91385514e-20]), array([-1.88593621e-20]))","(array([0.00223434]), array([0.00387]))","(array([0.00658879]), array([0.01141212]))","(array([0.01071757]), array([0.01856337]))","(array([0.01462648]), array([0.0253338]))","(array([0.029817]), array([0.05164457]))","(array([0.05430172]), array([0.09405333]))","(array([0.0744807]), array([0.12900436]))","(array([0.0896425]), array([0.15526537]))"
(0.31875480502880643+0j),[-3.23773226e-14],[1.],[0.90362439],[1.],"(array([0.09897466]), array([0.17142913]))","(array([1.15506924e-19]), array([3.35450186e-19]))","(array([7.61217542e-20]), array([9.45189443e-19]))","(array([-1.96773689e-19]), array([3.05473142e-19]))","(array([8.38321836e-20]), array([1.11913042e-19]))","(array([-2.46929029e-19]), array([1.50065331e-19]))","(array([-3.41613831e-19]), array([1.43816186e-19]))","(array([0.00223434]), array([0.00387]))","(array([0.00658879]), array([0.01141212]))","(array([0.01071757]), array([0.01856337]))","(array([0.01462648]), array([0.0253338]))","(array([0.029817]), array([0.05164457]))","(array([0.05430172]), array([0.09405333]))","(array([0.0744807]), array([0.12900436]))","(array([0.0896425]), array([0.15526537]))","(array([0.09897466]), array([0.17142913]))"
(0.38868580771135336+0j),[-4.39989332e-14],[1.],[0.92456577],[1.],"(array([0.10328538]), array([0.17889552]))","(array([1.09000444e-19]), array([1.08642729e-18]))","(array([1.90321439e-19]), array([-8.03325817e-20]))","(array([2.11188475e-19]), array([9.70776669e-20]))","(array([-1.22066869e-18]), array([8.60867133e-19]))","(array([-1.83506271e-18]), array([1.19571143e-18]))","(array([0.00223434]), array([0.00387]))","(array([0.00658879]), array([0.01141212]))","(array([0.01071757]), array([0.01856337]))","(array([0.01462648]), array([0.0253338]))","(array([0.029817]), array([0.05164457]))","(array([0.05430172]), array([0.09405333]))","(array([0.0744807]), array([0.12900436]))","(array([0.0896425]), array([0.15526537]))","(array([0.09897466]), array([0.17142913]))","(array([0.10328538]), array([0.17889552]))"
