Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.005429857831468763+0j),[-6.54608155e-18],[1.],[0.14696999],[1.],"(array([0.00830026]), array([0.01437648]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00830026]), array([0.01437648]))"
(0.020541168042684972+0j),[-1.82927208e-15],[1.],[0.28357913],[1.],"(array([0.02431217]), array([0.04210991]))","(array([1.31321347e-27]), array([-5.65027812e-28]))","(array([-2.66914239e-30]), array([-2.26864878e-30]))","(array([5.1285696e-30]), array([7.29934311e-30]))","(array([4.79674127e-27]), array([3.98012301e-27]))","(array([2.97722696e-25]), array([1.12460679e-24]))","(array([-8.94897868e-29]), array([-1.92708016e-28]))","(array([2.28876929e-26]), array([2.83506125e-26]))","(array([-1.86250336e-25]), array([9.6017314e-26]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))"
(0.04357243052718368+0j),[5.43959655e-15],[1.],[0.40774529],[1.],"(array([0.03903235]), array([0.06760601]))","(array([-6.71525635e-21]), array([2.22291269e-21]))","(array([2.21940486e-27]), array([3.06389364e-27]))","(array([-1.55238995e-27]), array([7.00395798e-27]))","(array([6.26668083e-22]), array([-6.49872573e-22]))","(array([-2.56677727e-22]), array([-3.43619704e-22]))","(array([-2.26960266e-21]), array([1.2318144e-21]))","(array([-9.43585477e-23]), array([-3.11629149e-23]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))"
(0.07280559062762848+0j),[1.19974458e-14],[1.],[0.51800386],[1.],"(array([0.05226122]), array([0.09051909]))","(array([9.57040717e-22]), array([-4.89227283e-22]))","(array([8.23226468e-21]), array([-1.15258356e-20]))","(array([-1.06366064e-21]), array([-6.7056741e-21]))","(array([1.47148856e-20]), array([-2.84608292e-20]))","(array([3.18519455e-21]), array([-6.83452934e-21]))","(array([2.03480555e-22]), array([-1.96015202e-22]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))","(array([0.05226122]), array([0.09051909]))"
(0.10660450802597753+0j),[8.34512805e-15],[1.],[0.61345851],[1.],"(array([0.06386618]), array([0.11061947]))","(array([7.77513473e-21]), array([-1.10784496e-20]))","(array([1.41017038e-19]), array([-1.69221369e-20]))","(array([3.02268466e-19]), array([-8.6857875e-21]))","(array([-1.33735528e-20]), array([4.32228859e-21]))","(array([5.27014135e-22]), array([-2.34664266e-20]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))","(array([0.05226122]), array([0.09051909]))","(array([0.06386618]), array([0.11061947]))"
(0.14344585847714836+0j),[9.00326808e-15],[1.],[0.69372405],[1.],"(array([0.07377552]), array([0.12778294]))","(array([1.27916623e-19]), array([-1.3490406e-20]))","(array([-8.28724688e-20]), array([3.85512868e-19]))","(array([-4.3454189e-19]), array([4.79693916e-20]))","(array([2.18466054e-19]), array([3.10355532e-20]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))","(array([0.05226122]), array([0.09051909]))","(array([0.06386618]), array([0.11061947]))","(array([0.07377552]), array([0.12778294]))"
(0.18194273607181147+0j),[1.17183252e-14],[1.],[0.75886422],[1.],"(array([0.08197171]), array([0.14197916]))","(array([-5.13724447e-19]), array([3.68734819e-19]))","(array([8.16051568e-20]), array([-3.23782999e-19]))","(array([-2.13829935e-19]), array([1.42229038e-18]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))","(array([0.05226122]), array([0.09051909]))","(array([0.06386618]), array([0.11061947]))","(array([0.07377552]), array([0.12778294]))","(array([0.08197171]), array([0.14197916]))"
(0.2208613754044141+0j),[1.9267783e-14],[1.],[0.80932646],[1.],"(array([0.08848418]), array([0.15325909]))","(array([-6.87731336e-21]), array([-1.29971677e-19]))","(array([-4.1128026e-18]), array([2.64889638e-18]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))","(array([0.05226122]), array([0.09051909]))","(array([0.06386618]), array([0.11061947]))","(array([0.07377552]), array([0.12778294]))","(array([0.08197171]), array([0.14197916]))","(array([0.08848418]), array([0.15325909]))"
(0.25913153237040887+0j),[1.72027317e-14],[1.],[0.84587611],[1.],"(array([0.09338193]), array([0.16174225]))","(array([-5.18977944e-18]), array([3.15966227e-18]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))","(array([0.05226122]), array([0.09051909]))","(array([0.06386618]), array([0.11061947]))","(array([0.07377552]), array([0.12778294]))","(array([0.08197171]), array([0.14197916]))","(array([0.08848418]), array([0.15325909]))","(array([0.09338193]), array([0.16174225]))"
(0.2958511508120535+0j),[1.81096693e-14],[1.],[0.86953154],[1.],"(array([0.09676613]), array([0.16760386]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))","(array([0.05226122]), array([0.09051909]))","(array([0.06386618]), array([0.11061947]))","(array([0.07377552]), array([0.12778294]))","(array([0.08197171]), array([0.14197916]))","(array([0.08848418]), array([0.15325909]))","(array([0.09338193]), array([0.16174225]))","(array([0.09676613]), array([0.16760386]))"
