Es,Sx,Sxx,Sy,Syy,PQ-50,PQ-49,PQ-48,PQ-47,PQ-46,PQ-45,PQ-44,PQ-43,PQ-42,PQ-41,PQ-40,PQ-39,PQ-38,PQ-37,PQ-36,PQ-35,PQ-34,PQ-33,PQ-32,PQ-31,PQ-30,PQ-29,PQ-28,PQ-27,PQ-26,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.38182532180775064+0j),[4.01574289e-07],[1.],[0.52753927],[1.],"(array([0.11090426]), array([0.19209214]))","(array([0.05469113]), array([0.09472798]))","(array([0.05751435]), array([0.09961795]))","(array([0.06028546]), array([0.10441768]))","(array([0.06298093]), array([0.10908639]))","(array([0.06557899]), array([0.11358637]))","(array([0.0680574]), array([0.1178791]))","(array([0.07039589]), array([0.1219295]))","(array([0.07258375]), array([0.12571898]))","(array([0.07461198]), array([0.12923197]))","(array([0.07641663]), array([0.13235771]))","(array([0.07793493]), array([0.13498747]))","(array([0.07912993]), array([0.13705725]))","(array([0.07993873]), array([0.13845811]))","(array([0.08039809]), array([0.13925371]))","(array([0.08061557]), array([0.13963035]))","(array([0.0806473]), array([0.13968528]))","(array([0.08049514]), array([0.13942169]))","(array([0.08015704]), array([0.13883603]))","(array([0.07964122]), array([0.13794256]))","(array([0.07896195]), array([0.13676599]))","(array([0.07813644]), array([0.13533613]))","(array([0.07718027]), array([0.13367996]))","(array([0.07610723]), array([0.13182136]))","(array([0.07493095]), array([0.12978395]))","(array([0.07366627]), array([0.12759344]))","(array([0.07233139]), array([0.12528134]))","(array([0.07094884]), array([0.12288668]))","(array([0.06954713]), array([0.12045885]))","(array([0.06815498]), array([0.11804758]))","(array([0.06680245]), array([0.11570494]))","(array([0.06551802]), array([0.11348027]))","(array([0.0643263]), array([0.11141619]))","(array([0.0632445]), array([0.10954248]))","(array([0.06228598]), array([0.1078823]))","(array([0.06145946]), array([0.10645077]))","(array([0.06076931]), array([0.10525544]))","(array([0.06021531]), array([0.10429594]))","(array([0.05979265]), array([0.10356392]))","(array([0.05949366]), array([0.10304611]))","(array([0.05930645]), array([0.10272191]))","(array([0.05920893]), array([0.10255304]))","(array([0.05917091]), array([0.10248722]))","(array([0.05916095]), array([0.10247001]))","(array([0.0591566]), array([0.1024625]))","(array([0.05914584]), array([0.10244387]))","(array([0.05912527]), array([0.10240824]))","(array([0.05909678]), array([0.10235889]))","(array([0.05906688]), array([0.10230708]))","(array([0.05904294]), array([0.1022656]))","(array([0.05903294]), array([0.10224826]))"
(0.37992700816487623+0j),[3.86125707e-07],[1.],[0.52696017],[1.],"(array([0.11347473]), array([0.19654436]))","(array([0.05730301]), array([0.09925193]))","(array([0.06008461]), array([0.10406982]))","(array([0.06279323]), array([0.10876129]))","(array([0.06540705]), array([0.11328858]))","(array([0.06790376]), array([0.11761301]))","(array([0.07026299]), array([0.12169932]))","(array([0.07247393]), array([0.12552879]))","(array([0.07452756]), array([0.12908578]))","(array([0.07636003]), array([0.13225971]))","(array([0.07790867]), array([0.13494201]))","(array([0.07913659]), array([0.13706881]))","(array([0.07998055]), array([0.13853056]))","(array([0.08047621]), array([0.13938902]))","(array([0.08072996]), array([0.1398285]))","(array([0.08079811]), array([0.1399465]))","(array([0.0806831]), array([0.13974725]))","(array([0.08038306]), array([0.13922751]))","(array([0.07990603]), array([0.13840124]))","(array([0.07926586]), array([0.13729238]))","(array([0.07847908]), array([0.1359296]))","(array([0.07756049]), array([0.1343385]))","(array([0.07652297]), array([0.13254143]))","(array([0.07537926]), array([0.13056044]))","(array([0.07414337]), array([0.12841979]))","(array([0.07283274]), array([0.12614969]))","(array([0.07146924]), array([0.12378803]))","(array([0.07008095]), array([0.12138345]))","(array([0.06869594]), array([0.11898454]))","(array([0.06734407]), array([0.11664305]))","(array([0.06605359]), array([0.11440789]))","(array([0.06484909]), array([0.11232167]))","(array([0.06374785]), array([0.11041429]))","(array([0.06276351]), array([0.1087094]))","(array([0.06190535]), array([0.10722308]))","(array([0.06117869]), array([0.1059645]))","(array([0.06058457]), array([0.10493552]))","(array([0.06011962]), array([0.10413024]))","(array([0.05977747]), array([0.10353768]))","(array([0.05954738]), array([0.10313921]))","(array([0.0594082]), array([0.10289819]))","(array([0.05933056]), array([0.10276375]))","(array([0.05928366]), array([0.10268255]))","(array([0.05924541]), array([0.10261633]))","(array([0.05920394]), array([0.10254452]))","(array([0.05915581]), array([0.10246116]))","(array([0.05910272]), array([0.10236919]))","(array([0.05905079]), array([0.10227923]))","(array([0.05900684]), array([0.10220308]))","(array([0.05897765]), array([0.1021525]))","(array([0.05897074]), array([0.10214051]))"
(0.3777477561255889+0j),[3.65086282e-07],[1.],[0.5264972],[1.],"(array([0.11607659]), array([0.20105095]))","(array([0.05991383]), array([0.10377404]))","(array([0.06262819]), array([0.10847545]))","(array([0.06525002]), array([0.11301661]))","(array([0.0677569]), array([0.11735867]))","(array([0.07012835]), array([0.12146614]))","(array([0.07235345]), array([0.12532013]))","(array([0.07442314]), array([0.12890494]))","(array([0.07627367]), array([0.13211014]))","(array([0.07784249]), array([0.1348274]))","(array([0.07909276]), array([0.1369929]))","(array([0.0799609]), array([0.13849653]))","(array([0.08048169]), array([0.13939853]))","(array([0.08076108]), array([0.13988239]))","(array([0.08085601]), array([0.14004678]))","(array([0.08076965]), array([0.13989717]))","(array([0.08050043]), array([0.13943081]))","(array([0.08005636]), array([0.13866161]))","(array([0.07945101]), array([0.13761307]))","(array([0.07870046]), array([0.13631303]))","(array([0.07781884]), array([0.13478599]))","(array([0.07681827]), array([0.13305291]))","(array([0.07571063]), array([0.13113438]))","(array([0.07450907]), array([0.1290532]))","(array([0.07323023]), array([0.12683816]))","(array([0.07189519]), array([0.1245258]))","(array([0.07053145]), array([0.12216373]))","(array([0.06916619]), array([0.11979902]))","(array([0.06782879]), array([0.11748259]))","(array([0.0665469]), array([0.11526232]))","(array([0.06534467]), array([0.11318002]))","(array([0.06423891]), array([0.11126483]))","(array([0.06324289]), array([0.10953971]))","(array([0.06236568]), array([0.10802038]))","(array([0.06161277]), array([0.10671635]))","(array([0.06098612]), array([0.10563101]))","(array([0.06048381]), array([0.10476104]))","(array([0.06010122]), array([0.10409843]))","(array([0.05982916]), array([0.10362726]))","(array([0.05964779]), array([0.10331318]))","(array([0.05952882]), array([0.10310717]))","(array([0.05944233]), array([0.10295739]))","(array([0.05936683]), array([0.10282664]))","(array([0.05929084]), array([0.10269504]))","(array([0.05921113]), array([0.10255699]))","(array([0.05912951]), array([0.1024156]))","(array([0.05905204]), array([0.10228141]))","(array([0.05898536]), array([0.10216589]))","(array([0.05893585]), array([0.10208012]))","(array([0.05891015]), array([0.10203559]))","(array([0.0589143]), array([0.10204273]))"
(0.37532703164623454+0j),[3.40129041e-07],[1.],[0.52623236],[1.],"(array([0.11868554]), array([0.2055698]))","(array([0.06249618]), array([0.10824684]))","(array([0.06511982]), array([0.11279112]))","(array([0.06763024]), array([0.1171393]))","(array([0.0700068]), array([0.12125564]))","(array([0.07223846]), array([0.12512099]))","(array([0.07431607]), array([0.1287195]))","(array([0.07617591]), array([0.13194083]))","(array([0.07775553]), array([0.1346768]))","(array([0.07901809]), array([0.13686359]))","(array([0.07989968]), array([0.13839052]))","(array([0.08043458]), array([0.13931694]))","(array([0.08072901]), array([0.13982685]))","(array([0.08084095]), array([0.1400207]))","(array([0.08077432]), array([0.13990525]))","(array([0.08052785]), array([0.13947831]))","(array([0.08010966]), array([0.13875393]))","(array([0.07953323]), array([0.13775549]))","(array([0.07881437]), array([0.13651034]))","(array([0.07796674]), array([0.13504215]))","(array([0.07700181]), array([0.13337082]))","(array([0.07593075]), array([0.13151564]))","(array([0.0747659]), array([0.12949803]))","(array([0.07352308]), array([0.12734538]))","(array([0.07222258]), array([0.12509284]))","(array([0.07089122]), array([0.12278686]))","(array([0.06955516]), array([0.12047274]))","(array([0.06824316]), array([0.11820029]))","(array([0.06698204]), array([0.11601599]))","(array([0.06579518]), array([0.11396031]))","(array([0.06469857]), array([0.11206097]))","(array([0.06370461]), array([0.11033942]))","(array([0.06282146]), array([0.1088098]))","(array([0.06205396]), array([0.10748051]))","(array([0.06140419]), array([0.10635513]))","(array([0.06087145]), array([0.10543245]))","(array([0.06045307]), array([0.10470785]))","(array([0.06014188]), array([0.10416891]))","(array([0.05991973]), array([0.10378418]))","(array([0.05975966]), array([0.103507]))","(array([0.05963281]), array([0.10328732]))","(array([0.05951849]), array([0.10308934]))","(array([0.05940579]), array([0.10289415]))","(array([0.05929189]), array([0.10269688]))","(array([0.05917888]), array([0.10250113]))","(array([0.05907301]), array([0.10231775]))","(array([0.05898098]), array([0.10215833]))","(array([0.05890908]), array([0.10203377]))","(array([0.05886363]), array([0.10195503]))","(array([0.05884995]), array([0.1019313]))","(array([0.05887252]), array([0.10197036]))"
(0.37271236572433913+0j),[3.12906776e-07],[1.],[0.52623272],[1.],"(array([0.12128251]), array([0.2100679]))","(array([0.06502628]), array([0.11262913]))","(array([0.06753531]), array([0.1169749]))","(array([0.06991156]), array([0.1210907]))","(array([0.0721438]), array([0.12495704]))","(array([0.07422271]), array([0.12855782]))","(array([0.07608455]), array([0.13178261]))","(array([0.07766688]), array([0.13452327]))","(array([0.07893276]), array([0.13671582]))","(array([0.079818]), array([0.13824904]))","(array([0.08035678]), array([0.1391822]))","(array([0.08065635]), array([0.13970102]))","(array([0.08077598]), array([0.13990817]))","(array([0.08072023]), array([0.13981158]))","(array([0.08048816]), array([0.13940958]))","(array([0.08008807]), array([0.13871656]))","(array([0.07953353]), array([0.13775601]))","(array([0.07884024]), array([0.13655515]))","(array([0.0780216]), array([0.13513717]))","(array([0.07708863]), array([0.13352119]))","(array([0.07605192]), array([0.13172552]))","(array([0.07492313]), array([0.12977036]))","(array([0.07371733]), array([0.12768184]))","(array([0.07245405]), array([0.12549375]))","(array([0.07115941]), array([0.12325137]))","(array([0.06985852]), array([0.12099817]))","(array([0.06857945]), array([0.11878276]))","(array([0.06734808]), array([0.11664998]))","(array([0.06618683]), array([0.11463867]))","(array([0.06511067]), array([0.11277474]))","(array([0.0641308]), array([0.1110776]))","(array([0.06325399]), array([0.10955897]))","(array([0.06248368]), array([0.1082248]))","(array([0.06182116]), array([0.10707733]))","(array([0.06126633]), array([0.10611639]))","(array([0.06081845]), array([0.1053407]))","(array([0.0604727]), array([0.1047419]))","(array([0.06021297]), array([0.1042921]))","(array([0.06001388]), array([0.10394732]))","(array([0.05984776]), array([0.10365964]))","(array([0.05969486]), array([0.10339484]))","(array([0.05954496]), array([0.10313522]))","(array([0.05939581]), array([0.10287687]))","(array([0.0592499]), array([0.10262415]))","(array([0.05911384]), array([0.10238848]))","(array([0.05899456]), array([0.10218186]))","(array([0.05889847]), array([0.10201539]))","(array([0.05883182]), array([0.10189993]))","(array([0.05879964]), array([0.10184417]))","(array([0.05880573]), array([0.1018547]))","(array([0.05885284]), array([0.10193627]))"
(0.3699559247665863+0j),[2.85074204e-07],[1.],[0.52654535],[1.],"(array([0.12385048]), array([0.21451578]))","(array([0.06748159]), array([0.11688187]))","(array([0.06985397]), array([0.12099097]))","(array([0.07208266]), array([0.12485117]))","(array([0.07415812]), array([0.12844596]))","(array([0.07601644]), array([0.13166467]))","(array([0.07759509]), array([0.13439894]))","(array([0.07885693]), array([0.13658448]))","(array([0.07973748]), array([0.1381096]))","(array([0.08027135]), array([0.13903424]))","(array([0.08056743]), array([0.13954702]))","(array([0.0806864]), array([0.13975303]))","(array([0.08063332]), array([0.13966106]))","(array([0.08040751]), array([0.1392699]))","(array([0.08001755]), array([0.1385944]))","(array([0.07947719]), array([0.13765843]))","(array([0.07880224]), array([0.13648934]))","(array([0.07800603]), array([0.1351102]))","(array([0.07709934]), array([0.13353973]))","(array([0.07609234]), array([0.13179552]))","(array([0.07499618]), array([0.12989688]))","(array([0.07382532]), array([0.12786887]))","(array([0.07259857]), array([0.12574406]))","(array([0.07134146]), array([0.12356669]))","(array([0.07007806]), array([0.12137841]))","(array([0.06883576]), array([0.1192267]))","(array([0.06763948]), array([0.1171547]))","(array([0.06651062]), array([0.11519948]))","(array([0.06546303]), array([0.11338504]))","(array([0.06450655]), array([0.1117284]))","(array([0.06364628]), array([0.11023842]))","(array([0.06288375]), array([0.10891773]))","(array([0.06221865]), array([0.10776581]))","(array([0.0616507]), array([0.10678214]))","(array([0.06118073]), array([0.10596819]))","(array([0.06080639]), array([0.10531988]))","(array([0.06051386]), array([0.10481325]))","(array([0.06027949]), array([0.10440737]))","(array([0.06007691]), array([0.10405653]))","(array([0.05988736]), array([0.10372826]))","(array([0.05970143]), array([0.10340623]))","(array([0.05951749]), array([0.10308766]))","(array([0.05933861]), array([0.10277781]))","(array([0.05917183]), array([0.10248893]))","(array([0.05902444]), array([0.10223363]))","(array([0.05890311]), array([0.10202345]))","(array([0.05881421]), array([0.10186945]))","(array([0.05876271]), array([0.10178022]))","(array([0.0587521]), array([0.10176181]))","(array([0.05878437]), array([0.10181768]))","(array([0.0588606]), array([0.1019497]))"
(0.3671116614545257+0j),[2.58265674e-07],[1.],[0.52719567],[1.],"(array([0.12637209]), array([0.21888336]))","(array([0.06984339]), array([0.12097265]))","(array([0.07206645]), array([0.12482311]))","(array([0.07413575]), array([0.12840724]))","(array([0.07598711]), array([0.13161388]))","(array([0.07755772]), array([0.13433424]))","(array([0.07881015]), array([0.13650348]))","(array([0.07967968]), array([0.1380095]))","(array([0.08020176]), array([0.13891371]))","(array([0.08048745]), array([0.1394085]))","(array([0.08059884]), array([0.13960138]))","(array([0.08054128]), array([0.13950165]))","(array([0.08031429]), array([0.13910843]))","(array([0.07992673]), array([0.13843711]))","(array([0.07939271]), array([0.13751211]))","(array([0.07872826]), array([0.13636119]))","(array([0.07794681]), array([0.13500763]))","(array([0.07705911]), array([0.13347006]))","(array([0.07607515]), array([0.13176574]))","(array([0.07500572]), array([0.1299134]))","(array([0.07386483]), array([0.1279373]))","(array([0.07267075]), array([0.12586908]))","(array([0.07144852]), array([0.12375211]))","(array([0.07022126]), array([0.12162642]))","(array([0.06901576]), array([0.11953845]))","(array([0.06785604]), array([0.11752978]))","(array([0.06676252]), array([0.11563577]))","(array([0.06574791]), array([0.11387845]))","(array([0.06482067]), array([0.11227247]))","(array([0.06398415]), array([0.11082361]))","(array([0.06323768]), array([0.10953074]))","(array([0.06257883]), array([0.10838965]))","(array([0.06200636]), array([0.10739816]))","(array([0.06152211]), array([0.10655948]))","(array([0.06112605]), array([0.10587355]))","(array([0.0608067]), array([0.10532047]))","(array([0.0605422]), array([0.1048624]))","(array([0.06030746]), array([0.10445587]))","(array([0.06008474]), array([0.10407015]))","(array([0.05986545]), array([0.10369034]))","(array([0.0596487]), array([0.10331491]))","(array([0.05943813]), array([0.10295021]))","(array([0.05924138]), array([0.1026094]))","(array([0.05906618]), array([0.10230592]))","(array([0.05891955]), array([0.10205194]))","(array([0.05880813]), array([0.10185893]))","(array([0.05873696]), array([0.10173564]))","(array([0.05870944]), array([0.10168794]))","(array([0.05872719]), array([0.10171866]))","(array([0.05879043]), array([0.10182817]))","(array([0.05889885]), array([0.10201593]))"
(0.3642322419314647+0j),[2.3405417e-07],[1.],[0.52818791],[1.],"(array([0.1288323]), array([0.22314458]))","(array([0.07210453]), array([0.12488908]))","(array([0.07416716]), array([0.12846167]))","(array([0.07601034]), array([0.13165413]))","(array([0.07757083]), array([0.13435696]))","(array([0.07881078]), array([0.13650457]))","(array([0.07966524]), array([0.1379845]))","(array([0.08017092]), array([0.13886031]))","(array([0.08044144]), array([0.13932881]))","(array([0.0805401]), array([0.13949966]))","(array([0.08047237]), array([0.1393823]))","(array([0.08023784]), array([0.13897602]))","(array([0.0798457]), array([0.13829677]))","(array([0.07931045]), array([0.13736964]))","(array([0.0786485]), array([0.13622305]))","(array([0.07787353]), array([0.13488072]))","(array([0.07699645]), array([0.13336152]))","(array([0.07602722]), array([0.13168273]))","(array([0.07497653]), array([0.12986284]))","(array([0.07385812]), array([0.12792568]))","(array([0.07268991]), array([0.12590226]))","(array([0.0714966]), array([0.12383538]))","(array([0.07030055]), array([0.12176375]))","(array([0.0691281]), array([0.11973302]))","(array([0.0680025]), array([0.11778344]))","(array([0.06694328]), array([0.11594885]))","(array([0.06596212]), array([0.11424946]))","(array([0.06506614]), array([0.11269762]))","(array([0.06425696]), array([0.11129612]))","(array([0.0635317]), array([0.11003999]))","(array([0.06288556]), array([0.1089209]))","(array([0.06231578]), array([0.10793408]))","(array([0.0618246]), array([0.1070834]))","(array([0.06141393]), array([0.10637216]))","(array([0.06107446]), array([0.10578425]))","(array([0.06078602]), array([0.10528471]))","(array([0.06052466]), array([0.10483207]))","(array([0.06027356]), array([0.10439718]))","(array([0.06002492]), array([0.10396656]))","(array([0.0597786]), array([0.10353992]))","(array([0.05953893]), array([0.10312481]))","(array([0.05931416]), array([0.10273548]))","(array([0.05911258]), array([0.1023863]))","(array([0.05894165]), array([0.10209022]))","(array([0.05880834]), array([0.10185931]))","(array([0.05871793]), array([0.10170268]))","(array([0.05867382]), array([0.10162626]))","(array([0.0586775]), array([0.1016326]))","(array([0.05872872]), array([0.1017213]))","(array([0.05882612]), array([0.10188998]))","(array([0.05896832]), array([0.10213624]))"
(0.36136484060307533+0j),[2.13949316e-07],[1.],[0.52950641],[1.],"(array([0.13122624]), array([0.22729101]))","(array([0.07426186]), array([0.12862571]))","(array([0.07609791]), array([0.13180583]))","(array([0.07764854]), array([0.13449157]))","(array([0.07887535]), array([0.13661644]))","(array([0.07971321]), array([0.13806761]))","(array([0.08020038]), array([0.13891135]))","(array([0.08045322]), array([0.13934923]))","(array([0.08053606]), array([0.13949266]))","(array([0.08045416]), array([0.13935076]))","(array([0.08020714]), array([0.13892286]))","(array([0.0798045]), array([0.13822541]))","(array([0.07926118]), array([0.1372843]))","(array([0.07859402]), array([0.13612869]))","(array([0.0778171]), array([0.13478297]))","(array([0.0769416]), array([0.13326652]))","(array([0.07597769]), array([0.13159694]))","(array([0.0749361]), array([0.12979282]))","(array([0.07383057]), array([0.12787794]))","(array([0.07267884]), array([0.12588307]))","(array([0.07150552]), array([0.12385081]))","(array([0.07033244]), array([0.12181897]))","(array([0.06918569]), array([0.11983276]))","(array([0.06808795]), array([0.11793143]))","(array([0.06705805]), array([0.11614762]))","(array([0.06610679]), array([0.11450003]))","(array([0.06524011]), array([0.11299894]))","(array([0.06445802]), array([0.11164436]))","(array([0.06375554]), array([0.11042769]))","(array([0.0631255]), array([0.10933647]))","(array([0.06256335]), array([0.10836287]))","(array([0.06207122]), array([0.10751054]))","(array([0.06165247]), array([0.10678532]))","(array([0.06129967]), array([0.10617431]))","(array([0.060994]), array([0.10564494]))","(array([0.0607124]), array([0.10515726]))","(array([0.06043872]), array([0.10468326]))","(array([0.06016585]), array([0.10421067]))","(array([0.05989434]), array([0.10374041]))","(array([0.05962925]), array([0.10328125]))","(array([0.0593795]), array([0.10284866]))","(array([0.059154]), array([0.10245807]))","(array([0.05896075]), array([0.10212333]))","(array([0.05880713]), array([0.10185723]))","(array([0.05869871]), array([0.10166941]))","(array([0.05863906]), array([0.10156606]))","(array([0.05862962]), array([0.10154969]))","(array([0.05866993]), array([0.10161948]))","(array([0.05875805]), array([0.10177209]))","(array([0.05889132]), array([0.10200289]))","(array([0.05906755]), array([0.10230811]))"
(0.3585467875152965+0j),[1.99494419e-07],[1.],[0.53111957],[1.],"(array([0.13355162]), array([0.2313187]))","(array([0.07625957]), array([0.13208584]))","(array([0.07780291]), array([0.13475896]))","(array([0.07901835]), array([0.13686414]))","(array([0.07984059]), array([0.13828824]))","(array([0.08030968]), array([0.13910067]))","(array([0.08054471]), array([0.1395077]))","(array([0.08061071]), array([0.13962197]))","(array([0.08051253]), array([0.13945188]))","(array([0.08024969]), array([0.13899656]))","(array([0.07983196]), array([0.13827298]))","(array([0.07927474]), array([0.13730779]))","(array([0.07859534]), array([0.13613098]))","(array([0.07780831]), array([0.13476775]))","(array([0.07692522]), array([0.13323814]))","(array([0.07595656]), array([0.13156033]))","(array([0.07491331]), array([0.12975333]))","(array([0.07380939]), array([0.12784125]))","(array([0.07266264]), array([0.125855]))","(array([0.07149781]), array([0.12383745]))","(array([0.0703365]), array([0.12182599]))","(array([0.0692048]), array([0.11986584]))","(array([0.06812509]), array([0.11799574]))","(array([0.06711578]), array([0.1162476]))","(array([0.06618701]), array([0.11463896]))","(array([0.06534376]), array([0.11317844]))","(array([0.06458462]), array([0.11186362]))","(array([0.06390275]), array([0.11068263]))","(array([0.06328874]), array([0.10961921]))","(array([0.06273628]), array([0.10866239]))","(array([0.06224705]), array([0.10781508]))","(array([0.06182541]), array([0.10708485]))","(array([0.06146539]), array([0.10646135]))","(array([0.06114915]), array([0.10591367]))","(array([0.06085406]), array([0.10540261]))","(array([0.06056425]), array([0.10490069]))","(array([0.06027305]), array([0.10439635]))","(array([0.0599816]), array([0.10389155]))","(array([0.05969564]), array([0.10339626]))","(array([0.05942484]), array([0.1029272]))","(array([0.05917877]), array([0.10250099]))","(array([0.05896603]), array([0.10213249]))","(array([0.05879451]), array([0.10183537]))","(array([0.05867011]), array([0.10161988]))","(array([0.05859666]), array([0.10149264]))","(array([0.05857569]), array([0.1014563]))","(array([0.05860663]), array([0.10150986]))","(array([0.05868723]), array([0.10164944]))","(array([0.05881414]), array([0.10186922]))","(array([0.05898363]), array([0.10216276]))","(array([0.05919308]), array([0.10252553]))"
(0.3558049891863493+0j),[1.92451022e-07],[1.],[0.53299585],[1.],"(array([0.13575261]), array([0.23513092]))","(array([0.07804372]), array([0.13517607]))","(array([0.07925188]), array([0.13726863]))","(array([0.08006191]), array([0.13867158]))","(array([0.0805158]), array([0.13945769]))","(array([0.08073523]), array([0.1398377]))","(array([0.08078552]), array([0.13992476]))","(array([0.08067086]), array([0.13972611]))","(array([0.08039057]), array([0.13924058]))","(array([0.07995469]), array([0.13848556]))","(array([0.07937901]), array([0.1374884]))","(array([0.07868134]), array([0.13627994]))","(array([0.07787669]), array([0.13488618]))","(array([0.07697709]), array([0.13332798]))","(array([0.07599345]), array([0.13162422]))","(array([0.07493715]), array([0.12979462]))","(array([0.07382247]), array([0.1278639]))","(array([0.0726676]), array([0.12586358]))","(array([0.07149769]), array([0.12383723]))","(array([0.07033443]), array([0.1218224]))","(array([0.06920424]), array([0.11986486]))","(array([0.06812953]), array([0.11800342]))","(array([0.06712862]), array([0.11626982]))","(array([0.06621131]), array([0.11468102]))","(array([0.06538187]), array([0.11324443]))","(array([0.0646378]), array([0.11195571]))","(array([0.06397063]), array([0.1108002]))","(array([0.06336907]), array([0.10975833]))","(array([0.06282516]), array([0.10881632]))","(array([0.06234001]), array([0.10797608]))","(array([0.06191865]), array([0.10724634]))","(array([0.06155617]), array([0.10661858]))","(array([0.06123529]), array([0.10606288]))","(array([0.06093328]), array([0.10553984]))","(array([0.06063402]), array([0.10502154]))","(array([0.06033086]), array([0.10449649]))","(array([0.06002528]), array([0.10396722]))","(array([0.05972366]), array([0.1034448]))","(array([0.05943638]), array([0.10294721]))","(array([0.05917376]), array([0.10249233]))","(array([0.05894505]), array([0.10209617]))","(array([0.05875867]), array([0.10177333]))","(array([0.05862099]), array([0.10153483]))","(array([0.05853613]), array([0.10138782]))","(array([0.05850579]), array([0.10133525]))","(array([0.05852942]), array([0.10137615]))","(array([0.05860459]), array([0.10150632]))","(array([0.05872753]), array([0.10171924]))","(array([0.05889373]), array([0.10200707]))","(array([0.05909874]), array([0.10236214]))","(array([0.0593408]), array([0.10278138]))"
(0.35315038474530064+0j),[1.94876706e-07],[1.],[0.53511396],[1.],"(array([0.13777533]), array([0.23863438]))","(array([0.07958525]), array([0.13784606]))","(array([0.08038875]), array([0.13923771]))","(array([0.08083266]), array([0.14000652]))","(array([0.08104091]), array([0.14036716]))","(array([0.08107866]), array([0.14043249]))","(array([0.08094923]), array([0.14020826]))","(array([0.08065167]), array([0.13969283]))","(array([0.08019621]), array([0.1389039]))","(array([0.07959901]), array([0.13786944]))","(array([0.07887829]), array([0.13662106]))","(array([0.07804951]), array([0.13518553]))","(array([0.07712518]), array([0.13358448]))","(array([0.07611665]), array([0.13183761]))","(array([0.07503581]), array([0.12996549]))","(array([0.07389746]), array([0.12799377]))","(array([0.07272034]), array([0.12595491]))","(array([0.07153028]), array([0.12389365]))","(array([0.07034942]), array([0.12184834]))","(array([0.06920482]), array([0.11986585]))","(array([0.06811933]), array([0.11798572]))","(array([0.06711158]), array([0.11624028]))","(array([0.06619139]), array([0.1146465]))","(array([0.06536271]), array([0.11321121]))","(array([0.06462225]), array([0.11192875]))","(array([0.06396031]), array([0.1107823]))","(array([0.06336406]), array([0.10974963]))","(array([0.0628242]), array([0.10881463]))","(array([0.06234131]), array([0.10797831]))","(array([0.06192087]), array([0.10725018]))","(array([0.06155876]), array([0.10662305]))","(array([0.06123787]), array([0.10606733]))","(array([0.06093482]), array([0.10554249]))","(array([0.06063256]), array([0.10501902]))","(array([0.06032391]), array([0.10448445]))","(array([0.06001031]), array([0.1039413]))","(array([0.0596986]), array([0.1034014]))","(array([0.05939986]), array([0.10288397]))","(array([0.05912516]), array([0.10240817]))","(array([0.05888446]), array([0.10199124]))","(array([0.05868679]), array([0.10164884]))","(array([0.05853901]), array([0.10139285]))","(array([0.05844561]), array([0.10123106]))","(array([0.05840855]), array([0.10116684]))","(array([0.05842735]), array([0.10119939]))","(array([0.05849956]), array([0.10132442]))","(array([0.05862115]), array([0.101535]))","(array([0.0587871]), array([0.10182241]))","(array([0.05899205]), array([0.10217737]))","(array([0.05923213]), array([0.10259319]))","(array([0.05950788]), array([0.10307078]))"
