Es,Sx,Sxx,Sy,Syy,PQ-100,PQ-99,PQ-98,PQ-97,PQ-96,PQ-95,PQ-94,PQ-93,PQ-92,PQ-91,PQ-90,PQ-89,PQ-88,PQ-87,PQ-86,PQ-85,PQ-84,PQ-83,PQ-82,PQ-81,PQ-80,PQ-79,PQ-78,PQ-77,PQ-76,PQ-75,PQ-74,PQ-73,PQ-72,PQ-71,PQ-70,PQ-69,PQ-68,PQ-67,PQ-66,PQ-65,PQ-64,PQ-63,PQ-62,PQ-61,PQ-60,PQ-59,PQ-58,PQ-57,PQ-56,PQ-55,PQ-54,PQ-53,PQ-52,PQ-51,PQ-50,PQ-49,PQ-48,PQ-47,PQ-46,PQ-45,PQ-44,PQ-43,PQ-42,PQ-41,PQ-40,PQ-39,PQ-38,PQ-37,PQ-36,PQ-35,PQ-34,PQ-33,PQ-32,PQ-31,PQ-30,PQ-29,PQ-28,PQ-27,PQ-26,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.005429857831468763+0j),[-6.54608155e-18],[1.],[0.14696999],[1.],"(array([0.00830026]), array([0.01437648]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00830026]), array([0.01437648]))"
(0.02054116804268498+0j),[-2.37031399e-14],[1.],[0.28357913],[1.],"(array([0.02431217]), array([0.04210991]))","(array([-4.5463059e-28]), array([3.39542085e-28]))","(array([-5.06407252e-29]), array([-5.06150351e-29]))","(array([9.57164961e-24]), array([8.98679899e-24]))","(array([-6.07565438e-25]), array([-9.90053122e-25]))","(array([2.89460177e-27]), array([4.87180422e-27]))","(array([2.51335135e-28]), array([-1.30668344e-28]))","(array([-6.95854388e-26]), array([-1.27774274e-25]))","(array([6.71818543e-29]), array([1.24703681e-28]))","(array([4.71208112e-27]), array([7.75068574e-27]))","(array([-6.85652458e-28]), array([3.69760234e-28]))","(array([-9.5792781e-27]), array([-1.53982201e-26]))","(array([2.02128047e-27]), array([4.06740838e-27]))","(array([5.95195074e-27]), array([7.0644279e-27]))","(array([1.99581105e-27]), array([4.07394708e-27]))","(array([2.92667082e-26]), array([6.71858587e-26]))","(array([4.23713943e-28]), array([1.06589273e-27]))","(array([1.66640944e-27]), array([4.36538807e-27]))","(array([-3.89779592e-26]), array([-1.01821988e-25]))","(array([-1.88599845e-26]), array([-3.10255472e-26]))","(array([1.27637283e-27]), array([2.04492321e-27]))","(array([-4.77994581e-27]), array([-7.70564942e-27]))","(array([6.21889197e-27]), array([9.48357901e-27]))","(array([-2.59855455e-27]), array([-5.03592579e-27]))","(array([-3.19370658e-28]), array([2.07275924e-28]))","(array([-1.16703967e-26]), array([-2.45677207e-26]))","(array([9.65846434e-27]), array([-4.75619682e-27]))","(array([-5.99038418e-27]), array([4.52612708e-27]))","(array([2.07628037e-26]), array([3.00766002e-26]))","(array([-4.6626927e-26]), array([2.82919202e-26]))","(array([6.46267487e-27]), array([1.068358e-26]))","(array([-5.62825647e-28]), array([-9.86201666e-28]))","(array([-5.09141175e-27]), array([-7.54964909e-27]))","(array([-3.08922806e-25]), array([-3.47073623e-24]))","(array([1.02378174e-24]), array([5.50073235e-25]))","(array([-1.45299159e-26]), array([-2.30277337e-26]))","(array([-3.45884175e-27]), array([-3.31870796e-27]))","(array([4.71273135e-27]), array([-1.94894395e-27]))","(array([1.97389567e-25]), array([2.17049563e-25]))","(array([-7.70633979e-27]), array([-1.6468467e-26]))","(array([9.35215365e-27]), array([1.55352667e-26]))","(array([-9.55687981e-27]), array([-1.54199285e-26]))","(array([3.50664238e-26]), array([6.34997737e-26]))","(array([2.39746499e-26]), array([1.43709893e-25]))","(array([-1.99600252e-23]), array([3.26621979e-23]))","(array([-1.13330411e-25]), array([7.77032219e-26]))","(array([3.42539679e-28]), array([-1.85628552e-28]))","(array([-2.68004265e-28]), array([-4.99571402e-28]))","(array([8.3671001e-27]), array([1.61006675e-26]))","(array([-1.22689025e-28]), array([7.08478885e-29]))","(array([7.85108774e-27]), array([1.64170891e-26]))","(array([-1.44725119e-27]), array([-2.43591481e-27]))","(array([9.67840186e-27]), array([1.53415109e-26]))","(array([-6.87338503e-27]), array([-1.69965731e-26]))","(array([-4.22880442e-28]), array([-1.06093146e-27]))","(array([-1.09295669e-27]), array([-1.98690772e-27]))","(array([3.96343274e-26]), array([6.09566726e-26]))","(array([-1.28989502e-25]), array([-7.6578569e-26]))","(array([-1.24027117e-27]), array([-1.89356544e-26]))","(array([8.58035674e-27]), array([1.60165282e-26]))","(array([2.35675759e-24]), array([3.99934765e-24]))","(array([-2.17392675e-26]), array([4.98646201e-26]))","(array([5.58367764e-24]), array([2.72860441e-23]))","(array([-2.65203929e-23]), array([-5.23855841e-23]))","(array([6.54116261e-26]), array([1.30247293e-25]))","(array([5.39067851e-26]), array([9.45024505e-26]))","(array([-6.44614549e-26]), array([-8.79748115e-26]))","(array([-1.29772309e-27]), array([-1.89172128e-27]))","(array([7.41006676e-27]), array([1.66593848e-26]))","(array([3.76017594e-27]), array([7.00813698e-27]))","(array([-2.76894734e-26]), array([-4.68262378e-26]))","(array([-1.06858966e-27]), array([5.74000048e-28]))","(array([-3.11416601e-27]), array([-5.39979846e-27]))","(array([8.36036357e-27]), array([1.48012568e-26]))","(array([-4.89900215e-27]), array([-8.3134283e-27]))","(array([-6.14580252e-27]), array([-9.60660118e-27]))","(array([4.61111236e-27]), array([8.46822089e-27]))","(array([2.93908252e-25]), array([5.05772474e-25]))","(array([1.40579986e-25]), array([4.12137057e-25]))","(array([-1.19687592e-27]), array([-1.92479937e-27]))","(array([1.4556059e-25]), array([2.51256812e-25]))","(array([-6.51042141e-26]), array([-1.29634095e-25]))","(array([2.34877107e-27]), array([-1.45394976e-27]))","(array([-4.63126407e-26]), array([-7.79493117e-26]))","(array([-1.62902063e-27]), array([8.58866883e-28]))","(array([4.87164936e-27]), array([7.67889928e-27]))","(array([-4.38200724e-27]), array([-8.155781e-27]))","(array([-2.37566781e-25]), array([1.17236623e-24]))","(array([-2.10186267e-26]), array([-3.7424313e-23]))","(array([-1.92165971e-25]), array([-3.90483101e-25]))","(array([-1.54265394e-26]), array([7.11959225e-26]))","(array([-2.15858021e-24]), array([-4.93807462e-24]))","(array([2.21905795e-26]), array([2.8742264e-26]))","(array([3.46750679e-26]), array([4.24612414e-26]))","(array([-1.73429385e-24]), array([-4.34529204e-24]))","(array([3.56988572e-27]), array([5.79801273e-27]))","(array([-1.55384609e-27]), array([-1.67422605e-27]))","(array([9.71544143e-27]), array([1.54567927e-26]))","(array([-1.00679922e-24]), array([2.10407847e-25]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))"
(0.04357243052718347+0j),[-5.20829255e-15],[1.],[0.40774529],[1.],"(array([0.03903235]), array([0.06760601]))","(array([5.97830047e-21]), array([-3.47702443e-21]))","(array([-2.96421792e-21]), array([1.84403228e-21]))","(array([3.8243715e-21]), array([-3.6074854e-21]))","(array([-1.75176645e-21]), array([-4.92522984e-22]))","(array([-1.64598596e-21]), array([5.09839988e-22]))","(array([-3.65527252e-21]), array([1.16432818e-21]))","(array([-6.5224923e-22]), array([6.4334324e-22]))","(array([4.72912231e-21]), array([-2.07589791e-21]))","(array([3.70375003e-21]), array([-2.16616435e-21]))","(array([-1.02612739e-22]), array([-1.88326028e-22]))","(array([4.37371223e-21]), array([-2.7130338e-21]))","(array([-4.50188622e-22]), array([-7.30694243e-22]))","(array([2.81286024e-22]), array([8.10376224e-22]))","(array([-1.51108173e-21]), array([-1.27425166e-22]))","(array([9.51576712e-23]), array([1.61726195e-22]))","(array([1.02599119e-20]), array([-1.5328918e-21]))","(array([1.0436285e-21]), array([7.52656244e-22]))","(array([4.22483985e-23]), array([1.00912219e-22]))","(array([3.23481278e-21]), array([-1.2219831e-21]))","(array([-8.30922527e-21]), array([2.14153138e-21]))","(array([1.04691126e-21]), array([1.40479811e-21]))","(array([3.92550951e-21]), array([-3.335622e-21]))","(array([2.42334395e-21]), array([2.42913851e-21]))","(array([5.26953437e-23]), array([8.56359147e-22]))","(array([-1.1001471e-22]), array([-7.06782181e-23]))","(array([-4.59376395e-23]), array([-9.68882212e-23]))","(array([-1.47929111e-23]), array([-3.80119226e-23]))","(array([2.73897958e-21]), array([-2.00635159e-22]))","(array([-5.6797506e-21]), array([6.42834926e-21]))","(array([-1.94874991e-21]), array([2.95152734e-21]))","(array([-7.48560734e-22]), array([4.32396543e-22]))","(array([-4.73859149e-22]), array([8.33782372e-22]))","(array([-6.40408715e-22]), array([-1.60265389e-21]))","(array([-4.86449879e-22]), array([8.26561375e-22]))","(array([1.32289275e-21]), array([-1.26774233e-21]))","(array([-2.58119954e-21]), array([-7.68997525e-23]))","(array([5.47498843e-21]), array([-3.86137833e-21]))","(array([-5.81296977e-24]), array([4.85248265e-21]))","(array([-3.4768272e-21]), array([3.19015089e-21]))","(array([1.15452465e-21]), array([-1.37762211e-21]))","(array([1.40553739e-21]), array([6.44898277e-22]))","(array([6.00935345e-22]), array([-2.29052948e-22]))","(array([-9.16017923e-22]), array([-9.09832107e-22]))","(array([-1.59304464e-22]), array([1.53256495e-22]))","(array([3.34662481e-22]), array([5.5008564e-22]))","(array([3.57201387e-23]), array([-2.01109267e-23]))","(array([-3.66141575e-23]), array([-4.13285343e-23]))","(array([2.64799075e-22]), array([3.37396449e-22]))","(array([-9.25819006e-22]), array([-1.13948993e-23]))","(array([4.9797106e-21]), array([-1.30091362e-21]))","(array([-2.8676687e-21]), array([2.07015356e-21]))","(array([-1.43215276e-21]), array([9.50662959e-22]))","(array([4.25688954e-22]), array([-5.24989789e-23]))","(array([-7.89013203e-22]), array([4.65581449e-22]))","(array([1.10306371e-22]), array([1.83909329e-22]))","(array([-4.6042555e-21]), array([2.31015068e-21]))","(array([2.97545109e-21]), array([-8.511304e-22]))","(array([5.98712354e-22]), array([-7.19870222e-22]))","(array([-4.97543953e-21]), array([1.31712558e-21]))","(array([-4.8602109e-22]), array([-2.70296823e-21]))","(array([6.52508036e-21]), array([-4.46850679e-21]))","(array([-2.07647397e-21]), array([-2.86373301e-21]))","(array([-3.44781948e-21]), array([-3.82288831e-21]))","(array([-9.18871714e-26]), array([6.88553599e-26]))","(array([-1.77589202e-21]), array([1.65314306e-21]))","(array([1.26681367e-21]), array([-2.24002331e-21]))","(array([-1.8270794e-26]), array([8.07449995e-27]))","(array([2.65398792e-21]), array([-6.77764929e-21]))","(array([3.02446955e-22]), array([-1.89412619e-21]))","(array([-4.65481723e-21]), array([2.23754969e-21]))","(array([-2.06052942e-21]), array([-2.34608159e-21]))","(array([2.77452681e-22]), array([1.89794185e-21]))","(array([8.57417418e-22]), array([-2.5768175e-23]))","(array([1.10254508e-21]), array([2.7379302e-22]))","(array([-4.65729798e-21]), array([2.43911191e-21]))","(array([2.50607212e-21]), array([-6.9510594e-22]))","(array([1.44538043e-21]), array([-9.4878264e-22]))","(array([1.04050498e-21]), array([-7.62734564e-22]))","(array([-1.44422407e-21]), array([9.50560976e-22]))","(array([2.87458189e-22]), array([8.08207063e-22]))","(array([1.53131919e-22]), array([1.50129723e-22]))","(array([-8.45114046e-21]), array([6.12220982e-21]))","(array([-4.53951797e-21]), array([2.42544104e-21]))","(array([7.17090048e-22]), array([-4.70762536e-22]))","(array([3.08587519e-21]), array([-1.56033048e-21]))","(array([1.61185548e-22]), array([3.0898146e-22]))","(array([-1.74997961e-21]), array([1.25766179e-21]))","(array([1.63575298e-21]), array([-2.25755609e-21]))","(array([8.09603251e-22]), array([-3.03106245e-22]))","(array([-2.62884712e-26]), array([-3.87929037e-26]))","(array([-5.11869456e-22]), array([-1.0998415e-21]))","(array([7.51902368e-22]), array([-1.22648293e-21]))","(array([7.98748514e-21]), array([-3.56746374e-21]))","(array([9.73009929e-22]), array([-1.91107314e-21]))","(array([-1.59299032e-21]), array([6.72085463e-22]))","(array([-2.9861684e-21]), array([1.68999435e-21]))","(array([-3.02812043e-23]), array([4.66765042e-23]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))"
(0.0728055906276281+0j),[3.1336139e-14],[1.],[0.51800386],[1.],"(array([0.05226122]), array([0.09051909]))","(array([-3.00692209e-21]), array([2.43701383e-21]))","(array([3.83794882e-20]), array([-1.94572945e-20]))","(array([3.86987127e-20]), array([-1.19956525e-20]))","(array([-5.14566167e-21]), array([4.14475133e-21]))","(array([-3.66189491e-21]), array([-9.73264628e-22]))","(array([-1.32062981e-21]), array([9.2395941e-22]))","(array([-2.78751735e-20]), array([2.76060619e-20]))","(array([-3.2864593e-20]), array([2.01267579e-20]))","(array([-1.33406812e-21]), array([1.27405774e-20]))","(array([1.47033935e-21]), array([6.97654576e-22]))","(array([4.08799613e-20]), array([-1.86273113e-20]))","(array([9.4106447e-21]), array([-8.70109495e-21]))","(array([-2.52714443e-20]), array([6.4904877e-21]))","(array([2.1702892e-21]), array([-2.95653587e-22]))","(array([2.60266711e-21]), array([4.9983003e-21]))","(array([-3.44423702e-22]), array([-1.63652078e-21]))","(array([2.04472351e-20]), array([-1.54558078e-20]))","(array([3.21910689e-23]), array([-8.50836141e-24]))","(array([-3.53339873e-20]), array([1.56735505e-20]))","(array([4.42522539e-24]), array([1.65190666e-23]))","(array([6.91298286e-21]), array([-1.10975985e-20]))","(array([1.83045333e-21]), array([4.48635242e-21]))","(array([-1.4335213e-20]), array([1.90551206e-22]))","(array([-3.54926491e-20]), array([1.95577885e-20]))","(array([1.24501047e-20]), array([-3.03134824e-21]))","(array([1.59105651e-20]), array([-1.07769073e-20]))","(array([6.74446959e-21]), array([-7.57880777e-21]))","(array([1.93405796e-20]), array([-4.96664175e-21]))","(array([-1.70912003e-20]), array([8.86509801e-21]))","(array([3.79790572e-20]), array([-3.67317948e-20]))","(array([-1.67448937e-20]), array([9.53068754e-21]))","(array([-3.35339933e-20]), array([1.93947855e-20]))","(array([3.06028391e-20]), array([-3.12215862e-20]))","(array([-1.04652065e-20]), array([7.37383537e-21]))","(array([-3.95844824e-20]), array([8.78336076e-21]))","(array([1.75227224e-21]), array([-2.49963352e-20]))","(array([2.27184299e-24]), array([4.37285189e-23]))","(array([-8.33354029e-21]), array([9.77645276e-21]))","(array([-6.04244298e-21]), array([1.29708613e-20]))","(array([1.14351533e-20]), array([-5.79521943e-21]))","(array([4.01897851e-21]), array([-5.93639041e-21]))","(array([7.93396509e-21]), array([-1.15340768e-20]))","(array([-3.81138621e-21]), array([-1.39055262e-21]))","(array([1.81524628e-22]), array([1.12050549e-21]))","(array([1.02437403e-20]), array([-1.3877721e-20]))","(array([2.28174556e-21]), array([3.27900991e-21]))","(array([-6.58036645e-20]), array([3.98470467e-20]))","(array([3.02560981e-20]), array([-2.62218238e-20]))","(array([5.38181549e-20]), array([-3.48631709e-20]))","(array([6.50885412e-21]), array([1.1127167e-20]))","(array([3.10105127e-20]), array([-2.46591217e-20]))","(array([2.85164094e-24]), array([6.82009976e-26]))","(array([-5.34972375e-20]), array([3.55180763e-20]))","(array([-1.47992755e-20]), array([-4.76944451e-21]))","(array([-2.55057971e-20]), array([1.00699318e-20]))","(array([8.28531545e-22]), array([1.38601798e-21]))","(array([3.08338196e-21]), array([1.40078549e-20]))","(array([4.08209752e-20]), array([-3.72548569e-21]))","(array([3.20862246e-20]), array([-4.05103112e-20]))","(array([6.36735738e-20]), array([7.63076548e-21]))","(array([-9.92941441e-21]), array([-2.65695845e-21]))","(array([-2.88514191e-20]), array([9.07465145e-21]))","(array([2.63678893e-20]), array([1.73431613e-21]))","(array([-3.00155422e-21]), array([2.48587193e-20]))","(array([-9.14815666e-21]), array([1.01507818e-20]))","(array([2.30271861e-20]), array([-1.12668049e-20]))","(array([-3.92094576e-20]), array([3.35623536e-20]))","(array([7.16973392e-21]), array([1.05441774e-22]))","(array([-1.06293629e-20]), array([7.25437176e-21]))","(array([8.88894455e-23]), array([-1.15691028e-20]))","(array([-1.23813581e-20]), array([3.86980166e-21]))","(array([4.89194712e-21]), array([7.33027273e-21]))","(array([-8.80683635e-21]), array([1.04711076e-20]))","(array([1.12103315e-21]), array([2.1312787e-21]))","(array([2.89590208e-21]), array([-1.62710416e-21]))","(array([1.51871425e-20]), array([-1.83613341e-20]))","(array([6.29690994e-21]), array([-1.89253101e-21]))","(array([1.12378249e-20]), array([-6.15065434e-21]))","(array([-1.38751263e-21]), array([-2.4340273e-21]))","(array([2.18660062e-20]), array([7.46616161e-21]))","(array([3.69369586e-21]), array([-8.18906919e-21]))","(array([1.60422921e-20]), array([-1.05521716e-20]))","(array([3.05295679e-20]), array([-2.37198737e-20]))","(array([4.84256496e-21]), array([-4.46621278e-21]))","(array([1.74899305e-20]), array([-2.18369844e-20]))","(array([-4.39945583e-22]), array([-6.80042924e-22]))","(array([2.83812918e-21]), array([-3.13238135e-21]))","(array([-1.72474385e-20]), array([8.49256257e-21]))","(array([-3.0946991e-21]), array([-5.60881804e-21]))","(array([2.29486741e-21]), array([4.26425375e-21]))","(array([-2.86503703e-20]), array([-3.19169215e-22]))","(array([-1.05487838e-21]), array([-7.1060604e-21]))","(array([1.60808423e-20]), array([-1.05949133e-20]))","(array([-2.28105719e-20]), array([1.17863634e-20]))","(array([-4.38073046e-20]), array([2.68763325e-20]))","(array([-1.17990089e-21]), array([-1.00447246e-21]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))","(array([0.05226122]), array([0.09051909]))"
(0.1066045080259767+0j),[6.18607e-14],[1.],[0.61345851],[1.],"(array([0.06386618]), array([0.11061947]))","(array([5.8913519e-20]), array([-3.20015634e-20]))","(array([-7.80054422e-20]), array([6.30211665e-20]))","(array([5.20210394e-20]), array([-1.6987655e-20]))","(array([-2.6590215e-21]), array([1.68079717e-21]))","(array([-2.26542223e-20]), array([1.03639291e-20]))","(array([4.88262278e-21]), array([8.15725849e-20]))","(array([-3.0554902e-20]), array([1.89123241e-20]))","(array([-6.54195383e-21]), array([1.57959774e-20]))","(array([-1.06595801e-21]), array([1.51397038e-21]))","(array([3.99066514e-20]), array([-1.90163346e-20]))","(array([-1.47245653e-20]), array([3.94630632e-21]))","(array([-2.91237335e-20]), array([9.4803286e-21]))","(array([-7.71285352e-21]), array([5.59289787e-21]))","(array([-1.12351092e-20]), array([1.25613701e-20]))","(array([-6.34144871e-22]), array([-1.50359351e-21]))","(array([3.0967904e-20]), array([-2.14486497e-20]))","(array([1.53293271e-20]), array([-7.76931009e-21]))","(array([-3.38729896e-20]), array([1.4813559e-20]))","(array([1.36413116e-20]), array([-7.69839527e-21]))","(array([2.32460417e-20]), array([-1.97450348e-20]))","(array([-4.87158416e-21]), array([7.90523383e-21]))","(array([-9.95188684e-21]), array([3.62905335e-21]))","(array([-4.61252774e-20]), array([2.67649633e-20]))","(array([2.71822884e-20]), array([-1.1993268e-20]))","(array([2.6153258e-20]), array([-1.6273223e-20]))","(array([-1.56525554e-21]), array([-2.60146789e-21]))","(array([1.89954634e-20]), array([-4.62813478e-21]))","(array([-4.38476317e-20]), array([2.40764519e-20]))","(array([5.27228467e-20]), array([-4.46986395e-20]))","(array([-2.1896633e-20]), array([1.25077764e-20]))","(array([-1.50357187e-20]), array([9.72627717e-21]))","(array([4.69350014e-20]), array([-3.8688833e-20]))","(array([6.16705055e-21]), array([-1.77208001e-21]))","(array([-2.00102516e-20]), array([-1.40932026e-21]))","(array([2.08994532e-21]), array([-2.30215162e-20]))","(array([2.18503565e-20]), array([-1.85350416e-20]))","(array([1.88133839e-22]), array([4.65043289e-21]))","(array([-7.35164254e-21]), array([1.28775762e-20]))","(array([-4.45905888e-21]), array([3.13712111e-21]))","(array([-1.05224718e-22]), array([-3.64532327e-21]))","(array([-1.85668903e-21]), array([-5.54038539e-21]))","(array([-9.27686851e-21]), array([1.41939307e-21]))","(array([-1.23088374e-20]), array([1.02682185e-20]))","(array([2.42933281e-19]), array([-6.29766071e-20]))","(array([-1.95115602e-20]), array([1.59786082e-20]))","(array([-4.90828543e-20]), array([3.07725626e-20]))","(array([2.67996204e-20]), array([-2.41614764e-20]))","(array([6.13305366e-20]), array([-3.87706406e-20]))","(array([-3.41570916e-21]), array([1.62177173e-20]))","(array([4.10763317e-20]), array([-3.12635757e-20]))","(array([-1.52614808e-20]), array([9.03230398e-21]))","(array([-3.55873158e-20]), array([2.5189688e-20]))","(array([-3.29874924e-20]), array([5.66078819e-21]))","(array([-2.03821048e-20]), array([5.8318311e-21]))","(array([-1.42305507e-19]), array([1.06763097e-19]))","(array([-2.43484973e-20]), array([7.68128046e-20]))","(array([1.91704195e-20]), array([9.03851589e-21]))","(array([3.60469635e-20]), array([-4.18238665e-20]))","(array([4.90882417e-20]), array([1.40124977e-20]))","(array([-2.54114019e-20]), array([6.44799485e-21]))","(array([-3.03062855e-20]), array([1.01371152e-20]))","(array([2.95501799e-20]), array([-5.23216194e-22]))","(array([1.78540601e-20]), array([1.19524864e-20]))","(array([2.22934547e-20]), array([-8.19475603e-21]))","(array([5.52576032e-20]), array([-2.99139711e-20]))","(array([-3.19455236e-20]), array([2.96961895e-20]))","(array([3.4306019e-21]), array([2.31696905e-21]))","(array([-6.41673268e-21]), array([4.886711e-21]))","(array([-5.78918636e-21]), array([-8.01538706e-21]))","(array([-1.75426775e-20]), array([7.23121948e-21]))","(array([-1.34205157e-20]), array([1.71511271e-20]))","(array([-1.14638656e-20]), array([1.18159263e-20]))","(array([2.07608727e-20]), array([-9.24905021e-21]))","(array([1.43354844e-20]), array([-8.17023275e-21]))","(array([1.74020819e-20]), array([-1.92084631e-20]))","(array([2.09895522e-21]), array([3.85492361e-22]))","(array([1.29850081e-20]), array([-7.07525257e-21]))","(array([1.41411006e-20]), array([-1.09830871e-20]))","(array([1.88174843e-20]), array([5.76110699e-21]))","(array([1.8815746e-20]), array([-1.68563837e-20]))","(array([3.10737402e-20]), array([-1.83321286e-20]))","(array([4.3339103e-21]), array([-1.47919171e-20]))","(array([1.6477996e-20]), array([-1.15135927e-20]))","(array([-3.27347781e-20]), array([6.78175859e-21]))","(array([2.67940962e-20]), array([-1.61758693e-20]))","(array([1.13197462e-20]), array([-7.9928981e-21]))","(array([3.57903844e-21]), array([-2.75814954e-21]))","(array([-1.27797543e-21]), array([-6.47381717e-21]))","(array([9.81393958e-21]), array([-9.39666986e-24]))","(array([-1.956087e-20]), array([-6.03982484e-21]))","(array([2.84657978e-20]), array([-2.37657975e-20]))","(array([2.48160286e-20]), array([-1.57790111e-20]))","(array([-3.93504307e-20]), array([2.17563954e-20]))","(array([-6.21325344e-20]), array([3.83014083e-20]))","(array([-7.03317186e-21]), array([1.07988278e-20]))","(array([0.00830026]), array([0.01437648]))","(array([0.02431217]), array([0.04210991]))","(array([0.03903235]), array([0.06760601]))","(array([0.05226122]), array([0.09051909]))","(array([0.06386618]), array([0.11061947]))"
