Es,Sx,Sxx,Sy,Syy,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.000392795482840522+0j),[-2.48254109e-16],[1.],[0.03963026],[1.],"(array([0.00223434]), array([0.00387]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00223434]), array([0.00387]))"
(0.02054383733004166+0j),[2.21407579e-15],[1.],[0.28365796],[1.],"(array([0.01831988]), array([0.03173097]))","(array([0.]), array([0.]))","(array([3.75867692e-34]), array([-3.36801763e-34]))","(array([-1.29464781e-25]), array([-8.32567729e-25]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([-4.38428001e-32]), array([4.25643012e-32]))","(array([-2.19737323e-32]), array([7.20470149e-33]))","(array([-1.04714333e-23]), array([-5.90535235e-24]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00223434]), array([0.00387]))","(array([0.01831988]), array([0.03173097]))"
(0.06080063206170979+0j),[8.90133848e-15],[1.],[0.47727912],[1.],"(array([0.04306177]), array([0.07458518]))","(array([-1.26495933e-22]), array([-1.33825965e-22]))","(array([-3.97496559e-22]), array([3.97052231e-23]))","(array([6.29008069e-22]), array([-3.39120113e-22]))","(array([1.3063956e-21]), array([-6.0651529e-22]))","(array([-2.96874276e-21]), array([3.93599189e-22]))","(array([-5.99536166e-22]), array([3.88857332e-22]))","(array([-1.18322005e-22]), array([-1.55789452e-22]))","(array([2.19810569e-21]), array([-2.11843329e-21]))","(array([2.01532286e-21]), array([-9.06420891e-22]))","(array([-2.47197164e-22]), array([-6.72159981e-22]))","(array([-6.2863115e-22]), array([3.40551233e-22]))","(array([-5.18580119e-24]), array([-7.83703424e-24]))","(array([0.00223434]), array([0.00387]))","(array([0.01831988]), array([0.03173097]))","(array([0.04306177]), array([0.07458518]))"
(0.07322002838885153+0j),[-1.05751072e-14],[1.],[0.51878403],[1.],"(array([0.05616343]), array([0.09727791]))","(array([-1.73992637e-21]), array([2.46625648e-22]))","(array([-1.50339681e-20]), array([9.66015332e-21]))","(array([-6.9365812e-20]), array([1.94422293e-20]))","(array([-2.10980443e-20]), array([1.6580258e-20]))","(array([1.82053619e-20]), array([5.27166108e-21]))","(array([-1.47661183e-20]), array([1.01167659e-20]))","(array([7.33470471e-21]), array([-5.22235665e-21]))","(array([-1.22517301e-20]), array([-3.04570013e-21]))","(array([-2.60442972e-22]), array([-4.71128538e-22]))","(array([-8.94994466e-21]), array([2.28650609e-21]))","(array([9.57162242e-22]), array([-4.20847018e-22]))","(array([0.00223434]), array([0.00387]))","(array([0.01831988]), array([0.03173097]))","(array([0.04306177]), array([0.07458518]))","(array([0.05616343]), array([0.09727791]))"
(0.1066161330326956+0j),[2.97672764e-15],[1.],[0.61302893],[1.],"(array([0.06388402]), array([0.11065037]))","(array([5.76138859e-21]), array([2.0993301e-20]))","(array([-5.47568501e-20]), array([-4.25924465e-21]))","(array([-8.01266782e-21]), array([2.50211828e-20]))","(array([3.86616509e-20]), array([1.01104096e-20]))","(array([-3.34011446e-21]), array([9.75462061e-21]))","(array([-2.09833301e-20]), array([-1.2537899e-20]))","(array([-3.21316908e-21]), array([-4.7445273e-21]))","(array([-1.22394724e-20]), array([-5.14382795e-21]))","(array([-2.05805314e-20]), array([1.45211123e-21]))","(array([3.09028065e-22]), array([-6.58649719e-22]))","(array([0.00223434]), array([0.00387]))","(array([0.01831988]), array([0.03173097]))","(array([0.04306177]), array([0.07458518]))","(array([0.05616343]), array([0.09727791]))","(array([0.06388402]), array([0.11065037]))"
(0.1383039015066376+0j),[-3.26817354e-15],[1.],[0.68279743],[1.],"(array([0.07311377]), array([0.12663677]))","(array([-1.07283274e-19]), array([2.27865276e-20]))","(array([-3.34276305e-19]), array([-3.42030303e-19]))","(array([1.41031202e-19]), array([-1.31373672e-20]))","(array([1.31642091e-19]), array([-5.43056071e-20]))","(array([-7.62195625e-20]), array([4.24572636e-21]))","(array([7.25484386e-20]), array([-4.02939108e-20]))","(array([6.12416416e-21]), array([-3.16698457e-20]))","(array([-1.2215359e-19]), array([4.52465748e-20]))","(array([-8.06694145e-20]), array([6.37326784e-20]))","(array([0.00223434]), array([0.00387]))","(array([0.01831988]), array([0.03173097]))","(array([0.04306177]), array([0.07458518]))","(array([0.05616343]), array([0.09727791]))","(array([0.06388402]), array([0.11065037]))","(array([0.07311377]), array([0.12663677]))"
(0.1936506290995065+0j),[-3.49690914e-15],[1.],[0.77748156],[1.],"(array([0.08249303]), array([0.14288212]))","(array([-5.23225151e-19]), array([-2.13756854e-19]))","(array([1.8180496e-19]), array([3.65170921e-19]))","(array([1.11351152e-19]), array([-2.68732499e-19]))","(array([-1.98766733e-20]), array([-1.56837801e-20]))","(array([1.13609697e-19]), array([-7.69529181e-20]))","(array([1.2677561e-19]), array([-1.10076239e-19]))","(array([-3.16591437e-19]), array([8.41981892e-20]))","(array([-2.34600728e-19]), array([1.04829247e-19]))","(array([0.00223434]), array([0.00387]))","(array([0.01831988]), array([0.03173097]))","(array([0.04306177]), array([0.07458518]))","(array([0.05616343]), array([0.09727791]))","(array([0.06388402]), array([0.11065037]))","(array([0.07311377]), array([0.12663677]))","(array([0.08249303]), array([0.14288212]))"
(0.26851737132708686+0j),[1.37662904e-14],[1.],[0.86418517],[1.],"(array([0.09282763]), array([0.16078218]))","(array([2.82632014e-19]), array([2.77092069e-19]))","(array([-8.91638204e-19]), array([-1.79636986e-18]))","(array([-4.11454192e-20]), array([-6.41938849e-19]))","(array([2.18476317e-19]), array([-2.06687391e-19]))","(array([3.21503471e-19]), array([-1.94863019e-19]))","(array([-4.21985935e-19]), array([1.30291716e-19]))","(array([-8.46656723e-19]), array([-2.27543802e-19]))","(array([0.00223434]), array([0.00387]))","(array([0.01831988]), array([0.03173097]))","(array([0.04306177]), array([0.07458518]))","(array([0.05616343]), array([0.09727791]))","(array([0.06388402]), array([0.11065037]))","(array([0.07311377]), array([0.12663677]))","(array([0.08249303]), array([0.14288212]))","(array([0.09282763]), array([0.16078218]))"
(0.25401123873407383+0j),[-1.51681752e-15],[1.],[0.83456127],[1.],"(array([0.09574755]), array([0.16583963]))","(array([-1.93244721e-19]), array([-1.85221133e-18]))","(array([-1.70992819e-18]), array([-2.21252469e-18]))","(array([1.4523476e-19]), array([-3.17697562e-19]))","(array([4.23755658e-19]), array([-5.17881254e-19]))","(array([4.57934087e-20]), array([-1.3086523e-18]))","(array([-1.5059865e-18]), array([-2.14583072e-19]))","(array([0.00223434]), array([0.00387]))","(array([0.01831988]), array([0.03173097]))","(array([0.04306177]), array([0.07458518]))","(array([0.05616343]), array([0.09727791]))","(array([0.06388402]), array([0.11065037]))","(array([0.07311377]), array([0.12663677]))","(array([0.08249303]), array([0.14288212]))","(array([0.09282763]), array([0.16078218]))","(array([0.09574754]), array([0.16583961]))"
(0.23277123126947352+0j),[9.23693104e-15],[1.],[0.79747471],[1.],"(array([0.0919962]), array([0.15934209]))","(array([-3.82587123e-18]), array([-3.34993894e-18]))","(array([-4.67805855e-18]), array([7.84539407e-19]))","(array([2.4449019e-18]), array([-1.61767547e-18]))","(array([-9.41925885e-19]), array([-8.24566391e-19]))","(array([-2.85921458e-18]), array([5.01736144e-19]))","(array([0.00223434]), array([0.00387]))","(array([0.01831988]), array([0.03173097]))","(array([0.04306177]), array([0.07458518]))","(array([0.05616343]), array([0.09727791]))","(array([0.06388402]), array([0.11065037]))","(array([0.07311377]), array([0.12663677]))","(array([0.08249303]), array([0.14288212]))","(array([0.09282763]), array([0.16078218]))","(array([0.09574754]), array([0.16583961]))","(array([0.09199619]), array([0.15934208]))"
