Es,Sx,Sxx,Sy,Syy,P-10,P-9,P-8,P-7,P-6,P-5,P-4,P-3,P-2,P-1,P0
(0.014500813286704514+0j),[-3.37294574e-15],[1.],[-0.2382798],[1.],[-0.09342276],[-0.04108123],[-0.04377176],[-0.04564112],[-0.04707331],[-0.04653794],[-0.04599052],[-0.04743225],[-0.05149273],[-0.05522791],[-0.05461716]
(0.02512001039756929+0j),[-8.84959852e-15],[1.],[-0.31219174],[1.],[-0.10317742],[-0.04377213],[-0.04564145],[-0.04707364],[-0.04653824],[-0.04599078],[-0.0474325],[-0.05149295],[-0.0552281],[-0.05461738],[-0.06209578]
(0.03768340840185221+0j),[-5.60445888e-15],[1.],[-0.37976647],[1.],[-0.12182453],[-0.04564191],[-0.04707405],[-0.04653863],[-0.04599116],[-0.04743284],[-0.05149327],[-0.0552284],[-0.05461761],[-0.06209604],[-0.07805193]
(0.0517284996540742+0j),[-1.44266515e-14],[1.],[-0.4412143],[1.],[-0.13824349],[-0.04707465],[-0.04653916],[-0.04599166],[-0.04743334],[-0.05149373],[-0.05522884],[-0.05461801],[-0.0620964],[-0.07805233],[-0.09260096]
(0.06684766706011656+0j),[-1.3555695e-14],[1.],[-0.49672656],[1.],[-0.15286379],[-0.04653992],[-0.04599234],[-0.04743394],[-0.05149436],[-0.05522942],[-0.05461854],[-0.06209689],[-0.07805284],[-0.09260148],[-0.10578841]
(0.07300111199959748+0j),[-1.21868894e-14],[1.],[-0.51600946],[1.],[-0.16072576],[-0.04599311],[-0.04743463],[-0.05149508],[-0.05523012],[-0.05461918],[-0.06209751],[-0.07805345],[-0.09260204],[-0.10578899],[-0.11418505]
(0.08080219860534595+0j),[-1.07838424e-14],[1.],[-0.53926308],[1.],[-0.16497827],[-0.04743553],[-0.05149583],[-0.05523091],[-0.05461988],[-0.06209822],[-0.07805415],[-0.0926027],[-0.10578963],[-0.11418565],[-0.11898435]
(0.08567237201257202+0j),[-9.66016714e-15],[1.],[-0.552244],[1.],[-0.17049837],[-0.05149695],[-0.05523176],[-0.05462069],[-0.06209909],[-0.07805498],[-0.09260352],[-0.10579036],[-0.11418636],[-0.11898501],[-0.12306188]
(0.09562195817445342+0j),[-3.98613229e-15],[1.],[-0.57895202],[1.],[-0.17904713],[-0.05523311],[-0.05462188],[-0.06210003],[-0.07805622],[-0.0926046],[-0.10579145],[-0.11418731],[-0.11898585],[-0.12306271],[-0.1275489]
(0.08375146608659935+0j),[-1.96301888e-15],[1.],[-0.54239316],[1.],[-0.18166459],[-0.05462371],[-0.06210187],[-0.07805786],[-0.0926065],[-0.10579315],[-0.11418902],[-0.11898733],[-0.12306413],[-0.12755019],[-0.1264297]
(0.07248032816092123+0j),[-4.43291512e-15],[1.],[-0.50510798],[1.],[-0.17273171],[-0.06210425],[-0.07806029],[-0.09260901],[-0.1057958],[-0.11419139],[-0.11898975],[-0.12306619],[-0.12755227],[-0.12643141],[-0.11810579]
(0.06699009579806947+0j),[-6.33306983e-15],[1.],[-0.48563474],[1.],[-0.17380359],[-0.07806302],[-0.09261157],[-0.10579861],[-0.11419401],[-0.11899224],[-0.12306857],[-0.12755436],[-0.12643332],[-0.11810746],[-0.11169687]
(0.05949713788023403+0j),[-5.50871375e-15],[1.],[-0.45797429],[1.],[-0.18445361],[-0.09261638],[-0.10580362],[-0.11419902],[-0.11899704],[-0.12307314],[-0.12755864],[-0.12643738],[-0.11811107],[-0.1117001],[-0.10638594]
(0.05932959815298199+0j),[-4.40543589e-15],[1.],[-0.45777973],[1.],[-0.19587108],[-0.10581626],[-0.114212],[-0.11900984],[-0.12308554],[-0.12757071],[-0.12644875],[-0.11812154],[-0.11170971],[-0.10639462],[-0.10324287]
(0.06590840734552186+0j),[-5.20663841e-15],[1.],[-0.48264989],[1.],[-0.21188144],[-0.1142387],[-0.1190366],[-0.12311202],[-0.12759646],[-0.12647343],[-0.11814438],[-0.11173073],[-0.10641366],[-0.1032606],[-0.10603891]
(0.06470758284107161+0j),[-3.27045932e-15],[1.],[-0.47868151],[1.],[-0.22267465],[-0.11908477],[-0.12316009],[-0.12764424],[-0.12651925],[-0.11818686],[-0.11177046],[-0.1064507],[-0.10329393],[-0.10606951],[-0.10838784]
(0.06245962584328416+0j),[-2.70631507e-15],[1.],[-0.47102672],[1.],[-0.22623524],[-0.12322894],[-0.12771256],[-0.12658572],[-0.1182486],[-0.11182821],[-0.10650467],[-0.10334408],[-0.10611525],[-0.10842899],[-0.107082]
(0.058907913830692944+0j),[-2.4491726e-15],[1.],[-0.45845038],[1.],[-0.22811859],[-0.12779931],[-0.12666912],[-0.11832629],[-0.11190113],[-0.1065732],[-0.10340818],[-0.10617484],[-0.1084832],[-0.10713019],[-0.10480443]
(0.05482186705567937+0j),[-1.52231776e-15],[1.],[-0.44349084],[1.],[-0.22960779],[-0.12677182],[-0.11842201],[-0.11199079],[-0.10665768],[-0.10348763],[-0.10624952],[-0.10855233],[-0.10719167],[-0.10485956],[-0.10170255]
(0.05020339696336355+0j),[1.88582875e-16],[1.],[-0.42579249],[1.],[-0.22492627],[-0.11854206],[-0.11210329],[-0.10676321],[-0.10358737],[-0.10634466],[-0.108641],[-0.10727267],[-0.10493051],[-0.1017657],[-0.09802564]
(0.04638913733846333+0j),[-1.74769616e-16],[1.],[-0.41066055],[1.],[-0.21299027],[-0.11222018],[-0.1068736],[-0.10369157],[-0.10644436],[-0.1087348],[-0.10735838],[-0.10500731],[-0.10183239],[-0.09808302],[-0.09432376]
(0.0571008379911386+0j),[2.00098072e-15],[1.],[-0.45578538],[1.],[-0.21004093],[-0.10696388],[-0.1037757],[-0.10652713],[-0.10881195],[-0.10742866],[-0.10507085],[-0.10188713],[-0.09812903],[-0.09436411],[-0.09772286]
(0.06866462639818596+0j),[1.87040426e-15],[1.],[-0.49813351],[1.],[-0.21463111],[-0.10385565],[-0.10660256],[-0.10888453],[-0.10749371],[-0.10512927],[-0.10193884],[-0.09817205],[-0.0943993],[-0.09775389],[-0.10758194]
(0.0807874360835372+0j),[2.71665525e-15],[1.],[-0.53720961],[1.],[-0.22070092],[-0.10668291],[-0.10896057],[-0.10756511],[-0.10519078],[-0.10199285],[-0.09821931],[-0.09443828],[-0.09778356],[-0.107608],[-0.11675998]
(0.09287876477360626+0j),[2.4776797e-15],[1.],[-0.57181322],[1.],[-0.23184155],[-0.10904881],[-0.10764643],[-0.10526388],[-0.10205646],[-0.09827395],[-0.09448479],[-0.09782117],[-0.10763813],[-0.11678479],[-0.12506405]
(0.08288469544069915+0j),[2.17800218e-16],[1.],[-0.5408435],[1.],[-0.23461821],[-0.10775635],[-0.1053632],[-0.10214401],[-0.09834976],[-0.09455],[-0.0978799],[-0.10768321],[-0.11682387],[-0.12509338],[-0.12545414]
(0.08086960567065615+0j),[1.42125765e-15],[1.],[-0.5337191],[1.],[-0.22904022],[-0.10548532],[-0.10225416],[-0.09844657],[-0.0946336],[-0.09795255],[-0.10774905],[-0.11687541],[-0.1251385],[-0.1254868],[-0.12115539]
(0.07495987615145264+0j),[2.42460468e-15],[1.],[-0.51415058],[1.],[-0.22376006],[-0.10237074],[-0.09855137],[-0.09472615],[-0.09803475],[-0.10782124],[-0.11693908],[-0.12518924],[-0.12553043],[-0.12118934],[-0.11814686]
(0.07231534987497537+0j),[5.05546194e-16],[1.],[-0.50507854],[1.],[-0.21740689],[-0.09866004],[-0.09482252],[-0.09812242],[-0.10789999],[-0.1170077],[-0.12524948],[-0.12557795],[-0.12122983],[-0.1181779],[-0.11491567]
(0.07116373453742104+0j),[6.08748168e-16],[1.],[-0.50106204],[1.],[-0.21220958],[-0.09492309],[-0.09821529],[-0.10798331],[-0.11708269],[-0.12531602],[-0.12563288],[-0.12127407],[-0.11821619],[-0.11494413],[-0.11344037]
(0.06488158073385364+0j),[2.9049344e-16],[1.],[-0.479043],[1.],[-0.20551901],[-0.09829976],[-0.10806272],[-0.11715413],[-0.12537995],[-0.12568879],[-0.12131936],[-0.11825308],[-0.11497621],[-0.11346436],[-0.11050488]
(0.05778215072733551+0j),[5.3657862e-16],[1.],[-0.4528366],[1.],[-0.20343455],[-0.10812601],[-0.11721367],[-0.1254336],[-0.12573567],[-0.12135986],[-0.11828782],[-0.11500222],[-0.11348745],[-0.11052287],[-0.10506714]
(0.05004678062579923+0j),[2.22484223e-15],[1.],[-0.4223182],[1.],[-0.20686482],[-0.11727496],[-0.12549147],[-0.12578795],[-0.12140506],[-0.1183269],[-0.11503717],[-0.11351475],[-0.11054629],[-0.10508762],[-0.09867456]
(0.05807291761880182+0j),[1.54039e-15],[1.],[-0.45593572],[1.],[-0.21639322],[-0.12556859],[-0.12585907],[-0.12146944],[-0.11838492],[-0.11508864],[-0.11355991],[-0.11058572],[-0.10512161],[-0.09870361],[-0.09903938]
(0.06020813961668647+0j),[2.39562506e-15],[1.],[-0.46478452],[1.],[-0.22949092],[-0.1259586],[-0.12156101],[-0.1184691],[-0.11516531],[-0.11362951],[-0.11064848],[-0.10517724],[-0.09875201],[-0.0990806],[-0.10381692]
(0.05867361180049278+0j),[2.00391452e-15],[1.],[-0.45959742],[1.],[-0.23033813],[-0.12169586],[-0.11859382],[-0.11528062],[-0.11373661],[-0.11074618],[-0.10526534],[-0.09883051],[-0.09914982],[-0.10387537],[-0.10423436]
(0.06637548698174908+0j),[1.68802736e-15],[1.],[-0.48838592],[1.],[-0.22876127],[-0.11873698],[-0.11541395],[-0.11386055],[-0.11086038],[-0.10536924],[-0.09892371],[-0.09923234],[-0.10394723],[-0.10429447],[-0.10691184]
(0.06385594297021781+0j),[5.40784964e-16],[1.],[-0.47942253],[1.],[-0.22800163],[-0.11554312],[-0.11397911],[-0.11097297],[-0.10547027],[-0.09901354],[-0.09931453],[-0.10401858],[-0.1043546],[-0.10696292],[-0.10912639]
(0.06548399576853177+0j),[1.93591246e-15],[1.],[-0.48536574],[1.],[-0.2244544],[-0.11409789],[-0.11108174],[-0.10557026],[-0.09910429],[-0.09939678],[-0.10409104],[-0.10441737],[-0.10701489],[-0.1091692],[-0.10878544]
(0.06837129104672068+0j),[-2.46471638e-16],[1.],[-0.49544628],[1.],[-0.22480351],[-0.11118811],[-0.10566752],[-0.0991914],[-0.09947856],[-0.10416303],[-0.10448031],[-0.10706915],[-0.10921292],[-0.10882191],[-0.11059008]
(0.07060576201182117+0j),[-9.07424914e-16],[1.],[-0.50288177],[1.],[-0.22385732],[-0.10576458],[-0.09927893],[-0.09956137],[-0.10423755],[-0.10454556],[-0.10712731],[-0.10926103],[-0.10886096],[-0.11062364],[-0.11256216]
(0.07386867843207234+0j),[-3.55236225e-16],[1.],[-0.51345098],[1.],[-0.22044855],[-0.099363],[-0.09964073],[-0.10431022],[-0.10460988],[-0.10718452],[-0.1093107],[-0.10890118],[-0.1106579],[-0.11258858],[-0.11459239]
(0.08257020102231726+0j),[5.98358596e-16],[1.],[-0.54056996],[1.],[-0.21829777],[-0.09971737],[-0.10438259],[-0.10467561],[-0.10724163],[-0.10935995],[-0.10894465],[-0.1106921],[-0.11261552],[-0.11461666],[-0.11885136]
(0.09170179816092452+0j),[7.9026999e-16],[1.],[-0.56659122],[1.],[-0.22464288],[-0.10446055],[-0.10474622],[-0.10730472],[-0.10941451],[-0.10899052],[-0.11073147],[-0.11264536],[-0.11464065],[-0.1188725],[-0.12484105]
(0.09838677068045512+0j),[1.8238432e-15],[1.],[-0.58381471],[1.],[-0.23426774],[-0.10483546],[-0.10738692],[-0.10948608],[-0.10905184],[-0.11078423],[-0.11269118],[-0.11467377],[-0.11890164],[-0.12486429],[-0.12970986]
(0.09282617609446338+0j),[2.49212357e-15],[1.],[-0.56673511],[1.],[-0.23467172],[-0.10749813],[-0.10958956],[-0.10914012],[-0.1108608],[-0.11276078],[-0.11473395],[-0.11894527],[-0.12490585],[-0.12973923],[-0.12971676]
(0.10458256234446772+0j),[1.65706899e-15],[1.],[-0.59765364],[1.],[-0.23891879],[-0.10969713],[-0.10923837],[-0.11094895],[-0.11283635],[-0.11480031],[-0.11900558],[-0.12495076],[-0.12978074],[-0.12974712],[-0.13130465]
(0.0925940206959264+0j),[3.32733732e-15],[1.],[-0.56321978],[1.],[-0.24069898],[-0.10934005],[-0.11104282],[-0.11292178],[-0.11487563],[-0.11907214],[-0.12501091],[-0.1298282],[-0.1297893],[-0.1313386],[-0.13089143]
