Es,Sx,Sxx,Sy,Syy,P-10,P-9,P-8,P-7,P-6,P-5,P-4,P-3,P-2,P-1,P0
(6.004060576390566e-05+0j),[-2.99755307e-17],[1.],[-0.0154967],[1.],[-0.0017472],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[-0.0017472]
(0.0001092184085678634+0j),[-6.31833837e-16],[1.],[-0.02090031],[1.],[-0.00410357],[-1.17305488e-32],[1.64905986e-38],[5.75656482e-39],[0.],[0.],[0.],[0.],[0.],[-0.0017472],[-0.00410357]
(0.00024046887944390835+0j),[-1.18017935e-14],[1.],[-0.03101016],[1.],[-0.00585267],[3.93389796e-29],[3.79502322e-29],[-8.79744821e-29],[1.51529371e-29],[-2.41828164e-29],[9.54010305e-29],[-2.08744589e-26],[-0.0017472],[-0.00410357],[-0.00585267]
(0.000647602971629327+0j),[-2.31891469e-14],[1.],[-0.05087878],[1.],[-0.00923285],[-4.78257246e-26],[1.77984147e-27],[-3.06864056e-25],[2.50274748e-30],[3.95058966e-25],[-1.89536986e-26],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285]
(0.0026948162339388714+0j),[-2.19445058e-14],[1.],[-0.10367828],[1.],[-0.01742966],[-1.21742219e-24],[1.77287453e-24],[1.259466e-24],[2.11342788e-24],[-1.40803074e-26],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966]
(0.0053994365248840005+0j),[-1.48900139e-14],[1.],[-0.14654022],[1.],[-0.02821542],[1.78190434e-24],[1.30090023e-24],[1.95157054e-24],[8.73583983e-25],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542]
(0.009815854727509841+0j),[-1.69625342e-14],[1.],[-0.19710312],[1.],[-0.03875301],[6.56038835e-25],[1.1856316e-24],[3.59933576e-25],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301]
(0.014818479465702306+0j),[-1.80333996e-14],[1.],[-0.24147806],[1.],[-0.04945698],[-1.34356001e-23],[2.33257134e-21],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698]
(0.01998198458527202+0j),[-1.52659713e-14],[1.],[-0.27953204],[1.],[-0.05874957],[2.17600841e-21],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.05874957]
(0.020443471275499024+0j),[-1.28175404e-14],[1.],[-0.28243586],[1.],[-0.06335843],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.05874957],[-0.06335843]
(0.019736123975944788+0j),[-1.23386083e-14],[1.],[-0.27736321],[1.],[-0.06486086],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.05874957],[-0.06335843],[-0.06311366]
(0.023128295206148942+0j),[-1.1100854e-14],[1.],[-0.29963901],[1.],[-0.06916076],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.05874957],[-0.06335843],[-0.06311366],[-0.06505718]
(0.03193442903614933+0j),[-9.163076e-15],[1.],[-0.35047505],[1.],[-0.0791693],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.05874957],[-0.06335843],[-0.06311366],[-0.06505718],[-0.07331663]
(0.03890933377425371+0j),[-8.31850723e-15],[1.],[-0.3851606],[1.],[-0.09218291],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.05874957],[-0.06335843],[-0.06311366],[-0.06505718],[-0.07331663],[-0.08295006]
(0.04186162169208401+0j),[-6.78674277e-15],[1.],[-0.39835362],[1.],[-0.10576776],[-0.02821542],[-0.03875301],[-0.04945698],[-0.05874958],[-0.06335843],[-0.06311366],[-0.06505718],[-0.07331663],[-0.08295007],[-0.0883381]
(0.050118576272624255+0j),[-6.21209559e-15],[1.],[-0.43360236],[1.],[-0.12202759],[-0.03875302],[-0.04945699],[-0.05874959],[-0.06335844],[-0.06311367],[-0.0650572],[-0.07331664],[-0.08295008],[-0.08833811],[-0.09381217]
(0.05040276675184896+0j),[-4.90776402e-15],[1.],[-0.43389607],[1.],[-0.13655609],[-0.04945706],[-0.05874967],[-0.06335853],[-0.06311376],[-0.06505729],[-0.07331674],[-0.08295018],[-0.08833821],[-0.09381227],[-0.09780301]
(0.058089979283829245+0j),[-3.42434389e-15],[1.],[-0.46348494],[1.],[-0.15064255],[-0.05875],[-0.06335888],[-0.0631141],[-0.06505763],[-0.0733171],[-0.08295055],[-0.08833859],[-0.09381265],[-0.09780338],[-0.10118522]
(0.05649587924623498+0j),[-3.33359667e-15],[1.],[-0.45637085],[1.],[-0.16245525],[-0.06335984],[-0.06311504],[-0.06505857],[-0.07331811],[-0.08295162],[-0.08833968],[-0.09381374],[-0.09780444],[-0.10118622],[-0.10370436]
(0.056969842697115025+0j),[-2.66118122e-15],[1.],[-0.45739619],[1.],[-0.16638074],[-0.06311703],[-0.06506056],[-0.07332022],[-0.08295389],[-0.08834198],[-0.09381607],[-0.09780674],[-0.10118842],[-0.10370643],[-0.10301893]
(0.05108499648924823+0j),[-5.3428747e-15],[1.],[-0.43326658],[1.],[-0.16353676],[-0.06506338],[-0.07332322],[-0.08295712],[-0.08834529],[-0.09381939],[-0.09781005],[-0.10119162],[-0.10370944],[-0.10302169],[-0.10041698]
(0.051591059710181124+0j),[-1.76431054e-14],[1.],[-0.43501228],[1.],[-0.16295739],[-0.07332641],[-0.08296048],[-0.08834878],[-0.09382293],[-0.09781354],[-0.10119504],[-0.10371269],[-0.10302468],[-0.10041969],[-0.09789114]
(0.05063658968992284+0j),[-1.33679566e-14],[1.],[-0.43079129],[1.],[-0.17094124],[-0.08296457],[-0.08835295],[-0.09382721],[-0.09781777],[-0.10119919],[-0.10371666],[-0.10302836],[-0.10042309],[-0.0978942],[-0.09761106]
(0.05245211319772952+0j),[-6.646291e-15],[1.],[-0.43809437],[1.],[-0.18093215],[-0.08836005],[-0.09383444],[-0.0978251],[-0.10120638],[-0.10372364],[-0.10303494],[-0.1004292],[-0.09789984],[-0.09761622],[-0.09796078]
(0.049188988525534355+0j),[-8.6753598e-15],[1.],[-0.4244475],[1.],[-0.1856172],[-0.09384698],[-0.09783771],[-0.101219],[-0.10373596],[-0.10304669],[-0.10044022],[-0.09791009],[-0.09762575],[-0.09796945],[-0.09724505]
(0.040113470644537415+0j),[-7.01129508e-15],[1.],[-0.38391199],[1.],[-0.18501193],[-0.0978554],[-0.10123657],[-0.10375339],[-0.10306328],[-0.10045586],[-0.09792482],[-0.09763938],[-0.09798201],[-0.09725629],[-0.09114762]
(0.037759239902358105+0j),[-4.56937615e-15],[1.],[-0.37315242],[1.],[-0.1832364],[-0.10126148],[-0.10377808],[-0.10308708],[-0.10047834],[-0.09794593],[-0.0976593],[-0.09800041],[-0.09727325],[-0.09116262],[-0.08535619]
(0.03414586850443677+0j),[-3.08060144e-15],[1.],[-0.35559762],[1.],[-0.18346073],[-0.1038107],[-0.1031187],[-0.10050847],[-0.09797413],[-0.09768614],[-0.0980254],[-0.09729613],[-0.09118291],[-0.08537405],[-0.08216631]
(0.033438785961148396+0j),[3.69829168e-15],[1.],[-0.35278634],[1.],[-0.18372408],[-0.10315977],[-0.10054774],[-0.09801097],[-0.09772141],[-0.09805838],[-0.09732667],[-0.09121026],[-0.08539811],[-0.08218734],[-0.07987085]
(0.03014631934475582+0j),[9.45018162e-16],[1.],[-0.33578884],[1.],[-0.1808504],[-0.1005964],[-0.098057],[-0.09776538],[-0.09809992],[-0.09736538],[-0.09124509],[-0.08542903],[-0.08221455],[-0.07989425],[-0.07763976]
(0.030800397466666567+0j),[2.69298817e-15],[1.],[-0.34024808],[1.],[-0.176874],[-0.09810615],[-0.09781244],[-0.09814461],[-0.09740738],[-0.09128285],[-0.08546267],[-0.08224459],[-0.07992019],[-0.077662],[-0.07622585]
(0.028630537292105095+0j),[4.0672699e-15],[1.],[-0.32874251],[1.],[-0.17358224],[-0.0978573],[-0.09818746],[-0.09744777],[-0.09131947],[-0.08549534],[-0.08227376],[-0.07994606],[-0.07768363],[-0.0762449],[-0.07542932]
(0.023860759301021633+0j),[4.23060268e-15],[1.],[-0.30076754],[1.],[-0.16888176],[-0.09822964],[-0.09748756],[-0.09135558],[-0.08552835],[-0.08230309],[-0.0799718],[-0.07770613],[-0.07626368],[-0.07544554],[-0.07098016]
(0.018954786088824366+0j),[4.30244832e-15],[1.],[-0.26864203],[1.],[-0.16248364],[-0.09753338],[-0.09139748],[-0.08556632],[-0.08233719],[-0.08000227],[-0.07773273],[-0.07628655],[-0.07546498],[-0.07099593],[-0.06420589]
(0.016089783462374746+0j),[4.19207493e-15],[1.],[-0.2481507],[1.],[-0.15585938],[-0.09144768],[-0.08561172],[-0.08237841],[-0.08003933],[-0.07776546],[-0.07631506],[-0.07548946],[-0.07101613],[-0.06422244],[-0.05827118]
(0.012478855175827778+0j),[3.79570781e-15],[1.],[-0.218982],[1.],[-0.144176],[-0.08566115],[-0.08242334],[-0.08008014],[-0.07780182],[-0.07634711],[-0.07551732],[-0.07103954],[-0.06424201],[-0.05828655],[-0.05267423]
(0.011309639164861218+0j),[4.64331056e-15],[1.],[-0.20906607],[1.],[-0.13397186],[-0.08246647],[-0.0801192],[-0.07783686],[-0.07637806],[-0.07554416],[-0.07106242],[-0.06426077],[-0.05830152],[-0.05268593],[-0.04826361]
(0.010148522580961562+0j),[3.05340988e-15],[1.],[-0.19852525],[1.],[-0.12846326],[-0.08015638],[-0.07787006],[-0.07640766],[-0.07557003],[-0.07108436],[-0.06427894],[-0.05831625],[-0.05269722],[-0.04827221],[-0.04595606]
(0.008952810745744322+0j),[2.43587049e-15],[1.],[-0.18685826],[1.],[-0.12364553],[-0.0779041],[-0.0764379],[-0.07559701],[-0.07110746],[-0.06429829],[-0.05833208],[-0.05270982],[-0.04828187],[-0.04596298],[-0.04345193]
(0.008144172915145945+0j),[2.22931398e-15],[1.],[-0.17857297],[1.],[-0.11914031],[-0.07646887],[-0.07562489],[-0.07113167],[-0.06431881],[-0.05834916],[-0.05272361],[-0.04829276],[-0.04597147],[-0.043458],[-0.04120187]
(0.006453562839408345+0j),[2.79575289e-15],[1.],[-0.15919684],[1.],[-0.11458184],[-0.07565155],[-0.07115521],[-0.06433891],[-0.05836607],[-0.05273766],[-0.04830423],[-0.04598043],[-0.04346482],[-0.04120677],[-0.03808347]
(0.006428334684773663+0j),[1.36386542e-15],[1.],[-0.15916683],[1.],[-0.11157072],[-0.07117722],[-0.06435789],[-0.05838212],[-0.05275122],[-0.04831562],[-0.04598948],[-0.04347223],[-0.04121212],[-0.03808739],[-0.03589446]
(0.004980187565058218+0j),[7.59996306e-16],[1.],[-0.14025639],[1.],[-0.10495745],[-0.0643759],[-0.05839766],[-0.05276448],[-0.04832682],[-0.04599882],[-0.04347987],[-0.04121811],[-0.0380919],[-0.03589757],[-0.03375948]
(0.004100905791776921+0j),[-5.08147976e-17],[1.],[-0.1274038],[1.],[-0.09457004],[-0.05841178],[-0.05277664],[-0.0483372],[-0.04600754],[-0.0434871],[-0.04122394],[-0.03809627],[-0.03590082],[-0.0337615],[-0.03017767]
(0.004964943320114741+0j),[7.67381562e-17],[1.],[-0.14029889],[1.],[-0.08860683],[-0.05278738],[-0.04834635],[-0.04601532],[-0.04349356],[-0.04122915],[-0.0381003],[-0.03590374],[-0.03376345],[-0.03017872],[-0.03018259]
(0.006553698496995926+0j),[-6.31876894e-16],[1.],[-0.16117362],[1.],[-0.08678736],[-0.0483544],[-0.04602217],[-0.04349933],[-0.04123384],[-0.03810397],[-0.03590646],[-0.03376531],[-0.03017984],[-0.03018306],[-0.0339907]
(0.006715117590263388+0j),[-5.53253193e-16],[1.],[-0.16314431],[1.],[-0.0849249],[-0.0460272],[-0.04350357],[-0.04123739],[-0.03810671],[-0.03590859],[-0.03376686],[-0.03018063],[-0.03018354],[-0.0339907],[-0.03656469]
(0.00837501777082961+0j),[-1.21012954e-15],[1.],[-0.18207019],[1.],[-0.08495316],[-0.04350685],[-0.04124013],[-0.0381089],[-0.03591029],[-0.03376811],[-0.0301814],[-0.030184],[-0.03399084],[-0.03656461],[-0.03892211]
(0.0071407868132397+0j),[-1.91522204e-15],[1.],[-0.16816915],[1.],[-0.08299739],[-0.04124263],[-0.03811101],[-0.03591197],[-0.03376939],[-0.03018226],[-0.03018461],[-0.03399118],[-0.03656474],[-0.03892202],[-0.03948754]
(0.007827322227322983+0j),[-1.15142761e-15],[1.],[-0.17600758],[1.],[-0.08004905],[-0.03811305],[-0.03591365],[-0.03377071],[-0.03018324],[-0.0301853],[-0.03399167],[-0.03656501],[-0.03892213],[-0.03948738],[-0.03880393]
(0.008974341366469914+0j),[-1.70564606e-15],[1.],[-0.18835205],[1.],[-0.07919493],[-0.03591531],[-0.03377203],[-0.03018423],[-0.03018607],[-0.03399225],[-0.03656538],[-0.03892239],[-0.03948745],[-0.03880382],[-0.04107985]
(0.010119872329012356+0j),[-1.33536413e-15],[1.],[-0.19987579],[1.],[-0.07968784],[-0.03377324],[-0.03018526],[-0.03018691],[-0.03399289],[-0.03656584],[-0.03892271],[-0.03948761],[-0.03880389],[-0.04107977],[-0.04377075]
(0.010649610115880162+0j),[-1.25969572e-14],[1.],[-0.20493811],[1.],[-0.0794149],[-0.03018628],[-0.03018777],[-0.03399359],[-0.03656638],[-0.03892314],[-0.03948788],[-0.03880404],[-0.04107984],[-0.04377069],[-0.04564028]
(0.011472371010179802+0j),[-6.59965265e-15],[1.],[-0.2125783],[1.],[-0.07725986],[-0.03018841],[-0.03399419],[-0.03656685],[-0.0389235],[-0.03948819],[-0.03880419],[-0.04107994],[-0.04377071],[-0.04564024],[-0.04707256]
(0.01017170221732567+0j),[-1.13491154e-14],[1.],[-0.20019039],[1.],[-0.07672623],[-0.03399454],[-0.03656719],[-0.03892374],[-0.03948837],[-0.03880435],[-0.04108001],[-0.04377075],[-0.04564021],[-0.04707253],[-0.04653729]
(0.01096135066319823+0j),[-1.0707527e-14],[1.],[-0.20772262],[1.],[-0.07998481],[-0.03656744],[-0.03892399],[-0.03948855],[-0.03880447],[-0.04108013],[-0.04377081],[-0.04564026],[-0.04707252],[-0.04653729],[-0.04598992]
(0.011533046966055328+0j),[-6.49468946e-15],[1.],[-0.21298123],[1.],[-0.08399957],[-0.0389243],[-0.03948875],[-0.03880465],[-0.0410803],[-0.04377094],[-0.04564036],[-0.04707261],[-0.04653734],[-0.04598999],[-0.04743176]
(0.015146304677045848+0j),[-1.06519295e-14],[1.],[-0.24369454],[1.],[-0.09041699],[-0.03948904],[-0.03880489],[-0.04108052],[-0.04377115],[-0.04564053],[-0.04707278],[-0.04653746],[-0.04599009],[-0.04743188],[-0.05149237]
(0.015472716120914689+0j),[-8.78877481e-15],[1.],[-0.24615853],[1.],[-0.09471713],[-0.03880523],[-0.04108083],[-0.04377144],[-0.0456408],[-0.04707301],[-0.04653768],[-0.04599027],[-0.04743204],[-0.05149253],[-0.05522772]
