Es,Sx,Sxx,Sy,Syy,P-10,P-9,P-8,P-7,P-6,P-5,P-4,P-3,P-2,P-1,P0
(6.004060576390566e-05+0j),[-2.99755307e-17],[1.],[-0.0154967],[1.],[-0.0017472],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[-0.0017472]
(0.0001092184085678634+0j),[-6.31833837e-16],[1.],[-0.02090031],[1.],[-0.00410357],[-1.17305488e-32],[1.64905986e-38],[5.75656482e-39],[0.],[0.],[0.],[0.],[0.],[-0.0017472],[-0.00410357]
(0.00024046887944390835+0j),[-1.18017935e-14],[1.],[-0.03101016],[1.],[-0.00585267],[3.93389796e-29],[3.79502322e-29],[-8.79744821e-29],[1.51529371e-29],[-2.41828164e-29],[9.54010305e-29],[-2.08744589e-26],[-0.0017472],[-0.00410357],[-0.00585267]
(0.000647602971629327+0j),[-2.31891469e-14],[1.],[-0.05087878],[1.],[-0.00923285],[-4.78257246e-26],[1.77984147e-27],[-3.06864056e-25],[2.50274748e-30],[3.95058966e-25],[-1.89536986e-26],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285]
(0.0026948162339388714+0j),[-2.19445058e-14],[1.],[-0.10367828],[1.],[-0.01742966],[-1.21742219e-24],[1.77287453e-24],[1.259466e-24],[2.11342788e-24],[-1.40803074e-26],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966]
(0.0053994365248840005+0j),[-1.48900139e-14],[1.],[-0.14654022],[1.],[-0.02821542],[1.78190434e-24],[1.30090023e-24],[1.95157054e-24],[8.73583983e-25],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542]
(0.009815854727509841+0j),[-1.69625342e-14],[1.],[-0.19710312],[1.],[-0.03875301],[6.56038835e-25],[1.1856316e-24],[3.59933576e-25],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301]
(0.014818479465702306+0j),[-1.80333996e-14],[1.],[-0.24147806],[1.],[-0.04945698],[-1.34356001e-23],[2.33257134e-21],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698]
(0.026999631298115407+0j),[-8.68424931e-15],[1.],[-0.32379132],[1.],[-0.06377314],[2.09831022e-21],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.06377314]
(0.041786499630527774+0j),[-1.54930115e-14],[1.],[-0.39936086],[1.],[-0.08158083],[-0.0017472],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.06377314],[-0.08158083]
(0.045181179928635316+0j),[-1.34143502e-14],[1.],[-0.41378699],[1.],[-0.09342692],[-0.00410357],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.06377314],[-0.08158083],[-0.09167971]
(0.0621066995166183+0j),[-1.27021028e-14],[1.],[-0.48028798],[1.],[-0.10495894],[-0.00585267],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.06377314],[-0.08158083],[-0.09167971],[-0.10085537]
(0.07301411900790337+0j),[-1.13255158e-14],[1.],[-0.51659145],[1.],[-0.11826544],[-0.00923285],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.06377314],[-0.08158083],[-0.09167971],[-0.10085537],[-0.11241277]
(0.08037377505908026+0j),[-8.40774834e-15],[1.],[-0.53840699],[1.],[-0.12818568],[-0.01742966],[-0.02821542],[-0.03875301],[-0.04945698],[-0.06377314],[-0.08158083],[-0.09167971],[-0.10085537],[-0.11241277],[-0.11895284]
(0.08184619618899848+0j),[-6.94903129e-15],[1.],[-0.54112458],[1.],[-0.13913729],[-0.02821542],[-0.03875301],[-0.04945698],[-0.06377314],[-0.08158083],[-0.09167971],[-0.10085537],[-0.11241277],[-0.11895284],[-0.12170763]
(0.09026398265303619+0j),[-6.06796925e-15],[1.],[-0.56440086],[1.],[-0.15286659],[-0.03875302],[-0.04945699],[-0.06377315],[-0.08158085],[-0.09167973],[-0.10085539],[-0.11241279],[-0.11895286],[-0.12170764],[-0.12465118]
(0.0881437209665923+0j),[-4.50172572e-15],[1.],[-0.55626103],[1.],[-0.16509456],[-0.04945706],[-0.06377324],[-0.08158096],[-0.09167985],[-0.10085551],[-0.11241292],[-0.11895299],[-0.12170777],[-0.1246513],[-0.1263415]
(0.0954221001664293+0j),[-3.19288927e-15],[1.],[-0.57538695],[1.],[-0.17704941],[-0.06377359],[-0.08158137],[-0.09168031],[-0.10085599],[-0.11241343],[-0.1189535],[-0.12170828],[-0.12465179],[-0.12634196],[-0.12759211]
(0.09077827354302696+0j),[-2.60742038e-15],[1.],[-0.56032665],[1.],[-0.19181191],[-0.08158259],[-0.09168162],[-0.10085737],[-0.1124149],[-0.11895498],[-0.12170976],[-0.12465323],[-0.12634332],[-0.12759335],[-0.12803735]
(0.08794322202144945+0j),[-1.17160089e-15],[1.],[-0.55064731],[1.],[-0.20683356],[-0.09168552],[-0.10086152],[-0.11241933],[-0.11895948],[-0.12171423],[-0.12465764],[-0.12634759],[-0.12759739],[-0.1280411],[-0.12524738]
(0.07707989243570633+0j),[-8.33520361e-16],[1.],[-0.5160522],[1.],[-0.2119645],[-0.10087333],[-0.11243203],[-0.11897251],[-0.12172716],[-0.12467045],[-0.12636007],[-0.12760943],[-0.12805253],[-0.1252578],[-0.12026788]
(0.07371297868063845+0j),[-5.69803877e-16],[1.],[-0.50494849],[1.],[-0.21600239],[-0.11245354],[-0.11899468],[-0.12174933],[-0.12469235],[-0.12638159],[-0.12763019],[-0.12807246],[-0.12527634],[-0.12028473],[-0.11510907]
(0.068693550544765+0j),[-1.14084084e-15],[1.],[-0.48819746],[1.],[-0.22445977],[-0.11902972],[-0.12178448],[-0.12472745],[-0.12641592],[-0.12766379],[-0.12810464],[-0.12530661],[-0.12031248],[-0.11513414],[-0.11197214]
(0.0672272042700602+0j),[1.08157636e-15],[1.],[-0.48395924],[1.],[-0.22869885],[-0.12184248],[-0.12478539],[-0.12647344],[-0.12771962],[-0.12815899],[-0.12535783],[-0.12035986],[-0.11517734],[-0.11201158],[-0.10961113]
(0.060580192435703006+0j),[1.78389615e-15],[1.],[-0.46073685],[1.],[-0.2284429],[-0.12486351],[-0.12655059],[-0.12779584],[-0.12823274],[-0.12542779],[-0.12042529],[-0.11523778],[-0.11206648],[-0.10966019],[-0.10652241]
(0.048210294268628696+0j),[-2.8105165e-15],[1.],[-0.41222375],[1.],[-0.22340808],[-0.12664196],[-0.12788581],[-0.12832071],[-0.12551141],[-0.12050361],[-0.11531035],[-0.11213282],[-0.10972008],[-0.10657515],[-0.09845239]
(0.043571140920329154+0j),[-1.06017239e-15],[1.],[-0.39380462],[1.],[-0.21764523],[-0.12799403],[-0.12842673],[-0.12561263],[-0.12059879],[-0.11539893],[-0.11221445],[-0.10979402],[-0.10664117],[-0.09850982],[-0.09089332]
(0.03799020631899296+0j),[-5.03514316e-15],[1.],[-0.36953111],[1.],[-0.21420296],[-0.12854989],[-0.12573038],[-0.1207101],[-0.11550236],[-0.11231053],[-0.10988232],[-0.10672005],[-0.09857902],[-0.09095322],[-0.08608302]
(0.035753406861589385+0j),[6.87028279e-16],[1.],[-0.36069182],[1.],[-0.21104078],[-0.12586662],[-0.1208385],[-0.11562245],[-0.11242257],[-0.10998546],[-0.10681357],[-0.09866177],[-0.09102511],[-0.0861442],[-0.0823486]
(0.031170373817194414+0j),[2.95934833e-15],[1.],[-0.33853069],[1.],[-0.20488224],[-0.12098853],[-0.11576269],[-0.11255368],[-0.1101069],[-0.10692478],[-0.09875998],[-0.09111069],[-0.08621869],[-0.08241182],[-0.07885696]
(0.030830083171889948+0j),[3.34194928e-15],[1.],[-0.33858886],[1.],[-0.19751849],[-0.11591966],[-0.11270024],[-0.11024284],[-0.10704905],[-0.09887032],[-0.09120747],[-0.08630291],[-0.08248274],[-0.0789158],[-0.07636219]
(0.027903353957365037+0j),[3.51652842e-15],[1.],[-0.32348629],[1.],[-0.19073916],[-0.11284786],[-0.11037944],[-0.10717435],[-0.09898172],[-0.09130554],[-0.08638794],[-0.08255538],[-0.07897583],[-0.07641037],[-0.07466235]
(0.022673184955134963+0j),[2.6983412e-15],[1.],[-0.29264182],[1.],[-0.1824802],[-0.110518],[-0.10730173],[-0.09909555],[-0.09140575],[-0.08647494],[-0.08262999],[-0.0790384],[-0.07646053],[-0.07470274],[-0.06948176]
(0.01755214072946856+0j),[5.51536951e-16],[1.],[-0.25831473],[1.],[-0.17280533],[-0.10744292],[-0.09922148],[-0.09151732],[-0.0865728],[-0.0827141],[-0.07910955],[-0.07651916],[-0.07474977],[-0.06951824],[-0.06213406]
(0.014573509315664939+0j),[1.30690866e-15],[1.],[-0.23624281],[1.],[-0.16336221],[-0.09935488],[-0.09163562],[-0.08667742],[-0.08280514],[-0.07918733],[-0.07658435],[-0.07480319],[-0.06956046],[-0.06216592],[-0.05577071]
(0.011016406943647387+0j),[1.54721947e-15],[1.],[-0.20595431],[1.],[-0.14935229],[-0.09175141],[-0.08678087],[-0.08289593],[-0.07926576],[-0.07665103],[-0.07485864],[-0.06960543],[-0.06220035],[-0.05579663],[-0.04986676]
(0.009848842633097911+0j),[1.21152068e-15],[1.],[-0.19540235],[1.],[-0.13711179],[-0.08687382],[-0.08297805],[-0.07933698],[-0.07671193],[-0.07490937],[-0.06964683],[-0.0622325],[-0.05582049],[-0.04988394],[-0.04525594]
(0.008742569317796024+0j),[-2.44366046e-16],[1.],[-0.18460696],[1.],[-0.12980358],[-0.08305145],[-0.07940104],[-0.07676693],[-0.07495581],[-0.06968474],[-0.06226246],[-0.05584322],[-0.04989995],[-0.04526657],[-0.04284677]
(0.007644794589929502+0j),[2.91376164e-16],[1.],[-0.17301525],[1.],[-0.12344194],[-0.07946203],[-0.07681923],[-0.07500149],[-0.06972199],[-0.0622924],[-0.05586652],[-0.04991723],[-0.0452781],[-0.04285447],[-0.04032173]
(0.006934032006200382+0j),[-3.73103871e-16],[1.],[-0.16509541],[1.],[-0.11764015],[-0.07686939],[-0.07504513],[-0.06975862],[-0.06232256],[-0.05589042],[-0.04993534],[-0.04529166],[-0.04286363],[-0.04032728],[-0.03812106]
(0.005429113835437089+0j),[6.04097804e-16],[1.],[-0.1462903],[1.],[-0.11202172],[-0.07508403],[-0.06979188],[-0.06235016],[-0.05591281],[-0.04995309],[-0.04530529],[-0.04287347],[-0.04033393],[-0.0381247],[-0.03510807]
(0.005470028157856544+0j),[-1.01728248e-15],[1.],[-0.14705339],[1.],[-0.10819014],[-0.06982058],[-0.06237425],[-0.05593266],[-0.04996912],[-0.04531798],[-0.04288317],[-0.04034089],[-0.03812928],[-0.03511057],[-0.03307295]
(0.004203920806405547+0j),[-1.10585597e-15],[1.],[-0.12903164],[1.],[-0.10097319],[-0.06239548],[-0.05595045],[-0.04998382],[-0.04532988],[-0.04289263],[-0.04034809],[-0.03813448],[-0.03511394],[-0.03307465],[-0.03112748]
(0.003461325619081948+0j),[-1.39719113e-15],[1.],[-0.11716756],[1.],[-0.09017135],[-0.05596588],[-0.04999668],[-0.04534048],[-0.04290119],[-0.04035481],[-0.03813945],[-0.03511736],[-0.03307675],[-0.03112825],[-0.02775748]
(0.004331204860182376+0j),[-1.17823622e-15],[1.],[-0.13113518],[1.],[-0.08397387],[-0.05000764],[-0.0453496],[-0.04290861],[-0.04036068],[-0.03814393],[-0.03512054],[-0.03307869],[-0.03112924],[-0.02775757],[-0.02799495]
(0.005907639487311215+0j),[-1.15187013e-15],[1.],[-0.15311162],[1.],[-0.08206514],[-0.04535727],[-0.04291501],[-0.04036584],[-0.03814793],[-0.03512348],[-0.03308066],[-0.03113033],[-0.02775789],[-0.0279947],[-0.0320483]
(0.006145657976748962+0j),[-2.1817642e-15],[1.],[-0.15615164],[1.],[-0.08022982],[-0.04291953],[-0.04036943],[-0.03815074],[-0.03512567],[-0.0330822],[-0.03113122],[-0.02775815],[-0.02799466],[-0.03204784],[-0.03486725]
(0.007830972491632683+0j),[-2.45206746e-15],[1.],[-0.17613525],[1.],[-0.08038743],[-0.04037208],[-0.03815291],[-0.03512736],[-0.03308342],[-0.03113202],[-0.02775849],[-0.02799477],[-0.03204769],[-0.03486692],[-0.03746458]
(0.0067204593602658525+0j),[-2.03896641e-15],[1.],[-0.16320907],[1.],[-0.0786336],[-0.03815489],[-0.03512896],[-0.03308463],[-0.03113287],[-0.02775901],[-0.02799505],[-0.03204776],[-0.03486684],[-0.03746428],[-0.03825911]
(0.007468153241702759+0j),[-2.28256601e-15],[1.],[-0.1719808],[1.],[-0.07594762],[-0.03513051],[-0.03308585],[-0.03113381],[-0.02775965],[-0.02799546],[-0.03204798],[-0.03486692],[-0.03746422],[-0.03825889],[-0.0377908]
(0.008670373232126846+0j),[-2.48740969e-15],[1.],[-0.1851888],[1.],[-0.07540137],[-0.03308708],[-0.03113476],[-0.02776033],[-0.02799597],[-0.03204832],[-0.03486711],[-0.0374643],[-0.03825884],[-0.03779065],[-0.04026935]
(0.009875416210656499+0j),[-2.51937784e-15],[1.],[-0.19749534],[1.],[-0.07623424],[-0.03113565],[-0.02776107],[-0.02799653],[-0.03204873],[-0.03486738],[-0.03746447],[-0.0382589],[-0.03779062],[-0.04026924],[-0.04314591]
(0.0104710249937339+0j),[-2.70390519e-15],[1.],[-0.20325368],[1.],[-0.07631872],[-0.0277618],[-0.02799714],[-0.03204919],[-0.03486774],[-0.03746474],[-0.03825903],[-0.0377907],[-0.0402692],[-0.04314581],[-0.04518207]
(0.011353363794634898+0j),[-3.03273923e-15],[1.],[-0.21150663],[1.],[-0.07452446],[-0.02799757],[-0.0320496],[-0.03486804],[-0.03746497],[-0.03825922],[-0.03779078],[-0.04026925],[-0.0431458],[-0.04518202],[-0.04676198]
(0.010113728210971503+0j),[-2.28945387e-15],[1.],[-0.19964523],[1.],[-0.07435293],[-0.03204981],[-0.03486826],[-0.03746511],[-0.03825932],[-0.03779086],[-0.04026929],[-0.0431458],[-0.04518198],[-0.04676195],[-0.046355]
(0.01094933908100035+0j),[-2.39021728e-15],[1.],[-0.20762736],[1.],[-0.07796782],[-0.03486841],[-0.03746527],[-0.03825943],[-0.03779093],[-0.04026936],[-0.04314583],[-0.04518201],[-0.04676192],[-0.046355],[-0.04591779]
(0.011561913096859175+0j),[-2.02440101e-15],[1.],[-0.21325861],[1.],[-0.08232102],[-0.03746548],[-0.03825956],[-0.03779106],[-0.04026947],[-0.04314592],[-0.04518208],[-0.04676198],[-0.04635504],[-0.04591783],[-0.04745235]
(0.015217750457706795+0j),[-1.49148749e-15],[1.],[-0.24426919],[1.],[-0.08905426],[-0.03825976],[-0.03779122],[-0.04026963],[-0.04314606],[-0.0451822],[-0.0467621],[-0.04635512],[-0.04591791],[-0.04745245],[-0.05158855]
(0.015575280275233366+0j),[-1.98830728e-15],[1.],[-0.24696651],[1.],[-0.09364367],[-0.03779149],[-0.04026986],[-0.04314629],[-0.0451824],[-0.04676229],[-0.0463553],[-0.04591805],[-0.04745259],[-0.05158868],[-0.05538362]
