Es,Sx,Sxx,Sy,Syy,P-10,P-9,P-8,P-7,P-6,P-5,P-4,P-3,P-2,P-1,P0
(0.011158349100120321+0j),[2.55311006e-15],[1.],[-0.20955151],[1.],[-0.07964459],[-0.03605168],[-0.03860846],[-0.03934502],[-0.03880573],[-0.04120081],[-0.04398705],[-0.04593024],[-0.04741691],[-0.04691946],[-0.04639486]
(0.011737026343822222+0j),[3.5213181e-15],[1.],[-0.21482356],[1.],[-0.08389768],[-0.03860871],[-0.03934519],[-0.03880589],[-0.04120096],[-0.04398716],[-0.04593035],[-0.04741698],[-0.04691952],[-0.04639493],[-0.04784571]
(0.015375964753352784+0j),[8.13805447e-15],[1.],[-0.24549391],[1.],[-0.09051199],[-0.03934544],[-0.0388061],[-0.04120116],[-0.04398735],[-0.0459305],[-0.04741714],[-0.04691964],[-0.04639503],[-0.04784583],[-0.051903]
(0.015696751981585648+0j),[8.45542486e-15],[1.],[-0.2478913],[1.],[-0.09497172],[-0.03880642],[-0.04120145],[-0.04398763],[-0.04593075],[-0.04741738],[-0.04691986],[-0.04639521],[-0.047846],[-0.05190316],[-0.05562594]
(0.01470662244759289+0j),[9.82010039e-15],[1.],[-0.23992302],[1.],[-0.09380456],[-0.04120182],[-0.04398794],[-0.04593107],[-0.04741768],[-0.04692012],[-0.04639546],[-0.04784623],[-0.05190337],[-0.05562613],[-0.05499778]
(0.025370200268169836+0j),[1.50671168e-14],[1.],[-0.31368515],[1.],[-0.10365174],[-0.0439883],[-0.0459314],[-0.04741801],[-0.04692042],[-0.04639572],[-0.04784648],[-0.05190359],[-0.05562633],[-0.054998],[-0.06244953]
(0.03796163783644499+0j),[1.14574426e-14],[1.],[-0.38109147],[1.],[-0.1223585],[-0.04593185],[-0.04741842],[-0.04692081],[-0.04639611],[-0.04784683],[-0.05190392],[-0.05562663],[-0.05499825],[-0.0624498],[-0.07836973]
(0.0520193061522237+0j),[2.3393436e-14],[1.],[-0.44236162],[1.],[-0.13881215],[-0.04741903],[-0.04692136],[-0.04639662],[-0.04784734],[-0.05190439],[-0.0556271],[-0.05499866],[-0.06245018],[-0.07837013],[-0.09287967]
(0.06713715748548477+0j),[1.92099151e-14],[1.],[-0.4976949],[1.],[-0.15344662],[-0.04692213],[-0.04639731],[-0.04784796],[-0.05190505],[-0.0556277],[-0.05499922],[-0.0624507],[-0.07837066],[-0.09288021],[-0.10602686]
(0.07326278713482519+0j),[2.23794038e-14],[1.],[-0.51682502],[1.],[-0.16130903],[-0.04639811],[-0.04784867],[-0.0519058],[-0.05562842],[-0.05499989],[-0.06245135],[-0.0783713],[-0.09288081],[-0.10602746],[-0.11438608]
(0.08103509649782788+0j),[2.32886349e-14],[1.],[-0.53993006],[1.],[-0.16555033],[-0.04784961],[-0.05190658],[-0.05562924],[-0.05500061],[-0.06245209],[-0.07837203],[-0.09288149],[-0.10602813],[-0.11438671],[-0.11915139]
(0.0858709097405017+0j),[2.80037956e-14],[1.],[-0.55277729],[1.],[-0.1710477],[-0.05190773],[-0.05563013],[-0.05500145],[-0.06245298],[-0.0783729],[-0.09288235],[-0.1060289],[-0.11438746],[-0.11915208],[-0.12319712]
(0.09578965626623306+0j),[2.12721093e-14],[1.],[-0.57935636],[1.],[-0.17956354],[-0.05563152],[-0.05500269],[-0.06245396],[-0.07837418],[-0.09288347],[-0.10603003],[-0.11438844],[-0.11915297],[-0.12319799],[-0.12765449]
(0.09619873601127496+0j),[1.95625364e-14],[1.],[-0.57833866],[1.],[-0.18614995],[-0.05500458],[-0.06245587],[-0.07837589],[-0.09288544],[-0.10603181],[-0.11439021],[-0.11915451],[-0.12319948],[-0.12765589],[-0.13051662]
(0.10604599199138626+0j),[2.83590363e-14],[1.],[-0.60273068],[1.],[-0.1881772],[-0.06245838],[-0.07837843],[-0.09288798],[-0.1060346],[-0.1143926],[-0.11915702],[-0.12320175],[-0.127658],[-0.13051853],[-0.13317039]
(0.10613009738475683+0j),[2.66116672e-14],[1.],[-0.60066363],[1.],[-0.19812798],[-0.07838136],[-0.0928906],[-0.1060375],[-0.11439536],[-0.11915953],[-0.12320422],[-0.12766016],[-0.1305205],[-0.13317217],[-0.13566704]
(0.10395768166729612+0j),[1.96755046e-14],[1.],[-0.59293081],[1.],[-0.21294658],[-0.09289576],[-0.10604249],[-0.11440063],[-0.11916447],[-0.12320881],[-0.12766474],[-0.13052455],[-0.13317583],[-0.13567041],[-0.13456021]
(0.09927236626952946+0j),[1.83729769e-14],[1.],[-0.57871693],[1.],[-0.22499555],[-0.10605563],[-0.11441371],[-0.11917762],[-0.12322152],[-0.12767683],[-0.13053628],[-0.13318657],[-0.13568071],[-0.13456951],[-0.13208743]
(0.09322435555931098+0j),[1.56382587e-14],[1.],[-0.56078838],[1.],[-0.23454972],[-0.11444118],[-0.11920462],[-0.12324843],[-0.12770316],[-0.13056146],[-0.13321078],[-0.13570356],[-0.1345909],[-0.13210671],[-0.12846777]
(0.08582051531819831+0j),[1.34337668e-14],[1.],[-0.53868409],[1.],[-0.23845177],[-0.11925383],[-0.12329696],[-0.12775143],[-0.1306085],[-0.13325609],[-0.13574716],[-0.13463168],[-0.13214435],[-0.12850164],[-0.12396203]
(0.07860822658435974+0j),[1.24133235e-14],[1.],[-0.51660258],[1.],[-0.23830953],[-0.12336665],[-0.12782051],[-0.1306767],[-0.13332233],[-0.13581105],[-0.13469246],[-0.1322005],[-0.12855298],[-0.12400802],[-0.11898634]
(0.08868787658752086+0j),[9.08021432e-15],[1.],[-0.5488388],[1.],[-0.24360924],[-0.12790809],[-0.13076192],[-0.13340699],[-0.13589269],[-0.13476985],[-0.13227343],[-0.12861983],[-0.12406729],[-0.11903996],[-0.12015545]
(0.0984799345433777+0j),[6.64090123e-15],[1.],[-0.57713669],[1.],[-0.25499509],[-0.13086843],[-0.13350997],[-0.13599474],[-0.1348673],[-0.13236442],[-0.12870476],[-0.12414466],[-0.11910799],[-0.12021509],[-0.1269805]
(0.1079837567383526+0j),[4.60405555e-15],[1.],[-0.60213366],[1.],[-0.26399181],[-0.13364127],[-0.13612304],[-0.13499105],[-0.13248151],[-0.12881349],[-0.12424457],[-0.11919824],[-0.12029594],[-0.1270497],[-0.13299116]
(0.11711643156529401+0j),[2.7779984e-15],[1.],[-0.6240733],[1.],[-0.27207896],[-0.13627489],[-0.13513833],[-0.13262211],[-0.12894429],[-0.12436552],[-0.11930902],[-0.12039547],[-0.12713825],[-0.13306788],[-0.13828199]
(0.10228085417077189+0j),[2.14347067e-15],[1.],[-0.58508477],[1.],[-0.27280483],[-0.1353101],[-0.13278212],[-0.12909531],[-0.12450915],[-0.11943908],[-0.12051388],[-0.12724727],[-0.13316214],[-0.13836522],[-0.13635387]
(0.09653531475116071+0j),[2.5781406e-16],[1.],[-0.56941044],[1.],[-0.26569455],[-0.13297981],[-0.12927742],[-0.12467706],[-0.119597],[-0.12066264],[-0.1273798],[-0.13328322],[-0.13847253],[-0.13644709],[-0.13017938]
(0.0870607585468797+0j),[1.80946409e-15],[1.],[-0.5424226],[1.],[-0.25858191],[-0.12949087],[-0.12487152],[-0.11977648],[-0.12083379],[-0.12753543],[-0.13342384],[-0.13859897],[-0.13655004],[-0.1302689],[-0.12537962]
(0.08145875923945024+0j),[1.22360658e-15],[1.],[-0.52625457],[1.],[-0.25023827],[-0.12509034],[-0.11997774],[-0.12102385],[-0.12771228],[-0.13358284],[-0.13874199],[-0.13667058],[-0.13037061],[-0.12546646],[-0.12050989]
(0.0777664612199133+0j),[1.95926472e-15],[1.],[-0.51571558],[1.],[-0.2428265],[-0.12019884],[-0.12123062],[-0.12790649],[-0.13375987],[-0.1389005],[-0.13680727],[-0.13048672],[-0.12556339],[-0.1205891],[-0.11749797]
(0.06917741461591925+0j),[1.58541792e-15],[1.],[-0.48808622],[1.],[-0.23362135],[-0.12144406],[-0.12810767],[-0.13394505],[-0.13906705],[-0.13695346],[-0.13061055],[-0.12566654],[-0.12067631],[-0.11756822],[-0.11319687]
(0.06019112999046016+0j),[1.05180301e-15],[1.],[-0.45693276],[1.],[-0.228221],[-0.12830697],[-0.13413089],[-0.13923547],[-0.13710175],[-0.13073875],[-0.12577617],[-0.1207648],[-0.11764239],[-0.11325547],[-0.10656721]
(0.05099482739191053+0j),[-1.57974179e-16],[1.],[-0.422217],[1.],[-0.2276742],[-0.13434163],[-0.13943081],[-0.13727643],[-0.13089115],[-0.12590845],[-0.12087873],[-0.11773433],[-0.11333185],[-0.10663128],[-0.09914382]
(0.05783724377725353+0j),[7.02139197e-16],[1.],[-0.45241688],[1.],[-0.23325952],[-0.1396855],[-0.13750872],[-0.13109918],[-0.12609271],[-0.12103981],[-0.11787367],[-0.1134507],[-0.10673057],[-0.09922606],[-0.0986493]
(0.059027402204592544+0j),[-1.58059745e-16],[1.],[-0.45874841],[1.],[-0.24276035],[-0.13780051],[-0.13136338],[-0.12632927],[-0.12125059],[-0.11806193],[-0.11361734],[-0.10687321],[-0.09934443],[-0.0987482],[-0.10276226]
(0.05681912302535826+0j),[-3.95053593e-16],[1.],[-0.45166601],[1.],[-0.24083684],[-0.1316873],[-0.1266248],[-0.12151636],[-0.11830208],[-0.11383342],[-0.10706345],[-0.09950904],[-0.09888859],[-0.10287707],[-0.10268292]
(0.06386335544282706+0j),[1.06183704e-16],[1.],[-0.47922971],[1.],[-0.23702188],[-0.12693191],[-0.12179482],[-0.11855522],[-0.11406227],[-0.10726655],[-0.09968681],[-0.09904177],[-0.1030059],[-0.10278532],[-0.10500131]
(0.06102918084368178+0j),[1.05267206e-15],[1.],[-0.46928098],[1.],[-0.23416942],[-0.12204742],[-0.11878532],[-0.11427052],[-0.10745247],[-0.09985103],[-0.09918413],[-0.10312648],[-0.1028832],[-0.10507916],[-0.10696185]
(0.06239535869073895+0j),[-2.39439466e-16],[1.],[-0.47471953],[1.],[-0.22872431],[-0.11900068],[-0.11446349],[-0.10762462],[-0.10000324],[-0.09931756],[-0.10324304],[-0.10297769],[-0.10515685],[-0.10702118],[-0.10644912]
(0.06510889867955572+0j),[-4.64703518e-16],[1.],[-0.48468222],[1.],[-0.2273726],[-0.11463886],[-0.10778269],[-0.10014259],[-0.09944207],[-0.10335132],[-0.10306895],[-0.1052315],[-0.10707922],[-0.10649515],[-0.10818019]
(0.06728583323294814+0j),[-5.0622459e-16],[1.],[-0.49229237],[1.],[-0.22495864],[-0.10792975],[-0.10027332],[-0.09956027],[-0.10345595],[-0.10315815],[-0.10530684],[-0.10713966],[-0.10654287],[-0.10821744],[-0.11015694]
(0.07055676679154416+0j),[-1.2120091e-16],[1.],[-0.50331241],[1.],[-0.22031553],[-0.10039102],[-0.09966972],[-0.10355215],[-0.10324057],[-0.10537879],[-0.10719889],[-0.10658894],[-0.10825573],[-0.11018443],[-0.11225396]
(0.0792444568552412+0j),[-5.49332656e-16],[1.],[-0.53122036],[1.],[-0.2171585],[-0.09977221],[-0.10364531],[-0.10332246],[-0.10544849],[-0.10725739],[-0.10663753],[-0.108293],[-0.11021256],[-0.11227693],[-0.11665314]
(0.08844202467378222+0j),[8.12771951e-16],[1.],[-0.55818478],[1.],[-0.22272009],[-0.10374404],[-0.10341003],[-0.10552421],[-0.10732069],[-0.10668949],[-0.10833638],[-0.110242],[-0.11230108],[-0.11667272],[-0.12283798]
(0.09530149140440386+0j),[1.35318046e-15],[1.],[-0.57637985],[1.],[-0.23178579],[-0.10351629],[-0.10562072],[-0.10740146],[-0.10675789],[-0.10839349],[-0.11028992],[-0.11233401],[-0.11670101],[-0.12285876],[-0.12792328]
(0.09010500685447634+0j),[9.12204979e-16],[1.],[-0.5600546],[1.],[-0.23177654],[-0.10574512],[-0.10751559],[-0.10685312],[-0.10847414],[-0.11036185],[-0.11239508],[-0.11674292],[-0.12289843],[-0.12794945],[-0.12812343]
(0.10205307146351807+0j),[6.91867511e-16],[1.],[-0.59206358],[1.],[-0.23579086],[-0.10762995],[-0.10695649],[-0.1085649],[-0.1104377],[-0.11246079],[-0.11680222],[-0.12293995],[-0.12798826],[-0.12814958],[-0.12991971]
(0.09049414763627014+0j),[3.66721221e-16],[1.],[-0.55830311],[1.],[-0.23744748],[-0.10705891],[-0.10865838],[-0.11052155],[-0.11253321],[-0.11686552],[-0.12299645],[-0.12803128],[-0.12818787],[-0.12994935],[-0.12970473]
