Es,Sx,Sxx,Sy,Syy,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0020027958049782728+0j),[-9.33946325e-16],[1.],[-0.08941453],[1.],"(array([0.00504391]), array([0.00873631]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.01008782]), array([-1.46584134e-16]))"
(0.007153117107434165+0j),[4.52916428e-16],[1.],[-0.16852388],[1.],"(array([0.01454857]), array([0.02519885]))","(array([2.46711505e-29]), array([-1.5018685e-29]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.01008782]), array([6.11490025e-17]))","(array([0.02909713]), array([-2.68014777e-16]))"
(0.015573333653049321+0j),[-2.43994876e-15],[1.],[-0.24752418],[1.],"(array([0.02346707]), array([0.04064615]))","(array([1.2020817e-22]), array([-6.72067475e-24]))","(array([-4.21159568e-25]), array([1.0244951e-24]))","(array([0.01008782]), array([5.94142791e-17]))","(array([0.02909713]), array([-2.73218947e-16]))","(array([0.04693413]), array([-8.29197822e-16]))"
(0.023039696444281832+0j),[-1.54777564e-15],[1.],[-0.29973729],[1.],"(array([0.03085874]), array([0.0534489]))","(array([-2.68501809e-22]), array([-3.97473444e-22]))","(array([0.01008782]), array([-3.07046055e-16]))","(array([0.02909713]), array([4.08527379e-16]))","(array([0.04693413]), array([-5.46437895e-16]))","(array([0.06171748]), array([-7.45931095e-17]))"
(0.03650467818998009+0j),[-3.74711803e-15],[1.],[-0.37439846],[1.],"(array([0.03802445]), array([0.06586028]))","(array([0.01008782]), array([-7.84962373e-17]))","(array([0.02909713]), array([7.37257477e-17]))","(array([0.04693413]), array([-8.50014503e-16]))","(array([0.06171748]), array([-5.03069808e-17]))","(array([0.07604891]), array([-1.55431223e-15]))"
(0.05030046785656593+0j),[0.00177251],[1.],[-0.43575603],[1.],"(array([0.05560378]), array([0.07923738]))","(array([0.02909713]), array([4.68375339e-16]))","(array([0.04693413]), array([-1.85615412e-15]))","(array([0.06171748]), array([-1.14491749e-16]))","(array([0.07604891]), array([-1.45369827e-15]))","(array([0.09137957]), array([0.00020071]))"
(0.06638715456231133+0j),[0.00670929],[1.],[-0.49542886],[1.],"(array([0.08078275]), array([0.09144054]))","(array([0.04693413]), array([-2.56218657e-15]))","(array([0.06171748]), array([-8.44810333e-16]))","(array([0.07604891]), array([-1.39124823e-15]))","(array([0.09137957]), array([0.00020071]))","(array([0.10503265]), array([0.00095921]))"
(0.07553455756606678+0j),[0.01440364],[1.],[-0.52428996],[1.],"(array([0.10236086]), array([0.10076806]))","(array([0.06171748]), array([9.92261828e-16]))","(array([0.07604891]), array([-1.03736464e-15]))","(array([0.09137957]), array([0.00020071]))","(array([0.10503265]), array([0.00095921]))","(array([0.11498108]), array([0.00238307]))"
(0.09287219237874211+0j),[0.02411451],[1.],[-0.57417007],[1.],"(array([0.11989633]), array([0.10946825]))","(array([0.07604891]), array([-7.38992201e-16]))","(array([0.09137957]), array([0.00020071]))","(array([0.10503265]), array([0.00095921]))","(array([0.11498108]), array([0.00238307]))","(array([0.12389175]), array([0.00434975]))"
(0.1058794150415694+0j),[0.0355825],[1.],[-0.60597877],[1.],"(array([0.13675335]), array([0.11861812]))","(array([0.09137957]), array([0.00020071]))","(array([0.10503265]), array([0.00095921]))","(array([0.11498108]), array([0.00238307]))","(array([0.12389175]), array([0.00434975]))","(array([0.13307858]), array([0.00673744]))"
(0.12247585945511573+0j),[0.04884537],[1.],[-0.64249311],[1.],"(array([0.15352383]), array([0.12689743]))","(array([0.10503265]), array([0.00095921]))","(array([0.11498108]), array([0.00238307]))","(array([0.12389175]), array([0.00434975]))","(array([0.13307858]), array([0.00673744]))","(array([0.14079479]), array([0.00952982]))"
