Es,Sx,Sxx,Sy,Syy,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0016287204861149982+0j),[5.14624121e-16],[1.],[-0.08064832],[1.],"(array([0.00454883]), array([0.0078788]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00909766]), array([9.88792381e-17]))"
(0.006178724815529352+0j),[-1.33480716e-15],[1.],[-0.15670609],[1.],"(array([0.01338698]), array([0.02318692]))","(array([-8.17684537e-30]), array([-1.29404267e-30]))","(array([-1.55169735e-22]), array([-2.85635671e-22]))","(array([0.]), array([0.]))","(array([0.00909766]), array([-7.54604712e-17]))","(array([0.02677395]), array([6.15826834e-17]))"
(0.00558406255133238+0j),[-2.00748252e-15],[1.],[-0.14897417],[1.],"(array([0.01723188]), array([0.0298465]))","(array([-2.50237412e-22]), array([-1.28481581e-22]))","(array([6.31915982e-26]), array([8.55645635e-26]))","(array([0.00909766]), array([-6.89552582e-17]))","(array([0.02677395]), array([6.67868538e-17]))","(array([0.03446377]), array([-1.93421668e-16]))"
(0.012099932943054418+0j),[4.75983683e-16],[1.],[-0.2185599],[1.],"(array([0.02072788]), array([0.03590174]))","(array([9.55243434e-22]), array([1.42353838e-21]))","(array([0.00909766]), array([-6.80878964e-17]))","(array([0.02677395]), array([8.32667268e-17]))","(array([0.03446377]), array([1.6479873e-17]))","(array([0.04145576]), array([2.94902991e-17]))"
(0.021576074213834423+0j),[1.07716892e-14],[1.],[-0.2903328],[1.],"(array([0.02870162]), array([0.04971266]))","(array([0.00909766]), array([-7.50267903e-17]))","(array([0.02677395]), array([9.71445147e-17]))","(array([0.03446377]), array([7.70217223e-16]))","(array([0.04145576]), array([8.56953397e-16]))","(array([0.05740323]), array([3.11382864e-15]))"
(0.032688459037247944+0j),[0.0016505],[1.],[-0.35504593],[1.],"(array([0.04533308]), array([0.06313506]))","(array([0.02677395]), array([-2.33320308e-16]))","(array([0.03446377]), array([5.33427469e-16]))","(array([0.04145576]), array([1.01654796e-15]))","(array([0.05740323]), array([3.02362302e-15]))","(array([0.07279428]), array([0.00018673]))"
(0.031322258302321465+0j),[0.00642482],[1.],[-0.34718138],[1.],"(array([0.06557123]), array([0.06901916]))","(array([0.03446377]), array([1.49446427e-15]))","(array([0.04145576]), array([6.4878658e-16]))","(array([0.05740323]), array([2.91086599e-15]))","(array([0.07279428]), array([0.00018673]))","(array([0.07917099]), array([0.00091015]))"
(0.04281924705255841+0j),[0.01232039],[1.],[-0.40314277],[1.],"(array([0.07494349]), array([0.07434484]))","(array([0.04145576]), array([-9.19403442e-17]))","(array([0.05740323]), array([2.54136989e-15]))","(array([0.07279428]), array([0.00018673]))","(array([0.07917099]), array([0.00091015]))","(array([0.08462439]), array([0.00211595]))"
(0.05555729146816974+0j),[0.01905607],[1.],[-0.45540341],[1.],"(array([0.08680337]), array([0.08562613]))","(array([0.05740323]), array([3.00974523e-15]))","(array([0.07279428]), array([0.00018673]))","(array([0.07917099]), array([0.00091015]))","(array([0.08462439]), array([0.00211595]))","(array([0.09682822]), array([0.00354087]))"
(0.06851626105865533+0j),[0.02817865],[1.],[-0.50097496],[1.],"(array([0.1067151]), array([0.09607132]))","(array([0.07279428]), array([0.00018673]))","(array([0.07917099]), array([0.00091015]))","(array([0.08462439]), array([0.00211595]))","(array([0.09682822]), array([0.00354087]))","(array([0.10785616]), array([0.00533032]))"
(0.06049805146489718+0j),[0.03965091],[1.],[-0.46994056],[1.],"(array([0.12090719]), array([0.09881015]))","(array([0.07917099]), array([0.00091015]))","(array([0.08462439]), array([0.00211595]))","(array([0.09682822]), array([0.00354087]))","(array([0.10785616]), array([0.00533032]))","(array([0.10946685]), array([0.00764469]))"
(0.07145739381039914+0j),[0.05161745],[1.],[-0.50638027],[1.],"(array([0.12530187]), array([0.1014037]))","(array([0.08462439]), array([0.00211595]))","(array([0.09682822]), array([0.00354087]))","(array([0.10785616]), array([0.00533032]))","(array([0.10946685]), array([0.00764469]))","(array([0.11009543]), array([0.01029626]))"
(0.08244034549988889+0j),[0.06361058],[1.],[-0.53877651],[1.],"(array([0.1322949]), array([0.11068002]))","(array([0.09682822]), array([0.00354087]))","(array([0.10785616]), array([0.00533032]))","(array([0.10946685]), array([0.00764469]))","(array([0.11009543]), array([0.01029626]))","(array([0.11785453]), array([0.01299814]))"
(0.0939147231715785+0j),[0.07688102],[1.],[-0.56889624],[1.],"(array([0.14555461]), array([0.11963404]))","(array([0.10785616]), array([0.00533032]))","(array([0.10946685]), array([0.00764469]))","(array([0.11009543]), array([0.01029626]))","(array([0.11785453]), array([0.01299814]))","(array([0.12490287]), array([0.01584828]))"
(0.08205570948839501+0j),[0.09147254],[1.],[-0.52893726],[1.],"(array([0.15331119]), array([0.12201368]))","(array([0.10946685]), array([0.00764469]))","(array([0.11009543]), array([0.01029626]))","(array([0.11785453]), array([0.01299814]))","(array([0.12490287]), array([0.01584828]))","(array([0.12377829]), array([0.01897646]))"
(0.09047903411940914+0j),[0.10540082],[1.],[-0.55038887],[1.],"(array([0.15108516]), array([0.12413965]))","(array([0.11009543]), array([0.01029626]))","(array([0.11785453]), array([0.01299814]))","(array([0.12490287]), array([0.01584828]))","(array([0.12377829]), array([0.01897646]))","(array([0.12169678]), array([0.02220497]))"
(0.10034478604101575+0j),[0.11814418],[1.],[-0.57399633],[1.],"(array([0.15165033]), array([0.13269755]))","(array([0.11785453]), array([0.01299814]))","(array([0.12490287]), array([0.01584828]))","(array([0.12377829]), array([0.01897646]))","(array([0.12169678]), array([0.02220497]))","(array([0.12678013]), array([0.02521304]))"
(0.11025253606268053+0j),[0.13117219],[1.],[-0.59523972],[1.],"(array([0.15941949]), array([0.14123083]))","(array([0.12490287]), array([0.01584828]))","(array([0.12377829]), array([0.01897646]))","(array([0.12169678]), array([0.02220497]))","(array([0.12678013]), array([0.02521304]))","(array([0.13183531]), array([0.02812001]))"
(0.09602236279755347+0j),[0.14478171],[1.],[-0.55020429],[1.],"(array([0.1625373]), array([0.14324648]))","(array([0.12377829]), array([0.01897646]))","(array([0.12169678]), array([0.02220497]))","(array([0.12678013]), array([0.02521304]))","(array([0.13183531]), array([0.02812001]))","(array([0.12914731]), array([0.03110671]))"
(0.10457060193983847+0j),[0.15718318],[1.],[-0.56935585],[1.],"(array([0.15740016]), array([0.14532368]))","(array([0.12169678]), array([0.02220497]))","(array([0.12678013]), array([0.02521304]))","(array([0.13183531]), array([0.02812001]))","(array([0.12914731]), array([0.03110671]))","(array([0.12623089]), array([0.03405622]))"
(0.11363247921019878+0j),[0.16782805],[1.],[-0.58842626],[1.],"(array([0.15522302]), array([0.15358341]))","(array([0.12678013]), array([0.02521304]))","(array([0.13183531]), array([0.02812001]))","(array([0.12914731]), array([0.03110671]))","(array([0.12623089]), array([0.03405622]))","(array([0.13054026]), array([0.03665462]))"
(0.11888998194597761+0j),[0.17839822],[1.],[-0.59620535],[1.],"(array([0.15974426]), array([0.16039809]))","(array([0.13183531]), array([0.02812001]))","(array([0.12914731]), array([0.03110671]))","(array([0.12623089]), array([0.03405622]))","(array([0.13054026]), array([0.03665462]))","(array([0.13355583]), array([0.03904473]))"
(0.1033543392324299+0j),[0.18943054],[1.],[-0.54839879],[1.],"(array([0.16045244]), array([0.16061556]))","(array([0.12914731]), array([0.03110671]))","(array([0.12623089]), array([0.03405622]))","(array([0.13054026]), array([0.03665462]))","(array([0.13355583]), array([0.03904473]))","(array([0.1290531]), array([0.04146459]))"
(0.10210536063605569+0j),[0.19930749],[1.],[-0.54007223],[1.],"(array([0.15253973]), array([0.15929056]))","(array([0.12623089]), array([0.03405622]))","(array([0.13054026]), array([0.03665462]))","(array([0.13355583]), array([0.03904473]))","(array([0.1290531]), array([0.04146459]))","(array([0.1227067]), array([0.0438335]))"
(0.11097699849816647+0j),[0.20758666],[1.],[-0.56098358],[1.],"(array([0.14856263]), array([0.16451192]))","(array([0.13054026]), array([0.03665462]))","(array([0.13355583]), array([0.03904473]))","(array([0.1290531]), array([0.04146459]))","(array([0.1227067]), array([0.0438335]))","(array([0.12414389]), array([0.04588797]))"
(0.11923129889647126+0j),[0.21575924],[1.],[-0.57824891],[1.],"(array([0.15341537]), array([0.17176244]))","(array([0.13355583]), array([0.03904473]))","(array([0.1290531]), array([0.04146459]))","(array([0.1227067]), array([0.0438335]))","(array([0.12414389]), array([0.04588797]))","(array([0.12844444]), array([0.04774346]))"
(0.10359952858027305+0j),[0.22410901],[1.],[-0.5296368],[1.],"(array([0.15306857]), array([0.17201583]))","(array([0.1290531]), array([0.04146459]))","(array([0.1227067]), array([0.0438335]))","(array([0.12414389]), array([0.04588797]))","(array([0.12844444]), array([0.04774346]))","(array([0.12491274]), array([0.049587]))"
(0.1084156558604942+0j),[0.23098551],[1.],[-0.54005894],[1.],"(array([0.14490655]), array([0.17156466]))","(array([0.1227067]), array([0.0438335]))","(array([0.12414389]), array([0.04588797]))","(array([0.12844444]), array([0.04774346]))","(array([0.12491274]), array([0.049587]))","(array([0.12059674]), array([0.05132054]))"
(0.11410259855932749+0j),[0.23566188],[1.],[-0.55295338],[1.],"(array([0.13874745]), array([0.17686208]))","(array([0.12414389]), array([0.04588797]))","(array([0.12844444]), array([0.04774346]))","(array([0.12491274]), array([0.049587]))","(array([0.12059674]), array([0.05132054]))","(array([0.12322657]), array([0.05262257]))"
(0.11931642798836328+0j),[0.23998925],[1.],[-0.5637617],[1.],"(array([0.14064054]), array([0.1817364]))","(array([0.12844444]), array([0.04774346]))","(array([0.12491274]), array([0.049587]))","(array([0.12059674]), array([0.05132054]))","(array([0.12322657]), array([0.05262257]))","(array([0.1258966]), array([0.05363767]))"
(0.1031931272959201+0j),[0.24511333],[1.],[-0.51402982],[1.],"(array([0.14184524]), array([0.18032705]))","(array([0.12491274]), array([0.049587]))","(array([0.12059674]), array([0.05132054]))","(array([0.12322657]), array([0.05262257]))","(array([0.1258966]), array([0.05363767]))","(array([0.12152118]), array([0.05468633]))"
(0.10599954350284348+0j),[0.24927124],[1.],[-0.520442],[1.],"(array([0.13494339]), array([0.17845801]))","(array([0.12059674]), array([0.05132054]))","(array([0.12322657]), array([0.05262257]))","(array([0.1258966]), array([0.05363767]))","(array([0.12152118]), array([0.05468633]))","(array([0.11662093]), array([0.0557487]))"
