Es,Sx,Sxx,Sy,Syy,P-10,P-9,P-8,P-7,P-6,P-5,P-4,P-3,P-2,P-1,P0
(0.014208059914461344+0j),[-7.82060734e-15],[1.],[-0.23587431],[1.],[-0.09634187],[-0.04394695],[-0.04615985],[-0.04757421],[-0.0485355],[-0.04751141],[-0.04652743],[-0.04761552],[-0.05139975],[-0.05492263],[-0.05414703]
(0.02465544086520809+0j),[-6.93716394e-15],[1.],[-0.30936],[1.],[-0.10545215],[-0.04616043],[-0.04757473],[-0.04853601],[-0.04751185],[-0.0465278],[-0.04761587],[-0.05140004],[-0.05492286],[-0.05414733],[-0.06150452]
(0.03704568666372344+0j),[-4.53140808e-15],[1.],[-0.37667358],[1.],[-0.12354433],[-0.04757537],[-0.04853657],[-0.04751239],[-0.04652829],[-0.04761631],[-0.05140043],[-0.05492323],[-0.05414759],[-0.06150482],[-0.07738322]
(0.05093078401651478+0j),[-4.09122686e-15],[1.],[-0.43800967],[1.],[-0.1394665],[-0.04853736],[-0.04751306],[-0.04652892],[-0.04761691],[-0.05140101],[-0.05492372],[-0.05414807],[-0.0615052],[-0.07738364],[-0.0918903]
(0.06591624401901622+0j),[-3.81367247e-15],[1.],[-0.49354854],[1.],[-0.15360658],[-0.04751398],[-0.04652973],[-0.04761762],[-0.05140171],[-0.05492441],[-0.05414863],[-0.06150578],[-0.07738409],[-0.09189077],[-0.10506838]
(0.07202897767599921+0j),[-2.01222054e-15],[1.],[-0.51290603],[1.],[-0.16099163],[-0.04653073],[-0.04761864],[-0.05140244],[-0.05492519],[-0.05414942],[-0.06150644],[-0.07738474],[-0.09189138],[-0.10506899],[-0.1134767]
(0.07980991928575108+0j),[-5.18347567e-16],[1.],[-0.53633471],[1.],[-0.16483592],[-0.04761973],[-0.05140347],[-0.05492604],[-0.05415018],[-0.06150728],[-0.07738548],[-0.0918921],[-0.10506963],[-0.11347733],[-0.11830417]
(0.08470154331123293+0j),[9.35421018e-16],[1.],[-0.54953042],[1.],[-0.17004672],[-0.05140474],[-0.05492704],[-0.05415109],[-0.06150825],[-0.07738639],[-0.09189297],[-0.10507042],[-0.1134781],[-0.11830491],[-0.12242585]
(0.09467056343456456+0j),[6.14762501e-16],[1.],[-0.576528],[1.],[-0.17837598],[-0.05492858],[-0.05415242],[-0.06150925],[-0.07738772],[-0.0918941],[-0.10507152],[-0.11347913],[-0.11830574],[-0.12242667],[-0.12696973]
(0.08292461052101127+0j),[-8.2918705e-16],[1.],[-0.54013931],[1.],[-0.18083265],[-0.05415443],[-0.06151125],[-0.07738941],[-0.09189609],[-0.10507326],[-0.11348085],[-0.11830721],[-0.12242808],[-0.12697101],[-0.12590213]
(0.07177633319263628+0j),[-3.56570828e-15],[1.],[-0.5030452],[1.],[-0.17177568],[-0.06151374],[-0.07739189],[-0.09189864],[-0.1050759],[-0.11348321],[-0.11830962],[-0.12243008],[-0.12697306],[-0.12590379],[-0.11761891]
(0.0663839230435724+0j),[-2.81558814e-15],[1.],[-0.48380644],[1.],[-0.17277439],[-0.07739468],[-0.09190118],[-0.10507869],[-0.11348577],[-0.11831206],[-0.12243238],[-0.12697506],[-0.1259056],[-0.1176205],[-0.11125813]
(0.05899316174956192+0j),[-4.17953935e-15],[1.],[-0.45637548],[1.],[-0.18339876],[-0.09190592],[-0.10508358],[-0.11349066],[-0.11831672],[-0.1224368],[-0.1269792],[-0.12590952],[-0.11762397],[-0.11126122],[-0.10599943]
(0.05889933981942882+0j),[-2.88688063e-15],[1.],[-0.45643864],[1.],[-0.19482888],[-0.10509586],[-0.11350326],[-0.11832911],[-0.1224488],[-0.12699084],[-0.12592046],[-0.11763405],[-0.11127048],[-0.10600779],[-0.10291142]
(0.06553452486027735+0j),[-2.5477959e-15],[1.],[-0.48157568],[1.],[-0.21088788],[-0.11352911],[-0.11835501],[-0.1224744],[-0.12701571],[-0.12594426],[-0.11765605],[-0.11129072],[-0.10602615],[-0.10292852],[-0.10576667]
(0.06440708249930678+0j),[-1.95074687e-15],[1.],[-0.47782854],[1.],[-0.22174588],[-0.11840161],[-0.1225209],[-0.12706189],[-0.12598858],[-0.11769707],[-0.11132906],[-0.10606193],[-0.10296072],[-0.10579623],[-0.10817033]
(0.06222755327208517+0j),[-7.74284034e-16],[1.],[-0.47037093],[1.],[-0.22537925],[-0.12258748],[-0.12712796],[-0.12605285],[-0.11775675],[-0.11138491],[-0.10611414],[-0.10300922],[-0.10584046],[-0.10821018],[-0.1069114]
(0.058737562008986596+0j),[-1.17325759e-15],[1.],[-0.45796717],[1.],[-0.22734533],[-0.1272119],[-0.12613358],[-0.11783193],[-0.1114555],[-0.10618049],[-0.10307129],[-0.10589818],[-0.10826272],[-0.10695809],[-0.10467544]
(0.05470441616256982+0j),[-1.32358589e-15],[1.],[-0.44315741],[1.],[-0.22892444],[-0.12623312],[-0.11792474],[-0.11154243],[-0.10626241],[-0.10314838],[-0.10597065],[-0.10832984],[-0.10701782],[-0.10472903],[-0.10160987]
(0.05012993246653241+0j),[-2.55767943e-15],[1.],[-0.42558788],[1.],[-0.22432291],[-0.1180412],[-0.11165158],[-0.1063653],[-0.10324544],[-0.10606319],[-0.10841625],[-0.10709665],[-0.1047982],[-0.10167159],[-0.09796405]
(0.046350796853797706+0j),[-2.30247326e-15],[1.],[-0.41056849],[1.],[-0.21245202],[-0.11176528],[-0.10647278],[-0.10334683],[-0.10616034],[-0.10850783],[-0.10718005],[-0.10487342],[-0.10173651],[-0.09801988],[-0.09428979]
(0.057090377786336445+0j),[-2.45687482e-15],[1.],[-0.45579235],[1.],[-0.20957372],[-0.1065607],[-0.10342873],[-0.10624103],[-0.10858289],[-0.10724878],[-0.10493529],[-0.10178988],[-0.09806512],[-0.09432922],[-0.09771303]
(0.0686808093324041+0j),[-7.31992453e-16],[1.],[-0.49821745],[1.],[-0.21423578],[-0.10350659],[-0.10631461],[-0.10865357],[-0.10731236],[-0.10499233],[-0.10184041],[-0.09810718],[-0.09436362],[-0.09774339],[-0.10759208]
(0.08082802941000149+0j),[-1.53012798e-15],[1.],[-0.53734999],[1.],[-0.22037516],[-0.10639321],[-0.10872741],[-0.10738234],[-0.10505243],[-0.10189308],[-0.09815339],[-0.09440184],[-0.09777257],[-0.10761778],[-0.11678483]
(0.09294038317306194+0j),[-6.49658247e-16],[1.],[-0.57199119],[1.],[-0.23158556],[-0.10881363],[-0.10746168],[-0.10512414],[-0.10195541],[-0.09820678],[-0.09444741],[-0.09780967],[-0.10764733],[-0.11680914],[-0.1250998]
(0.08295543686592725+0j),[2.85524778e-16],[1.],[-0.5410548],[1.],[-0.2344244],[-0.10756934],[-0.10522154],[-0.10204133],[-0.09828121],[-0.09451149],[-0.09786735],[-0.10769175],[-0.11684763],[-0.12512872],[-0.12549788]
(0.08094766439688107+0j),[3.3240933e-16],[1.],[-0.53394948],[1.],[-0.22890045],[-0.10534167],[-0.10214963],[-0.09837641],[-0.09459375],[-0.09793895],[-0.10775666],[-0.11689851],[-0.12517333],[-0.12553018],[-0.12120508]
(0.07503985724899111+0j),[4.57301323e-16],[1.],[-0.51439367],[1.],[-0.22366764],[-0.10226442],[-0.09847966],[-0.09468496],[-0.09802004],[-0.10782797],[-0.11696142],[-0.12522359],[-0.12557336],[-0.12123875],[-0.11820015]
(0.0723958637833165+0j),[1.20221886e-15],[1.],[-0.5053252],[1.],[-0.21735405],[-0.09858689],[-0.09478005],[-0.09810663],[-0.10790584],[-0.11702934],[-0.12528326],[-0.12562049],[-0.12127891],[-0.11823091],[-0.11497082]
(0.07124327446055148+0j),[1.68987838e-15],[1.],[-0.50130512],[1.],[-0.21219033],[-0.09487948],[-0.09819851],[-0.10798835],[-0.11710365],[-0.12534923],[-0.12567502],[-0.12132286],[-0.11826898],[-0.1149992],[-0.11349552]
(0.06495590307673293+0j),[1.45016339e-15],[1.],[-0.47928077],[1.],[-0.20552873],[-0.0982822],[-0.1080671],[-0.11717455],[-0.12541272],[-0.12573056],[-0.12136794],[-0.11830571],[-0.11503114],[-0.1135195],[-0.11055909]
(0.05784949814828217+0j),[1.31090594e-15],[1.],[-0.45306528],[1.],[-0.20346906],[-0.10812993],[-0.11723371],[-0.12546607],[-0.12577723],[-0.12140823],[-0.11834035],[-0.11505709],[-0.11354253],[-0.11057711],[-0.10511974]
(0.05010589313455714+0j),[1.06023281e-15],[1.],[-0.42253468],[1.],[-0.20691863],[-0.11729475],[-0.12552372],[-0.12582935],[-0.12145331],[-0.11837938],[-0.11509198],[-0.11356981],[-0.11060057],[-0.10514025],[-0.09872476]
(0.05813066851484286+0j),[1.45477945e-15],[1.],[-0.45612895],[1.],[-0.21645904],[-0.1256007],[-0.12590038],[-0.12151765],[-0.11843737],[-0.11514346],[-0.113615],[-0.11064004],[-0.10517429],[-0.09875387],[-0.09908559]
(0.06026084930266256+0j),[4.76179814e-16],[1.],[-0.46495635],[1.],[-0.22956416],[-0.12599989],[-0.12160923],[-0.11852159],[-0.11522019],[-0.11368468],[-0.11070288],[-0.10523002],[-0.09880237],[-0.09912692],[-0.10385811]
(0.0587196630312417+0j),[3.81946235e-16],[1.],[-0.45974929],[1.],[-0.23041605],[-0.12174418],[-0.11864643],[-0.11533563],[-0.11379192],[-0.11080073],[-0.10531827],[-0.09888101],[-0.09919628],[-0.1039167],[-0.10427091]
(0.06641759684752827+0j),[6.5169686e-16],[1.],[-0.48851457],[1.],[-0.22884141],[-0.11878976],[-0.11546913],[-0.11391603],[-0.11091513],[-0.10542235],[-0.09897439],[-0.09927898],[-0.10398873],[-0.10433117],[-0.10694353]
(0.06389129176212519+0j),[2.57117073e-15],[1.],[-0.47953228],[1.],[-0.22808156],[-0.11559851],[-0.11403481],[-0.11102795],[-0.10552359],[-0.09906439],[-0.09936137],[-0.10406028],[-0.10439148],[-0.10699477],[-0.10915331]
(0.06551384987331414+0j),[1.90785554e-15],[1.],[-0.48545629],[1.],[-0.22453264],[-0.11415383],[-0.11113695],[-0.10562378],[-0.09915533],[-0.09944386],[-0.10413288],[-0.10445444],[-0.10704687],[-0.10919629],[-0.10880806]
(0.06839608021729962+0j),[2.14874088e-15],[1.],[-0.49551868],[1.],[-0.22487806],[-0.11124354],[-0.10572126],[-0.09924267],[-0.09952585],[-0.10420504],[-0.1045176],[-0.10710127],[-0.10924014],[-0.10884462],[-0.11060857]
(0.07062563849037616+0j),[2.94873009e-15],[1.],[-0.50293771],[1.],[-0.2239275],[-0.10581856],[-0.09933043],[-0.09960887],[-0.10427976],[-0.10458305],[-0.10715958],[-0.10928842],[-0.10888378],[-0.11064224],[-0.11257666]
(0.07388406526576653+0j),[2.37004391e-15],[1.],[-0.51349199],[1.],[-0.22051373],[-0.0994147],[-0.0996884],[-0.10435261],[-0.10464757],[-0.10721692],[-0.10933823],[-0.10892415],[-0.11067658],[-0.11260316],[-0.11460335]
(0.08258171293218568+0j),[1.60237967e-15],[1.],[-0.5405973],[1.],[-0.21835739],[-0.09976523],[-0.10442521],[-0.10471347],[-0.10727417],[-0.10938763],[-0.10896774],[-0.11071086],[-0.1126302],[-0.11462768],[-0.11885908]
(0.09170956790059895+0j),[2.54509334e-15],[1.],[-0.56660693],[1.],[-0.22469581],[-0.10450335],[-0.10478425],[-0.10733741],[-0.10944234],[-0.10901373],[-0.11075033],[-0.11266014],[-0.11465174],[-0.11888026],[-0.12484591]
(0.09839101009889287+0j),[2.9741013e-15],[1.],[-0.58382099],[1.],[-0.23431326],[-0.10487371],[-0.10741981],[-0.10951409],[-0.1090752],[-0.11080323],[-0.11270607],[-0.11468495],[-0.11890947],[-0.1248692],[-0.12971236]
(0.09282728808782338+0j),[3.0368987e-15],[1.],[-0.56673398],[1.],[-0.23471084],[-0.10753127],[-0.10961778],[-0.10916369],[-0.11087998],[-0.11277581],[-0.11474526],[-0.11895321],[-0.12491084],[-0.12974179],[-0.12971738]
(0.10458100989357767+0j),[2.54700267e-15],[1.],[-0.59764657],[1.],[-0.23895127],[-0.10972558],[-0.10926214],[-0.11096832],[-0.11285153],[-0.11481175],[-0.11901363],[-0.12495584],[-0.12978338],[-0.12974779],[-0.13130373]
(0.0925905833959339+0j),[2.59499147e-15],[1.],[-0.56320788],[1.],[-0.24072554],[-0.10936403],[-0.11106236],[-0.11293713],[-0.11488721],[-0.11908031],[-0.12501609],[-0.12983092],[-0.12979004],[-0.13133774],[-0.13088932]
