Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.000769745688254334+0j),[-4.82311504e-16],[1.],[-0.05546698],[1.],"(array([0.00312761]), array([0.00541718]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00625522]), array([-6.65700134e-17]))"
(0.002554579757608226+0j),[-2.98400305e-15],[1.],[-0.10095154],[1.],"(array([0.00881925]), array([0.01527539]))","(array([9.82084835e-31]), array([-1.11552657e-30]))","(array([-2.39072036e-32]), array([-4.04356462e-34]))","(array([-2.1500399e-32]), array([2.92986662e-34]))","(array([5.77017322e-25]), array([9.77209823e-25]))","(array([-3.91388155e-32]), array([-9.46402579e-32]))","(array([-3.66520749e-23]), array([-5.93862363e-23]))","(array([0.]), array([0.]))","(array([-1.12092214e-32]), array([2.64596438e-32]))","(array([0.00625522]), array([-3.83807569e-16]))","(array([0.0176385]), array([-8.86010015e-16]))"
(0.00597968630261789+0j),[8.82727319e-15],[1.],[-0.15416896],[1.],"(array([0.01438535]), array([0.02491615]))","(array([-5.32614653e-25]), array([-9.25522073e-25]))","(array([-4.9650428e-23]), array([2.9177001e-23]))","(array([-6.42251335e-23]), array([4.48983271e-24]))","(array([5.00904274e-23]), array([-2.8415576e-23]))","(array([-3.49473611e-23]), array([-5.65417896e-23]))","(array([6.25968693e-24]), array([-3.55416183e-24]))","(array([9.80318071e-26]), array([1.5070624e-25]))","(array([0.00625522]), array([-4.31512465e-16]))","(array([0.0176385]), array([-8.38738801e-16]))","(array([0.02877069]), array([2.38177533e-15]))"
(0.010227103746133826+0j),[1.71007858e-14],[1.],[-0.20114197],[1.],"(array([0.02003378]), array([0.03469952]))","(array([-3.36917155e-23]), array([-3.02890352e-24]))","(array([-5.63515035e-22]), array([2.45547699e-22]))","(array([1.35855118e-22]), array([-1.85879204e-22]))","(array([-2.54651206e-22]), array([3.09973581e-22]))","(array([2.13274438e-23]), array([-1.87086399e-23]))","(array([-3.70705231e-24]), array([3.6397198e-24]))","(array([0.00625522]), array([-3.92264346e-16]))","(array([0.0176385]), array([-7.55038393e-16]))","(array([0.02877069]), array([2.61683036e-15]))","(array([0.04006756]), array([4.04537515e-15]))"
(0.020991689382232483+0j),[1.8512921e-14],[1.],[-0.28650261],[1.],"(array([0.02750852]), array([0.04764615]))","(array([-3.41193976e-22]), array([3.78063995e-22]))","(array([-8.18741111e-22]), array([4.65085668e-22]))","(array([-6.04240312e-22]), array([6.7338625e-22]))","(array([-1.74015617e-21]), array([-8.81765781e-22]))","(array([1.31643392e-22]), array([5.21124951e-23]))","(array([0.00625522]), array([-3.37186876e-16]))","(array([0.0176385]), array([-8.56086035e-16]))","(array([0.02877069]), array([3.07306264e-15]))","(array([0.04006756]), array([4.40619763e-15]))","(array([0.05501703]), array([4.3524212e-15]))"
(0.03464779638268469+0j),[1.96519833e-14],[1.],[-0.36521857],[1.],"(array([0.03676218]), array([0.06367396]))","(array([-9.19260452e-22]), array([4.17953407e-22]))","(array([-1.40084061e-21]), array([-2.26574849e-21]))","(array([-1.30734258e-21]), array([-5.41386616e-22]))","(array([1.01674089e-22]), array([1.00515146e-22]))","(array([0.00625522]), array([-9.22222368e-16]))","(array([0.0176385]), array([1.1969592e-16]))","(array([0.02877069]), array([3.28643363e-15]))","(array([0.04006756]), array([5.11743425e-15]))","(array([0.05501703]), array([4.83814377e-15]))","(array([0.07352436]), array([4.56579219e-15]))"
(0.03820306005724595+0j),[2.31875488e-14],[1.],[-0.38222379],[1.],"(array([0.04213627]), array([0.07298217]))","(array([1.89459802e-21]), array([-3.81127581e-21]))","(array([4.25315562e-21]), array([-8.18389968e-21]))","(array([-5.98596878e-21]), array([-4.37409313e-21]))","(array([0.00625522]), array([-7.71735106e-16]))","(array([0.0176385]), array([7.20343923e-16]))","(array([0.02877069]), array([3.75133952e-15]))","(array([0.04006756]), array([5.69336245e-15]))","(array([0.05501703]), array([5.6378513e-15]))","(array([0.07352436]), array([3.32373018e-15]))","(array([0.08427254]), array([4.99600361e-15]))"
(0.05458050793145958+0j),[2.11063102e-14],[1.],[-0.4525288],[1.],"(array([0.04708345]), array([0.08155092]))","(array([1.07439239e-20]), array([-1.42387808e-20]))","(array([-4.29058068e-20]), array([-7.26851182e-20]))","(array([0.00625522]), array([-6.51171825e-16]))","(array([0.0176385]), array([1.01524691e-15]))","(array([0.02877069]), array([3.64031721e-15]))","(array([0.04006756]), array([5.52509427e-15]))","(array([0.05501703]), array([4.57966998e-15]))","(array([0.07352436]), array([1.91166527e-15]))","(array([0.08427254]), array([4.47211712e-15]))","(array([0.0941669]), array([5.08967868e-15]))"
(0.061042435892161705+0j),[9.06303118e-15],[1.],[-0.47592462],[1.],"(array([0.05234257]), array([0.09065999]))","(array([-8.4637169e-20]), array([-6.66600125e-20]))","(array([0.00625522]), array([-7.32270147e-16]))","(array([0.0176385]), array([5.74627151e-16]))","(array([0.02877069]), array([2.68361722e-15]))","(array([0.04006756]), array([4.5814047e-15]))","(array([0.05501703]), array([4.33854341e-15]))","(array([0.07352436]), array([1.82145965e-15]))","(array([0.08427254]), array([4.80171458e-15]))","(array([0.0941669]), array([3.97251676e-15]))","(array([0.10468513]), array([2.70616862e-15]))"
(0.05915727687448866+0j),[3.42373312e-15],[1.],[-0.46769706],[1.],"(array([0.05319245]), array([0.09213202]))","(array([0.00625522]), array([-7.288007e-16]))","(array([0.0176385]), array([5.54244151e-16]))","(array([0.02877069]), array([2.50147125e-15]))","(array([0.04006756]), array([4.03323208e-15]))","(array([0.05501703]), array([3.7608805e-15]))","(array([0.07352436]), array([1.22818422e-15]))","(array([0.08427254]), array([4.14251966e-15]))","(array([0.0941669]), array([3.20229954e-15]))","(array([0.10468513]), array([1.98105421e-15]))","(array([0.10638489]), array([7.07767178e-16]))"
