Es,Sx,Sxx,Sy,Syy,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0005851682264649066+0j),[9.75482306e-16],[1.],[-0.04836619],[1.],"(array([0.00272705]), array([0.00472339]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.0054541]), array([1.34007389e-16]))"
(0.0022514603307993678+0j),[-7.5712734e-16],[1.],[-0.09478848],[1.],"(array([0.00807146]), array([0.01398017]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.0054541]), array([-8.9338259e-17]))","(array([0.01614291]), array([-2.61075883e-16]))"
(0.002096190105431545+0j),[-3.99137143e-16],[1.],[-0.09145883],[1.],"(array([0.01049917]), array([0.0181851]))","(array([-8.20658267e-24]), array([-5.42183264e-23]))","(array([-8.75753562e-26]), array([-2.13240631e-26]))","(array([0.0054541]), array([-9.82287168e-17]))","(array([0.01614291]), array([-2.6931582e-16]))","(array([0.02099835]), array([-6.45317133e-16]))"
(0.004563420267640199+0j),[-7.49180616e-16],[1.],[-0.13477394],[1.],"(array([0.01275538]), array([0.02209297]))","(array([1.75805307e-22]), array([3.09899433e-22]))","(array([0.0054541]), array([-9.97465999e-17]))","(array([0.01614291]), array([-2.73218947e-16]))","(array([0.02099835]), array([-1.00527225e-15]))","(array([0.02551077]), array([-5.21284405e-16]))"
(0.007412158154081209+0j),[-1.06452559e-15],[1.],[-0.17149171],[1.],"(array([0.01726704]), array([0.02990738]))","(array([0.0054541]), array([-9.71445147e-17]))","(array([0.01614291]), array([-2.36356074e-16]))","(array([0.02099835]), array([-1.58987407e-15]))","(array([0.02551077]), array([-1.46584134e-16]))","(array([0.03453407]), array([1.63064007e-16]))"
(0.01114973689136652+0j),[0.00102193],[1.],[-0.20988028],[1.],"(array([0.02685601]), array([0.03729989]))","(array([0.01614291]), array([-7.30752264e-16]))","(array([0.02099835]), array([-1.29150163e-15]))","(array([0.02551077]), array([-1.34441069e-16]))","(array([0.03453407]), array([1.91686944e-16]))","(array([0.04300361]), array([0.00011535]))"
(0.010442669952340836+0j),[0.00399706],[1.],[-0.20304146],[1.],"(array([0.03893016]), array([0.04060023]))","(array([0.02099835]), array([-9.61904167e-16]))","(array([0.02551077]), array([-5.31692745e-16]))","(array([0.03453407]), array([-5.81132364e-17]))","(array([0.04300361]), array([0.00011535]))","(array([0.04655446]), array([0.00056578]))"
(0.014241027588606299+0j),[0.00772904],[1.],[-0.23653267],[1.],"(array([0.04463551]), array([0.04358588]))","(array([0.02551077]), array([3.51281504e-16]))","(array([0.03453407]), array([-9.00321484e-16]))","(array([0.04300361]), array([0.00011535]))","(array([0.04655446]), array([0.00056578]))","(array([0.04956506]), array([0.00132256]))"
(0.01839054434870024+0j),[0.0120966],[1.],[-0.26799803],[1.],"(array([0.05201883]), array([0.05038511]))","(array([0.03453407]), array([-6.39245601e-16]))","(array([0.04300361]), array([0.00011535]))","(array([0.04655446]), array([0.00056578]))","(array([0.04956506]), array([0.00132256]))","(array([0.05688882]), array([0.0022359]))"
(0.022882691553536238+0j),[0.01790683],[1.],[-0.29786166],[1.],"(array([0.06350549]), array([0.05694741]))","(array([0.04300361]), array([0.00011535]))","(array([0.04655446]), array([0.00056578]))","(array([0.04956506]), array([0.00132256]))","(array([0.05688882]), array([0.0022359]))","(array([0.06380361]), array([0.00338372]))"
