Es,Sx,Sxx,Sy,Syy,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0015609027090746307+0j),[4.39824411e-16],[1.],[-0.07895414],[1.],"(array([0.00445317]), array([0.00771311]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00890634]), array([1.47451495e-16]))"
(0.006173939227838183+0j),[2.88503086e-18],[1.],[-0.15664621],[1.],"(array([0.01328833]), array([0.02301606]))","(array([8.39629462e-30]), array([2.39697492e-29]))","(array([-1.39498367e-30]), array([9.537454e-31]))","(array([7.29015813e-36]), array([-8.43947635e-36]))","(array([0.00890634]), array([1.22948526e-16]))","(array([0.02657666]), array([-2.63677968e-16]))"
(0.013531295552217713+0j),[7.79314305e-15],[1.],[-0.23098014],[1.],"(array([0.02186243]), array([0.03786684]))","(array([-3.49908161e-23]), array([-4.71238272e-24]))","(array([-1.31482962e-25]), array([8.32532307e-26]))","(array([0.00890634]), array([9.62771529e-17]))","(array([0.02657666]), array([-2.35055031e-16]))","(array([0.04372486]), array([1.21083699e-15]))"
(0.020251615054859354+0j),[-1.51854932e-15],[1.],[-0.28145918],[1.],"(array([0.02889459]), array([0.05004691]))","(array([-4.30162029e-22]), array([-7.05320325e-22]))","(array([0.00890634]), array([1.45283091e-17]))","(array([0.02657666]), array([-1.55257751e-16]))","(array([0.04372486]), array([1.15012166e-15]))","(array([0.05778919]), array([-6.57460197e-16]))"
(0.02954646186204848+0j),[9.70309255e-16],[1.],[-0.33811652],[1.],"(array([0.03493837]), array([0.06051503]))","(array([0.00890634]), array([-1.0495077e-16]))","(array([0.02657666]), array([-2.16840434e-17]))","(array([0.04372486]), array([1.45890244e-15]))","(array([0.05778919]), array([-4.59701721e-16]))","(array([0.06987674]), array([3.33066907e-16]))"
(0.04082050859882325+0j),[0.00158959],[1.],[-0.39471416],[1.],"(array([0.05007633]), array([0.07166821]))","(array([0.02657666]), array([3.76434994e-16]))","(array([0.04372486]), array([-5.20417043e-18]))","(array([0.05778919]), array([-2.82759927e-16]))","(array([0.06987674]), array([1.71737624e-16]))","(array([0.08265149]), array([0.00017985]))"
(0.052634131167874854+0j),[0.00619742],[1.],[-0.44476562],[1.],"(array([0.07315203]), array([0.08243069]))","(array([0.04372486]), array([6.27969898e-16]))","(array([0.05778919]), array([-2.08166817e-16]))","(array([0.06987674]), array([6.86950496e-16]))","(array([0.08265149]), array([0.00017985]))","(array([0.09467476]), array([0.00087989]))"
(0.05692384135203529+0j),[0.01358121],[1.],[-0.4603091],[1.],"(array([0.09281495]), array([0.08948877]))","(array([0.05778919]), array([-7.99707522e-16]))","(array([0.06987674]), array([4.68375339e-17]))","(array([0.08265149]), array([0.00017985]))","(array([0.09467476]), array([0.00087989]))","(array([0.10204461]), array([0.00223111]))"
(0.06647194928361164+0j),[0.02305358],[1.],[-0.49365661],[1.],"(array([0.10799416]), array([0.09522571]))","(array([0.06987674]), array([2.38524478e-15]))","(array([0.08265149]), array([0.00017985]))","(array([0.09467476]), array([0.00087989]))","(array([0.10204461]), array([0.00223111]))","(array([0.10757038]), array([0.00413407]))"
(0.0787312697916371+0j),[0.03406343],[1.],[-0.53212674],[1.],"(array([0.12213279]), array([0.10340117]))","(array([0.08265149]), array([0.00017985]))","(array([0.09467476]), array([0.00087989]))","(array([0.10204461]), array([0.00223111]))","(array([0.10757038]), array([0.00413407]))","(array([0.11567609]), array([0.0064455]))"
(0.09098968567811244+0j),[0.04658845],[1.],[-0.56600845],[1.],"(array([0.13668592]), array([0.11197103]))","(array([0.09467476]), array([0.00087989]))","(array([0.10204461]), array([0.00223111]))","(array([0.10757038]), array([0.00413407]))","(array([0.11567609]), array([0.0064455]))","(array([0.12383126]), array([0.00910039]))"
(0.0961487320519966+0j),[0.06043903],[1.],[-0.57680382],[1.],"(array([0.14864327]), array([0.11849935]))","(array([0.10204461]), array([0.00223111]))","(array([0.10757038]), array([0.00413407]))","(array([0.11567609]), array([0.0064455]))","(array([0.12383126]), array([0.00910039]))","(array([0.12884573]), array([0.01207161]))"
(0.10118311223318378+0j),[0.07468083],[1.],[-0.58636607],[1.],"(array([0.15441669]), array([0.12342145]))","(array([0.10757038]), array([0.00413407]))","(array([0.11567609]), array([0.0064455]))","(array([0.12383126]), array([0.00910039]))","(array([0.12884573]), array([0.01207161]))","(array([0.13113999]), array([0.0152396]))"
(0.1105808537159265+0j),[0.08881726],[1.],[-0.60635663],[1.],"(array([0.15883969]), array([0.1298202]))","(array([0.11567609]), array([0.0064455]))","(array([0.12383126]), array([0.00910039]))","(array([0.12884573]), array([0.01207161]))","(array([0.13113999]), array([0.0152396]))","(array([0.1344821]), array([0.01844252]))"
(0.11760403455467923+0j),[0.1032955],[1.],[-0.61855701],[1.],"(array([0.16596242]), array([0.13688066]))","(array([0.12383126]), array([0.00910039]))","(array([0.12884573]), array([0.01207161]))","(array([0.13113999]), array([0.0152396]))","(array([0.1344821]), array([0.01844252]))","(array([0.1381034]), array([0.02166831]))"
(0.11327919943955353+0j),[0.11834746],[1.],[-0.60187458],[1.],"(array([0.17098088]), array([0.14074717]))","(array([0.12884573]), array([0.01207161]))","(array([0.13113999]), array([0.0152396]))","(array([0.1344821]), array([0.01844252]))","(array([0.1381034]), array([0.02166831]))","(array([0.13758432]), array([0.02499059]))"
(0.11928117453222954+0j),[0.13328957],[1.],[-0.6111144],[1.],"(array([0.17264482]), array([0.14469576]))","(array([0.13113999]), array([0.0152396]))","(array([0.1344821]), array([0.01844252]))","(array([0.1381034]), array([0.02166831]))","(array([0.13758432]), array([0.02499059]))","(array([0.13675549]), array([0.02838093]))"
(0.12630197241748112+0j),[0.1473208],[1.],[-0.62199502],[1.],"(array([0.17324385]), array([0.15146344]))","(array([0.1344821]), array([0.01844252]))","(array([0.1381034]), array([0.02166831]))","(array([0.13758432]), array([0.02499059]))","(array([0.13675549]), array([0.02838093]))","(array([0.13902532]), array([0.03164889]))"
