Es,Sx,Sxx,Sy,Syy,P-10,P-9,P-8,P-7,P-6,P-5,P-4,P-3,P-2,P-1,P0
(0.014457199835606067+0j),[-6.09208541e-17],[1.],[-0.23794588],[1.],[-0.09208192],[-0.03998358],[-0.04281071],[-0.04481415],[-0.04637542],[-0.04596096],[-0.04552614],[-0.0470721],[-0.05122735],[-0.05504654],[-0.05450827]
(0.025105113949398208+0j),[-1.0775171e-16],[1.],[-0.3121151],[1.],[-0.1020336],[-0.04281101],[-0.04481442],[-0.04637569],[-0.04596121],[-0.04552635],[-0.04707231],[-0.05122753],[-0.0550467],[-0.05450846],[-0.06204968]
(0.03770786156259338+0j),[8.30562947e-16],[1.],[-0.37989478],[1.],[-0.1208694],[-0.0448148],[-0.04637603],[-0.04596154],[-0.04552668],[-0.04707259],[-0.0512278],[-0.05504695],[-0.05450866],[-0.06204991],[-0.07805798]
(0.051797019055287996+0j),[1.0979026e-15],[1.],[-0.44149734],[1.],[-0.1374629],[-0.04637656],[-0.04596201],[-0.04552711],[-0.04707304],[-0.05122821],[-0.05504735],[-0.05450901],[-0.06205024],[-0.07805833],[-0.09264756]
(0.06696026977773478+0j),[4.49374486e-16],[1.],[-0.497118],[1.],[-0.15224187],[-0.04596267],[-0.04552771],[-0.04707357],[-0.05122879],[-0.05504786],[-0.05450951],[-0.06205068],[-0.0780588],[-0.09264804],[-0.10586468]
(0.07314580718132005+0j),[6.19943334e-16],[1.],[-0.5164793],[1.],[-0.16024562],[-0.04552842],[-0.0470742],[-0.05122945],[-0.0550485],[-0.0545101],[-0.06205126],[-0.07805937],[-0.09264858],[-0.10586522],[-0.11428223]
(0.08097378538001145+0j),[1.24066327e-16],[1.],[-0.53977852],[1.],[-0.16462465],[-0.04707504],[-0.05123013],[-0.05504924],[-0.05451075],[-0.06205192],[-0.07806003],[-0.09264919],[-0.10586583],[-0.1142828],[-0.11909551]
(0.08586127406836179+0j),[-4.43989013e-16],[1.],[-0.55278281],[1.],[-0.17025669],[-0.05123118],[-0.05505004],[-0.05451151],[-0.06205274],[-0.07806083],[-0.09264997],[-0.10586654],[-0.11428348],[-0.11909614],[-0.12318077]
(0.09582641692028869+0j),[-1.18127014e-15],[1.],[-0.57948557],[1.],[-0.17890224],[-0.0550513],[-0.05451263],[-0.06205363],[-0.078062],[-0.092651],[-0.10586758],[-0.1142844],[-0.11909696],[-0.12318158],[-0.12766986]
(0.08394478668465528+0j),[-2.70317209e-15],[1.],[-0.54293596],[1.],[-0.18160404],[-0.05451437],[-0.06205539],[-0.07806359],[-0.09265284],[-0.10586924],[-0.11428606],[-0.11909841],[-0.12318297],[-0.12767113],[-0.12655106]
(0.07265783121307592+0j),[-4.09805695e-15],[1.],[-0.50564734],[1.],[-0.17274431],[-0.06205769],[-0.07806595],[-0.09265529],[-0.10587183],[-0.11428839],[-0.11910078],[-0.123185],[-0.12767317],[-0.12655275],[-0.11822781]
(0.06715434060265556+0j),[-4.02982617e-15],[1.],[-0.48615224],[1.],[-0.17387612],[-0.07806862],[-0.0926578],[-0.10587459],[-0.11429097],[-0.11910324],[-0.12318735],[-0.12767525],[-0.12655465],[-0.11822946],[-0.11181603]
(0.05964361370915029+0j),[-4.9576163e-15],[1.],[-0.45846393],[1.],[-0.18457268],[-0.09266254],[-0.10587955],[-0.11429593],[-0.119108],[-0.12319189],[-0.1276795],[-0.12655868],[-0.11823305],[-0.11181925],[-0.10649951]
(0.05946437728771735+0j),[-5.06613182e-15],[1.],[-0.45822585],[1.],[-0.19602264],[-0.10589213],[-0.11430885],[-0.11912076],[-0.12320427],[-0.12769155],[-0.12657004],[-0.11824352],[-0.11182886],[-0.10650818],[-0.10334835]
(0.06603574680931384+0j),[-4.60581728e-15],[1.],[-0.48304121],[1.],[-0.21205166],[-0.11433553],[-0.11914751],[-0.12323076],[-0.12771733],[-0.12659475],[-0.11826639],[-0.11184992],[-0.10652727],[-0.10336613],[-0.10613331]
(0.06481960690524102+0j),[-3.7412844e-15],[1.],[-0.4790254],[1.],[-0.22285447],[-0.11919577],[-0.12327892],[-0.12776523],[-0.12664069],[-0.11830901],[-0.11188978],[-0.10656443],[-0.10339958],[-0.10616403],[-0.10847073]
(0.06255567252627044+0j),[-3.80540736e-15],[1.],[-0.47132463],[1.],[-0.22641888],[-0.12334802],[-0.1278338],[-0.12670742],[-0.11837099],[-0.11194777],[-0.10661863],[-0.10344996],[-0.10620998],[-0.10851209],[-0.10715442]
(0.05898791003186657+0j),[-3.57929803e-15],[1.],[-0.45870489],[1.],[-0.22830041],[-0.12792093],[-0.12679121],[-0.11844905],[-0.11202105],[-0.1066875],[-0.10351438],[-0.10626989],[-0.10856658],[-0.1072029],[-0.10486679]
(0.054886761274894315+0j),[-3.57309027e-15],[1.],[-0.44370462],[1.],[-0.22978283],[-0.12689441],[-0.11854526],[-0.11211117],[-0.10677242],[-0.10359425],[-0.10634496],[-0.10863607],[-0.10726472],[-0.10492223],[-0.10175546]
(0.050254487695736816+0j),[-3.54468522e-15],[1.],[-0.42596864],[1.],[-0.2250936],[-0.11866591],[-0.11222424],[-0.1068785],[-0.1036945],[-0.1064406],[-0.10872521],[-0.10734615],[-0.10499357],[-0.10181895],[-0.09806974]
(0.04642840042067585+0j),[-3.79237974e-15],[1.],[-0.41080128],[1.],[-0.21315063],[-0.11234175],[-0.10698948],[-0.10379926],[-0.10654083],[-0.10881952],[-0.10743232],[-0.10507077],[-0.10188601],[-0.09812744],[-0.09435962]
(0.05713348522164571+0j),[-2.85398732e-15],[1.],[-0.45588875],[1.],[-0.21019063],[-0.10708027],[-0.10388387],[-0.10662408],[-0.10889711],[-0.107503],[-0.10513468],[-0.10194107],[-0.09817371],[-0.0944002],[-0.09775045]
(0.06869006540222805+0j),[-2.80004229e-15],[1.],[-0.49820414],[1.],[-0.21476764],[-0.10396428],[-0.10669994],[-0.10897012],[-0.10756843],[-0.10519345],[-0.10199309],[-0.09821699],[-0.0944356],[-0.09778167],[-0.10760159]
(0.08080541011041904+0j),[-2.48060656e-15],[1.],[-0.53725245],[1.],[-0.22082283],[-0.10678074],[-0.1090466],[-0.1076402],[-0.10525531],[-0.10204741],[-0.09826452],[-0.09447479],[-0.09781151],[-0.10762778],[-0.11677281]
(0.09288937028761152+0j),[-6.58603997e-16],[1.],[-0.57183333],[1.],[-0.231947],[-0.10913531],[-0.10772197],[-0.10532879],[-0.10211136],[-0.09831945],[-0.09452155],[-0.09784932],[-0.10765808],[-0.11679775],[-0.12507116]
(0.08288829479444926+0j),[-3.64501974e-15],[1.],[-0.54084647],[1.],[-0.23470796],[-0.10783243],[-0.1054286],[-0.10219934],[-0.09839565],[-0.09458708],[-0.09790832],[-0.10770338],[-0.11683701],[-0.12510063],[-0.12545681]
(0.08086777484235075+0j),[-3.1333258e-15],[1.],[-0.53370762],[1.],[-0.22911602],[-0.10555128],[-0.10230999],[-0.0984929],[-0.09467107],[-0.09798129],[-0.10776949],[-0.11688877],[-0.12514592],[-0.1254896],[-0.12115448]
(0.07495394035722838+0j),[-2.32244303e-15],[1.],[-0.51412737],[1.],[-0.22382273],[-0.10242709],[-0.09859815],[-0.09476402],[-0.09806384],[-0.10784198],[-0.1169527],[-0.12519685],[-0.12553339],[-0.12118855],[-0.11814299]
(0.07230625853926839+0j),[-1.8234813e-15],[1.],[-0.50504619],[1.],[-0.21745753],[-0.09870729],[-0.09486079],[-0.09815186],[-0.10792103],[-0.11702157],[-0.1252573],[-0.12558106],[-0.12122917],[-0.11817412],[-0.11490944]
(0.07115225673348118+0j),[-1.01112548e-15],[1.],[-0.50102296],[1.],[-0.21224924],[-0.09496175],[-0.09824509],[-0.10800465],[-0.11709683],[-0.12532405],[-0.12563618],[-0.12127354],[-0.11821252],[-0.11493797],[-0.11343234]
(0.06486890415101991+0j),[-1.67898866e-16],[1.],[-0.47899869],[1.],[-0.20554863],[-0.09832986],[-0.10808434],[-0.1171685],[-0.12538819],[-0.12569224],[-0.12131896],[-0.11824951],[-0.11497013],[-0.11345639],[-0.11049549]
(0.057769096687377446+0j),[2.50145535e-16],[1.],[-0.45278871],[1.],[-0.2034545],[-0.10814784],[-0.11722823],[-0.125442],[-0.12573926],[-0.12135957],[-0.11828433],[-0.1149962],[-0.11347952],[-0.11051351],[-0.10505675]
(0.05003407209473389+0j),[5.83228346e-16],[1.],[-0.4222683],[1.],[-0.20687582],[-0.11728969],[-0.12550001],[-0.12579166],[-0.12140487],[-0.1183235],[-0.11503122],[-0.11350687],[-0.11053697],[-0.10507726],[-0.09866354]
(0.058059241700204337+0j),[-9.43898915e-16],[1.],[-0.45588724],[1.],[-0.21639702],[-0.12557728],[-0.1258629],[-0.12146936],[-0.11838161],[-0.11508276],[-0.11355208],[-0.11057644],[-0.10511128],[-0.09869262],[-0.09902829]
(0.060194574372992936+0j),[-3.87860205e-16],[1.],[-0.464738],[1.],[-0.22948905],[-0.12596256],[-0.12156103],[-0.11846588],[-0.1151595],[-0.11362174],[-0.11063926],[-0.10516695],[-0.09874105],[-0.09906954],[-0.10380622]
(0.058660822705116286+0j),[7.72010307e-16],[1.],[-0.45955329],[1.],[-0.23033202],[-0.121696],[-0.11859069],[-0.11527489],[-0.11372891],[-0.110737],[-0.10525509],[-0.09881957],[-0.09913877],[-0.10386468],[-0.10422415]
(0.06636285967138855+0j),[7.54637947e-16],[1.],[-0.48834574],[1.],[-0.22875201],[-0.11873393],[-0.11540829],[-0.1138529],[-0.11085125],[-0.10535902],[-0.0989128],[-0.09922131],[-0.10393654],[-0.10428425],[-0.10690234]
(0.06384452410406359+0j),[5.33029648e-16],[1.],[-0.47938563],[1.],[-0.22798995],[-0.11553752],[-0.11397151],[-0.11096386],[-0.10546008],[-0.09900265],[-0.0993035],[-0.1040079],[-0.10434438],[-0.1069534],[-0.1091177]
(0.0654735546474192+0j),[1.64360642e-15],[1.],[-0.48533275],[1.],[-0.22444094],[-0.1140903],[-0.11107265],[-0.10556008],[-0.09909341],[-0.09938574],[-0.10408035],[-0.10440712],[-0.10700537],[-0.10916049],[-0.10877756]
(0.06836183291729059+0j),[4.49372935e-16],[1.],[-0.49541741],[1.],[-0.22478896],[-0.11117902],[-0.10565734],[-0.09918051],[-0.0994675],[-0.10415234],[-0.10447004],[-0.10705961],[-0.10920418],[-0.10881402],[-0.11058308]
(0.07059738534701052+0j),[-5.79233721e-16],[1.],[-0.50285695],[1.],[-0.22384216],[-0.10575439],[-0.09926803],[-0.0995503],[-0.10422685],[-0.10453527],[-0.10711777],[-0.10925227],[-0.10885306],[-0.11061662],[-0.1125561]
(0.07386136092189718+0j),[-1.33857215e-16],[1.],[-0.51343017],[1.],[-0.22043318],[-0.09935208],[-0.09962965],[-0.10429949],[-0.10459956],[-0.10717495],[-0.10930191],[-0.10889324],[-0.11065086],[-0.1125825],[-0.11458723]
(0.08256377660895879+0j),[1.17699971e-15],[1.],[-0.54055322],[1.],[-0.2182826],[-0.09970628],[-0.10437183],[-0.10466527],[-0.10723205],[-0.10935114],[-0.10893669],[-0.11068505],[-0.11260942],[-0.1146115],[-0.11884712]
(0.09169632654079873+0j),[1.02747864e-15],[1.],[-0.56657825],[1.],[-0.2246284],[-0.10444976],[-0.10473585],[-0.10729511],[-0.10940567],[-0.10898253],[-0.11072441],[-0.11263923],[-0.11463547],[-0.11886825],[-0.12483769]
(0.09838232521048793+0j),[5.03930866e-16],[1.],[-0.58380503],[1.],[-0.23425436],[-0.10482506],[-0.10737729],[-0.10947721],[-0.10904383],[-0.11077714],[-0.11268504],[-0.11466857],[-0.11889738],[-0.12486091],[-0.1297073]
(0.09282287206716544+0j),[-5.26565569e-17],[1.],[-0.56672801],[1.],[-0.23465938],[-0.10748846],[-0.10958066],[-0.10913208],[-0.11085367],[-0.11275461],[-0.11472872],[-0.11894099],[-0.12490246],[-0.12973666],[-0.12971485]
(0.10458010060305988+0j),[-1.7064468e-15],[1.],[-0.59764913],[1.],[-0.23890776],[-0.10968818],[-0.10923028],[-0.11094179],[-0.11283015],[-0.11479505],[-0.11900126],[-0.12494735],[-0.12977815],[-0.12974519],[-0.13130334]
(0.09259248196379437+0j),[-7.92068123e-17],[1.],[-0.56321715],[1.],[-0.24068917],[-0.10933192],[-0.11103561],[-0.11291554],[-0.11487033],[-0.11906779],[-0.12500746],[-0.12982559],[-0.12978736],[-0.13133726],[-0.13089062]
